Generación,Mejor Fitness,Fitness Promedio,Diversidad,Peor Fitness,CPU (%),Memoria (%),Tiempo (s),Goles Favor,Goles Contra
129,44.00,41.05,16.39,32.00,54.42,98.99,153.38,0,24
130,44.00,40.15,17.34,32.00,60.93,99.00,154.30,0,24
131,44.00,40.00,17.76,32.00,62.93,99.12,155.58,0,24
132,44.00,40.75,17.26,32.00,55.92,99.12,156.78,0,24
133,44.00,40.60,16.87,32.00,57.60,99.09,157.91,0,24
134,44.00,41.80,16.31,32.00,50.16,99.17,159.10,0,24
135,44.00,40.60,17.66,32.00,55.82,99.15,160.11,0,24
136,44.00,41.15,15.70,32.00,61.17,99.17,161.05,0,24
137,44.00,41.05,16.38,30.50,58.17,99.18,162.03,0,24
138,44.00,42.30,14.27,32.00,50.68,98.94,163.22,0,24
139,44.00,41.40,15.31,32.00,58.93,99.17,164.13,0,24
140,44.00,41.30,15.50,32.00,55.49,98.97,165.41,0,24
141,44.00,40.50,16.18,30.50,57.85,98.93,166.39,0,24
142,44.00,41.60,16.59,32.00,54.13,99.00,167.54,0,24
143,44.00,40.90,16.10,32.00,52.09,98.88,168.74,0,24
144,44.00,41.00,16.18,32.00,70.47,98.54,170.00,0,24
145,44.00,40.00,15.81,32.00,72.41,98.21,171.46,0,24
146,44.00,40.15,15.85,32.00,77.04,98.08,172.76,0,24
147,44.00,39.30,16.04,32.00,81.44,98.11,173.89,0,24
148,44.00,39.35,16.25,30.50,87.69,97.89,174.95,0,24
149,44.00,39.65,17.13,30.50,74.21,97.88,175.94,0,24
150,44.00,40.65,16.88,32.00,84.08,97.80,177.38,0,24
151,44.00,41.40,15.74,32.00,74.60,97.69,178.64,0,24
152,44.00,40.75,17.21,32.00,56.98,97.80,179.81,0,24
153,44.00,41.65,16.29,32.00,61.26,98.11,181.05,0,24
154,44.00,41.65,15.60,30.50,75.30,98.36,181.89,0,24
155,44.00,39.85,16.25,32.00,57.20,98.64,183.13,0,24
156,44.00,41.70,12.90,32.00,58.37,98.77,184.37,0,24
157,44.00,41.90,9.10,32.00,52.81,98.82,185.59,0,24
158,44.00,41.95,11.83,32.00,57.75,98.94,186.60,0,24
159,44.00,41.05,12.10,30.50,59.79,98.81,187.79,0,24
160,44.00,40.50,14.55,32.00,58.34,99.01,188.80,0,24
161,44.00,39.65,14.53,30.50,57.02,98.90,189.80,0,24
162,44.00,40.40,14.56,32.00,52.60,98.95,191.03,0,24
163,44.00,39.20,15.77,32.00,51.28,99.10,192.25,0,24
164,44.00,40.90,13.85,32.00,53.33,99.00,193.47,0,24
165,44.00,38.90,13.25,32.00,53.53,99.12,194.65,0,24
166,44.00,40.30,12.43,32.00,51.04,99.10,195.85,0,24
167,44.00,41.30,13.51,32.00,50.79,99.11,197.05,0,24
168,44.00,40.70,14.17,32.00,53.76,99.14,198.22,0,24
169,44.00,41.85,14.20,30.50,65.51,99.08,199.41,0,24
170,44.00,41.05,15.29,32.00,59.81,99.09,200.73,0,24
171,44.00,40.55,16.36,30.50,65.72,99.08,201.79,0,24
172,44.00,42.00,16.12,32.00,64.54,98.99,203.08,0,24
173,44.00,42.15,15.18,33.50,62.99,98.95,204.49,0,24
174,44.00,39.95,15.61,32.00,55.73,99.07,205.38,0,24
175,44.00,41.95,15.15,32.00,50.96,99.21,206.62,0,24
176,44.00,39.75,16.29,32.00,52.89,98.86,207.82,0,24
177,44.00,42.80,14.77,35.00,49.68,99.09,208.99,0,24
178,44.00,42.00,15.98,32.00,58.49,99.19,209.89,0,24
179,44.00,42.10,15.86,29.00,51.84,99.02,211.08,0,24
180,44.00,41.40,16.92,32.00,49.74,99.14,212.27,0,24
181,44.00,40.85,17.05,32.00,52.94,98.88,213.45,0,24
182,44.00,40.60,15.87,29.00,56.40,99.01,214.44,0,24
183,44.00,42.25,16.13,32.00,56.65,99.13,215.64,0,24
184,44.00,38.90,17.39,29.00,70.73,99.25,216.72,0,24
185,44.00,40.80,17.27,32.00,63.96,98.57,217.99,0,24
186,44.00,40.05,16.86,32.00,65.05,99.07,219.13,0,24
187,44.00,41.05,17.47,32.00,64.14,99.01,220.17,0,24
188,44.00,40.90,17.16,32.00,74.74,98.13,221.59,0,24
189,44.00,41.60,15.94,30.50,66.82,97.74,222.67,0,24
190,44.00,41.00,15.81,32.00,51.46,97.80,223.88,0,24
191,44.00,41.30,15.89,32.00,57.01,97.64,224.80,0,24
192,44.00,41.05,16.38,32.00,52.01,97.68,226.02,0,24
193,44.00,39.60,17.32,32.00,50.88,98.14,227.24,0,24
194,44.00,40.25,17.07,30.50,59.69,98.64,228.54,0,24
195,44.00,40.25,16.18,32.00,65.77,98.47,229.71,0,24
196,44.00,40.60,14.08,30.50,83.26,98.59,230.82,0,24
197,44.00,39.15,16.51,29.00,64.19,98.57,232.13,0,24
198,44.00,40.75,16.20,27.50,69.20,98.54,233.26,0,24
199,44.00,39.45,16.54,30.50,69.94,99.03,234.37,0,24
200,44.00,41.60,14.92,32.00,61.60,99.10,235.29,0,24
1,35.00,32.90,19.56,32.00,55.05,98.94,238.53,0,24
2,35.00,33.70,18.83,32.00,50.83,99.17,239.74,0,24
3,35.00,34.20,17.88,32.00,64.53,99.03,241.12,0,24
4,35.00,34.65,17.07,30.50,85.28,98.82,243.07,0,24
5,38.00,34.55,17.35,32.00,58.72,98.84,244.33,0,24
6,39.50,34.70,18.33,32.00,65.33,98.74,245.42,0,24
7,39.50,34.75,18.24,32.00,55.98,99.06,246.70,0,24
8,39.50,35.35,17.51,30.50,58.89,98.78,247.95,0,24
9,39.50,35.45,17.46,32.00,64.90,98.59,249.01,0,24
10,39.50,35.80,17.05,29.00,61.81,98.51,250.04,0,24
11,39.50,35.65,16.30,30.50,62.01,98.52,251.06,0,24
12,39.50,34.75,17.12,32.00,79.87,98.33,252.26,0,24
13,39.50,35.85,16.39,32.00,79.77,98.15,253.33,0,24
14,39.50,36.60,14.96,32.00,62.64,98.70,254.42,0,24
15,39.50,36.00,15.76,32.00,56.84,98.71,255.67,0,24
16,39.50,35.95,15.41,30.50,63.63,98.94,257.05,0,24
17,39.50,36.25,14.04,32.00,63.54,98.96,258.07,0,24
18,39.50,36.30,15.13,32.00,50.10,99.06,259.31,0,24
19,39.50,36.30,16.06,32.00,62.83,99.19,260.59,0,24
20,39.50,35.95,15.94,32.00,66.70,99.25,262.05,0,24
21,39.50,35.80,12.89,30.50,74.03,99.22,263.31,0,24
22,39.50,35.85,15.80,32.00,67.16,99.27,264.77,0,24
23,39.50,36.10,13.93,32.00,78.35,99.26,266.37,0,24
24,39.50,35.80,14.72,32.00,75.40,99.09,267.54,0,24
25,39.50,36.40,14.30,30.50,76.88,99.17,268.77,0,24
26,39.50,36.75,13.49,32.00,71.80,99.25,269.92,0,24
27,39.50,37.20,14.90,32.00,68.93,99.11,271.23,0,24
28,39.50,36.05,14.55,30.50,71.39,99.13,272.67,0,24
29,39.50,36.90,11.50,32.00,72.30,99.21,273.71,0,24
30,39.50,36.70,11.93,32.00,67.41,99.18,275.07,0,24
31,39.50,36.40,11.83,32.00,71.05,99.22,276.11,0,24
32,39.50,35.70,9.92,30.50,72.42,99.05,277.28,0,24
33,39.50,35.65,12.80,30.50,75.02,99.29,278.60,0,24
34,39.50,35.85,9.69,32.00,67.64,99.20,280.02,0,24
35,39.50,36.50,8.66,32.00,72.32,99.25,281.18,0,24
36,39.50,36.50,12.28,30.50,67.82,99.28,282.56,0,24
37,39.50,37.20,11.39,32.00,55.57,99.21,283.78,0,24
38,39.50,37.20,12.09,32.00,51.64,99.23,285.00,0,24
39,39.50,38.25,11.72,32.00,68.38,99.21,286.02,0,24
40,39.50,37.70,11.93,32.00,83.44,99.07,287.41,0,24
41,42.50,36.85,13.75,30.50,80.37,98.42,289.67,0,24
42,42.50,37.85,12.61,32.00,71.76,98.40,290.81,0,24
43,42.50,37.45,16.82,32.00,73.62,98.42,292.39,0,24
44,42.50,36.55,15.95,30.50,70.00,98.45,293.63,0,24
45,42.50,37.30,15.14,32.00,68.85,98.94,295.04,0,24
46,42.50,37.95,15.25,32.00,59.72,99.08,296.39,0,24
47,42.50,39.60,12.36,30.50,71.54,99.11,297.56,0,24
48,42.50,39.15,13.04,29.00,73.88,98.82,298.79,0,24
49,42.50,39.80,12.82,32.00,60.40,98.99,300.06,0,24
50,42.50,39.35,12.65,30.50,74.69,99.20,301.77,0,24
51,42.50,39.20,12.74,30.50,74.35,98.93,302.93,0,24
52,42.50,38.80,14.75,32.00,57.80,99.27,304.23,0,24
53,42.50,38.50,15.79,30.50,53.17,99.25,305.48,0,24
54,42.50,39.80,15.91,32.00,51.67,99.25,306.72,0,24
55,42.50,39.90,16.36,32.00,53.57,98.68,307.93,0,24
56,42.50,38.85,17.00,32.00,57.92,98.86,309.25,0,24
57,42.50,39.10,16.93,32.00,49.95,98.99,310.45,0,24
58,42.50,40.45,15.52,32.00,53.56,99.26,311.68,0,24
59,42.50,39.40,16.07,32.00,59.10,98.96,312.93,0,24
60,42.50,38.35,16.39,32.00,52.07,99.23,314.18,0,24
61,42.50,38.75,16.14,32.00,49.84,99.22,315.35,0,24
62,42.50,40.15,14.87,32.00,66.89,98.68,316.27,0,24
63,42.50,40.10,15.05,32.00,61.29,98.65,317.32,0,24
64,42.50,39.90,14.55,32.00,51.73,98.44,318.55,0,24
65,42.50,40.70,14.34,32.00,57.65,98.53,319.75,0,24
66,42.50,40.10,13.90,32.00,79.81,98.60,320.80,0,24
67,42.50,39.95,15.13,32.00,77.68,99.27,322.26,0,24
68,42.50,40.10,16.06,32.00,70.84,99.26,323.53,0,24
69,42.50,38.35,16.96,32.00,85.34,99.18,324.92,0,24
70,42.50,39.25,16.69,32.00,53.49,99.24,326.18,0,24
71,42.50,38.60,18.28,32.00,52.58,99.17,327.37,0,24
72,42.50,38.90,17.02,30.50,65.26,99.12,328.47,0,24
73,42.50,39.00,15.84,32.00,55.33,99.20,329.66,0,24
74,42.50,39.40,14.28,32.00,52.08,99.04,330.86,0,24
75,42.50,39.90,14.61,29.00,53.51,99.14,332.10,0,24
76,42.50,41.05,12.76,32.00,54.32,98.97,333.27,0,24
77,42.50,39.85,14.94,32.00,65.24,99.19,334.62,0,24
78,42.50,38.80,14.60,30.50,64.78,99.20,335.71,0,24
79,42.50,40.45,14.77,32.00,52.92,99.18,336.90,0,24
80,42.50,41.05,14.00,32.00,60.40,99.26,337.83,0,24
81,42.50,40.15,14.60,32.00,51.76,99.22,338.97,0,24
82,42.50,40.20,15.71,32.00,68.07,99.27,340.17,0,24
83,42.50,38.70,16.79,32.00,56.68,99.24,341.46,0,24
84,42.50,39.15,15.32,32.00,64.93,98.80,342.83,0,24
85,42.50,41.40,12.97,32.00,53.19,99.12,344.07,0,24
86,42.50,40.60,14.33,32.00,69.86,99.28,345.58,0,24
87,42.50,39.90,15.90,32.00,60.06,99.18,346.83,0,24
88,42.50,39.75,15.38,32.00,65.95,98.95,348.17,0,24
89,42.50,40.25,15.50,32.00,69.53,99.24,349.65,0,24
90,42.50,39.00,14.42,29.00,89.44,99.16,351.47,0,24
91,42.50,39.70,15.37,32.00,74.94,98.83,353.14,0,24
92,42.50,39.10,15.39,29.00,70.37,98.98,354.36,0,24
93,42.50,40.10,15.33,32.00,65.63,99.01,355.52,0,24
94,42.50,40.35,16.46,32.00,54.83,99.00,356.77,0,24
95,42.50,39.45,17.45,32.00,59.98,99.02,357.96,0,24
96,42.50,40.85,16.60,32.00,54.24,99.16,359.19,0,24
97,42.50,40.70,17.09,32.00,55.60,99.13,360.41,0,24
98,42.50,39.85,16.20,32.00,68.85,99.18,361.54,0,24
99,42.50,39.15,15.02,32.00,54.75,99.09,362.77,0,24
100,42.50,40.40,13.18,29.00,59.80,99.20,363.79,0,24
101,42.50,40.00,15.92,32.00,57.50,99.16,365.03,0,24
102,42.50,39.85,15.79,32.00,66.93,99.18,366.47,0,24
103,42.50,38.75,15.03,30.50,81.96,99.22,367.84,0,24
104,42.50,39.00,15.83,29.00,75.51,99.15,369.12,0,24
105,42.50,40.25,15.56,32.00,66.42,99.32,370.46,0,24
106,42.50,39.55,15.47,32.00,74.76,99.24,372.04,0,24
107,42.50,39.55,16.16,29.00,80.38,99.18,373.28,0,24
108,42.50,39.40,16.85,30.50,73.24,99.17,374.51,0,24
109,42.50,38.90,16.36,30.50,74.73,99.29,375.69,0,24
110,42.50,40.20,15.89,32.00,73.62,99.28,376.85,0,24
111,42.50,38.95,16.76,32.00,75.96,98.99,378.09,0,24
112,42.50,39.65,16.68,32.00,68.09,99.20,379.47,0,24
113,42.50,40.20,16.31,32.00,64.83,99.29,380.79,0,24
114,42.50,40.15,15.18,32.00,61.87,99.24,382.14,0,24
115,42.50,39.00,14.59,32.00,71.25,99.24,383.33,0,24
116,42.50,40.20,14.55,29.00,74.08,99.19,384.41,0,24
117,42.50,40.55,14.11,29.00,87.88,99.04,385.49,0,24
118,42.50,40.20,15.26,32.00,89.24,98.59,386.72,0,24
119,42.50,39.55,16.26,32.00,90.08,98.27,388.20,0,24
120,42.50,40.05,16.06,29.00,87.70,98.15,389.63,0,24
121,42.50,39.10,16.42,32.00,89.84,98.09,391.02,0,24
122,42.50,38.80,16.72,29.00,92.48,98.17,392.26,0,24
123,42.50,39.30,16.50,29.00,92.86,98.17,393.64,0,24
124,42.50,39.35,16.02,32.00,92.98,98.15,395.36,0,24
125,42.50,39.55,15.89,32.00,82.83,98.29,396.74,0,24
126,42.50,38.90,15.51,30.50,81.63,98.44,398.16,0,24
127,42.50,38.45,15.44,32.00,73.58,98.85,399.29,0,24
128,42.50,39.25,15.41,32.00,62.28,98.94,400.54,0,24
129,42.50,40.65,15.78,32.00,59.43,99.16,401.78,0,24
130,42.50,39.40,15.74,32.00,62.87,98.99,403.05,0,24
131,42.50,39.70,14.17,32.00,70.53,99.18,404.07,0,24
132,42.50,40.50,12.98,32.00,58.32,99.26,405.32,0,24
133,44.00,40.10,14.51,32.00,59.27,99.27,406.56,0,24
134,42.50,39.65,16.42,32.00,69.41,99.15,407.62,0,24
135,42.50,38.90,16.97,32.00,66.77,98.97,408.87,0,24
136,42.50,39.75,17.49,30.50,70.65,99.02,409.99,0,24
137,42.50,39.05,16.88,29.00,82.79,98.81,411.18,0,24
138,42.50,41.40,16.31,32.00,78.11,98.71,412.24,0,24
139,42.50,40.15,16.81,29.00,78.66,98.91,413.42,0,24
140,42.50,40.35,17.28,30.50,71.31,99.00,414.60,0,24
141,42.50,40.75,17.42,32.00,60.79,98.74,415.88,0,24
142,42.50,40.05,18.28,30.50,65.60,98.79,417.21,0,24
143,42.50,40.20,18.49,32.00,65.59,98.64,418.14,0,24
144,42.50,39.10,18.38,32.00,59.69,98.84,419.20,0,24
145,42.50,39.15,18.20,32.00,53.18,99.06,420.43,0,24
146,42.50,40.00,18.47,32.00,49.90,99.07,421.67,0,24
147,42.50,40.50,18.32,32.00,53.01,98.90,422.90,0,24
148,42.50,40.10,17.96,30.50,54.99,99.01,423.89,0,24
149,42.50,40.95,17.15,32.00,51.68,99.20,425.12,0,24
150,42.50,41.30,16.66,32.00,50.93,99.28,426.33,0,24
151,42.50,39.95,17.84,30.50,50.98,99.17,427.61,0,24
152,42.50,40.45,16.95,32.00,50.62,98.97,428.82,0,24
153,42.50,40.35,17.53,32.00,50.59,99.05,430.00,0,24
154,42.50,40.10,17.58,32.00,52.31,99.21,431.19,0,24
155,42.50,38.30,17.93,32.00,51.29,99.29,432.41,0,24
156,42.50,39.85,17.59,32.00,54.18,98.94,433.61,0,24
157,42.50,39.90,18.30,32.00,50.46,99.00,434.84,0,24
158,42.50,40.75,17.73,32.00,50.58,99.07,436.03,0,24
159,42.50,41.65,16.46,32.00,50.05,99.16,437.19,0,24
160,42.50,38.70,16.92,32.00,67.81,99.29,438.40,0,24
161,42.50,40.65,16.26,32.00,76.83,99.27,439.74,0,24
162,42.50,39.70,14.47,32.00,80.52,99.28,440.98,0,24
163,42.50,37.75,15.55,32.00,62.64,99.24,442.25,0,24
164,42.50,40.35,14.50,32.00,68.03,99.25,443.23,0,24
165,45.50,40.70,14.65,32.00,62.82,99.21,444.54,0,23
166,45.50,39.80,15.44,32.00,59.87,99.19,445.73,0,23
167,45.50,39.70,16.85,32.00,51.76,99.08,446.90,0,23
168,45.50,39.00,16.68,32.00,54.82,99.09,448.11,0,23
169,45.50,40.60,15.34,32.00,51.01,99.14,449.35,0,23
170,45.50,41.10,14.55,32.00,50.83,99.11,450.56,0,23
171,45.50,41.40,13.77,32.00,64.80,97.81,451.50,0,23
172,45.50,42.35,13.81,32.00,59.32,98.14,452.49,0,23
173,45.50,42.35,13.62,32.00,53.39,98.26,453.71,0,23
174,45.50,40.70,14.96,32.00,53.25,98.74,454.92,0,23
175,45.50,41.85,15.85,30.50,58.96,98.77,455.92,0,23
176,45.50,42.40,15.53,32.00,51.96,98.80,457.13,0,23
177,45.50,43.90,14.80,32.00,53.93,98.67,458.35,0,23
178,45.50,40.60,16.99,32.00,51.12,98.91,459.58,0,23
179,45.50,40.50,16.72,32.00,52.71,99.03,460.80,0,23
180,45.50,40.25,17.40,32.00,64.79,99.26,461.99,0,23
181,45.50,41.05,15.77,32.00,54.12,98.91,463.19,0,23
182,45.50,42.25,16.46,32.00,49.79,99.16,464.37,0,23
183,45.50,42.00,17.09,32.00,60.50,99.21,465.38,0,23
184,45.50,42.75,16.95,32.00,60.33,99.19,466.30,0,23
185,45.50,41.85,17.06,32.00,48.84,99.22,467.54,0,23
186,45.50,42.85,16.27,32.00,51.66,98.86,468.75,0,23
187,45.50,42.80,16.79,32.00,54.59,99.19,469.95,0,23
188,45.50,42.60,17.70,32.00,60.64,99.24,471.23,0,23
189,45.50,41.35,18.35,30.50,60.32,99.18,472.57,0,23
190,45.50,42.55,18.05,32.00,68.73,99.17,473.68,0,23
191,45.50,40.60,17.93,32.00,56.84,99.29,474.99,0,23
192,45.50,41.55,17.87,32.00,64.14,99.26,476.06,0,23
193,45.50,41.00,18.07,32.00,51.33,99.28,477.28,0,23
194,45.50,41.75,18.45,32.00,54.19,99.05,478.48,0,23
195,45.50,42.10,18.31,32.00,58.98,99.06,479.71,0,23
196,45.50,40.80,18.10,32.00,56.11,99.28,480.99,0,23
197,45.50,40.50,17.36,29.00,77.77,99.28,482.21,0,23
198,45.50,39.65,17.88,30.50,72.15,98.94,483.52,0,23
199,45.50,42.65,17.32,32.00,71.73,99.01,484.54,0,23
200,45.50,41.95,17.69,32.00,77.26,99.15,486.10,0,23
1,38.00,33.60,19.41,30.50,0.00,99.17,3.98,0,28
2,38.00,34.95,17.45,30.50,84.42,99.15,5.23,0,28
3,38.00,35.40,16.72,30.50,71.36,98.95,6.26,0,28
4,38.00,35.80,15.60,32.00,71.09,99.09,7.65,0,28
5,38.00,36.20,14.57,32.00,79.34,99.19,8.81,0,28
6,38.00,36.05,14.74,32.00,61.41,99.14,10.00,0,28
7,41.00,37.20,11.41,32.00,53.71,99.17,11.18,0,26
8,38.00,36.00,12.48,32.00,51.05,99.10,12.38,0,26
9,41.00,36.35,13.59,30.50,51.65,99.17,13.55,0,26
10,42.50,36.95,16.10,32.00,52.79,99.13,14.72,0,25
11,42.50,37.25,17.05,32.00,48.59,99.13,15.92,0,25
12,42.50,37.95,17.20,30.50,61.53,99.23,16.92,0,25
13,42.50,40.05,15.36,32.00,54.82,98.98,18.13,0,25
14,42.50,40.00,13.77,32.00,47.37,99.04,19.30,0,25
15,42.50,40.00,14.23,32.00,57.24,99.16,20.18,0,25
16,42.50,41.05,14.66,32.00,59.62,99.12,21.37,0,25
17,42.50,38.70,16.67,32.00,62.88,99.19,22.28,0,25
18,42.50,39.45,15.85,30.50,49.11,98.89,23.48,0,25
19,42.50,38.65,15.41,30.50,52.51,99.22,24.66,0,25
20,42.50,40.70,14.53,32.00,57.25,99.22,25.88,0,25
21,42.50,40.00,15.04,32.00,58.06,99.28,27.11,0,25
22,42.50,40.00,16.49,32.00,62.05,99.25,28.38,0,25
23,42.50,40.00,16.73,32.00,62.08,99.16,29.28,0,25
24,42.50,40.00,15.85,32.00,50.93,99.24,30.49,0,25
25,42.50,40.20,16.29,32.00,51.31,98.82,31.68,0,25
26,42.50,39.10,16.07,30.50,70.80,99.11,32.85,0,25
27,42.50,39.50,15.50,30.50,58.76,99.20,34.04,0,25
28,42.50,39.75,14.61,32.00,48.72,99.13,35.21,0,25
29,42.50,37.35,17.11,30.50,28.57,99.21,36.19,0,25
30,42.50,38.35,16.35,32.00,60.37,99.18,37.22,0,25
31,42.50,40.30,13.44,32.00,59.34,99.25,38.48,0,25
32,42.50,41.55,12.77,32.00,57.88,99.16,39.70,0,25
33,42.50,40.35,14.08,32.00,62.78,99.26,40.76,0,25
34,42.50,39.55,15.46,32.00,54.58,99.27,41.99,0,25
35,42.50,39.05,16.57,32.00,58.56,99.04,43.23,0,25
36,42.50,41.35,15.36,32.00,73.55,99.16,44.28,0,25
37,42.50,41.40,15.43,32.00,60.11,99.18,45.44,0,25
38,42.50,40.10,15.85,29.00,68.58,99.17,46.62,0,25
39,42.50,39.00,16.32,32.00,65.32,98.86,47.99,0,25
40,42.50,39.60,16.64,32.00,69.19,99.30,49.02,0,25
41,42.50,39.70,16.28,30.50,63.64,99.24,50.30,0,25
42,42.50,39.90,15.96,32.00,61.02,99.27,51.58,0,25
43,42.50,40.95,15.61,32.00,68.28,99.04,52.82,0,25
44,42.50,38.70,16.92,32.00,60.96,99.30,54.15,0,25
45,42.50,39.15,15.23,29.00,67.81,99.22,55.21,0,25
46,42.50,38.85,15.13,30.50,66.99,99.27,56.26,0,25
47,42.50,40.00,14.78,32.00,65.77,99.06,57.52,0,25
48,42.50,39.60,14.91,32.00,62.64,99.08,58.83,0,25
49,42.50,40.45,15.86,32.00,74.25,99.05,60.00,0,25
50,42.50,40.85,15.19,29.00,66.26,98.86,61.34,0,25
51,42.50,39.50,16.08,30.50,69.83,99.10,62.43,0,25
52,42.50,40.95,15.16,32.00,65.24,99.11,63.62,0,25
53,42.50,39.80,15.58,29.00,63.79,99.21,64.93,0,25
54,42.50,39.85,16.17,32.00,66.70,99.23,66.22,0,25
55,42.50,38.50,16.39,32.00,81.58,99.02,67.60,0,25
56,42.50,39.10,15.45,32.00,88.06,98.70,69.13,0,25
57,42.50,40.55,14.65,32.00,72.76,98.48,70.58,0,25
58,42.50,39.55,16.18,32.00,72.85,98.54,71.84,0,25
59,42.50,40.70,14.78,32.00,68.23,98.91,73.28,0,25
60,42.50,39.90,16.02,32.00,72.55,99.09,74.41,0,25
61,42.50,40.20,16.53,32.00,65.65,99.14,75.73,0,25
62,42.50,38.65,15.91,32.00,75.26,99.22,77.32,0,25
63,42.50,41.75,14.88,35.00,74.56,99.22,79.03,0,25
64,42.50,41.15,15.97,30.50,65.57,99.22,80.33,0,25
65,42.50,39.90,16.62,32.00,64.95,99.28,81.71,0,25
66,42.50,40.10,16.92,30.50,72.00,99.24,83.22,0,25
67,42.50,39.40,17.66,32.00,67.74,99.29,84.70,0,25
68,42.50,38.60,18.12,26.00,67.49,99.25,85.81,0,25
69,42.50,39.10,17.66,32.00,64.97,99.29,86.95,0,25
70,42.50,38.90,17.74,32.00,65.05,99.23,88.32,0,25
71,42.50,39.85,17.62,32.00,64.03,99.20,89.66,0,25
72,42.50,39.75,17.70,29.00,73.59,98.93,91.20,0,25
73,42.50,40.10,17.22,32.00,78.40,98.85,92.96,0,25
74,42.50,39.70,17.20,32.00,80.06,98.88,94.32,0,25
75,42.50,39.70,17.26,32.00,75.54,99.03,95.72,0,25
76,42.50,38.10,17.34,29.00,84.64,99.25,97.03,0,25
77,42.50,39.05,17.41,29.00,78.74,99.19,98.27,0,25
78,42.50,38.60,17.35,30.50,71.53,99.23,99.53,0,25
79,42.50,40.95,17.29,32.00,64.22,99.28,100.78,0,25
80,42.50,38.60,17.99,30.50,70.78,99.27,101.91,0,25
81,42.50,40.10,17.51,32.00,63.54,99.28,103.20,0,25
82,42.50,39.40,16.35,29.00,77.32,99.14,104.50,0,25
83,42.50,39.00,17.83,32.00,64.03,99.29,105.97,0,25
84,42.50,38.70,17.87,32.00,56.17,99.21,107.31,0,25
85,42.50,40.50,17.72,32.00,68.99,98.97,108.90,0,25
86,42.50,38.90,18.03,30.50,70.87,99.22,110.47,0,25
87,42.50,40.70,17.18,32.00,61.79,99.21,111.39,0,25
88,42.50,39.70,16.52,30.50,60.52,99.24,112.49,0,25
89,42.50,39.85,15.17,32.00,53.25,99.22,113.75,0,25
90,42.50,38.70,17.35,32.00,65.21,99.05,115.30,0,25
91,42.50,40.25,16.56,32.00,60.47,99.11,116.63,0,25
92,42.50,38.70,17.44,32.00,71.08,99.17,117.96,0,25
93,42.50,39.80,16.96,32.00,68.93,99.26,119.44,0,25
94,42.50,39.50,16.69,30.50,59.73,99.22,120.46,0,25
95,42.50,39.75,16.81,32.00,73.63,99.19,122.01,0,25
96,42.50,38.85,17.38,32.00,69.09,99.21,123.46,0,25
97,42.50,38.80,17.43,32.00,69.38,99.27,125.04,0,25
98,42.50,41.15,16.71,32.00,71.24,99.23,126.21,0,25
99,42.50,40.80,16.25,32.00,56.54,99.22,127.48,0,25
100,42.50,39.45,17.25,32.00,67.36,98.97,128.99,0,25
101,42.50,41.10,14.77,32.00,66.78,99.03,130.09,0,25
102,42.50,39.50,15.20,32.00,58.48,99.10,131.02,0,25
103,42.50,39.75,15.91,32.00,61.94,99.28,132.38,0,25
104,42.50,39.95,16.75,32.00,73.59,99.12,133.80,0,25
105,42.50,39.90,16.97,32.00,65.85,98.94,135.08,0,25
106,42.50,39.75,16.55,32.00,58.67,98.83,136.32,0,25
107,42.50,40.20,16.65,32.00,49.12,98.91,137.53,0,25
108,42.50,41.20,16.48,32.00,62.52,98.92,138.83,0,25
109,42.50,40.75,16.98,32.00,66.88,99.15,140.37,0,25
110,42.50,39.50,17.91,32.00,64.42,99.09,141.75,0,25
111,42.50,40.80,16.01,32.00,52.64,98.91,142.98,0,25
112,42.50,39.55,16.27,32.00,66.40,99.22,144.41,0,25
113,42.50,39.65,16.49,32.00,82.57,99.16,145.94,0,25
114,42.50,40.00,15.91,32.00,69.42,99.19,147.45,0,25
115,42.50,39.65,16.74,32.00,73.77,98.53,149.00,0,25
116,42.50,41.70,16.64,32.00,76.16,97.97,150.14,0,25
117,42.50,39.80,16.03,32.00,68.95,97.96,151.46,0,25
118,42.50,40.20,15.72,32.00,65.01,97.76,152.72,0,25
119,42.50,40.10,15.67,32.00,63.39,98.26,154.03,0,25
120,42.50,40.10,15.66,32.00,62.99,98.81,155.31,0,25
121,42.50,38.85,16.41,32.00,61.21,98.87,156.77,0,25
122,42.50,38.95,15.54,30.50,78.53,98.99,158.39,0,25
123,42.50,41.10,15.64,32.00,66.21,99.11,159.77,0,25
124,42.50,39.45,16.08,32.00,63.06,99.26,161.08,0,25
125,42.50,41.05,15.71,32.00,61.04,99.03,162.48,0,25
126,42.50,39.20,17.23,32.00,57.29,99.27,163.85,0,25
127,42.50,39.60,16.43,32.00,54.32,99.26,165.07,0,25
128,42.50,39.80,16.15,30.50,63.28,99.18,166.42,0,25
129,42.50,39.20,16.84,30.50,52.85,99.24,167.56,0,25
130,42.50,39.40,17.62,32.00,68.16,99.13,168.63,0,25
131,42.50,39.90,16.66,30.50,71.34,99.15,169.87,0,25
132,42.50,39.20,17.67,32.00,59.68,99.26,171.20,0,25
133,42.50,40.35,17.27,32.00,59.79,99.11,172.53,0,25
134,42.50,38.00,18.27,30.50,79.02,98.93,173.61,0,25
135,42.50,39.95,17.71,32.00,73.66,99.23,174.84,0,25
136,42.50,39.25,17.63,32.00,69.78,99.25,176.26,0,25
137,42.50,39.40,17.85,32.00,63.65,99.14,177.51,0,25
