Generación,Mejor Fitness Generación,Fitness Global,Fitness Promedio,Diversidad,Peor Fitness,CPU (%),Memoria (%),Tiempo (s),Goles Favor,Goles Contra,OS,OS Version,Java Version,OS Arquitectura,CPUs (configurados),Population Size,Mutation Rate,Crossover Rate
177,35474.50,42997.00,30609.95,12.49,22937.00,28.70,85.427,278.732,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
178,34471.50,42997.00,29105.45,12.39,22937.00,23.26,85.132,280.237,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
179,34973.00,42997.00,30008.15,12.10,20931.00,23.36,85.046,281.752,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
180,43498.50,43498.50,28403.35,11.17,20429.50,22.74,85.078,283.179,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
181,43498.50,43498.50,31562.80,11.17,21432.50,19.42,84.506,284.752,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
182,43498.50,43498.50,30710.25,11.56,22435.50,21.94,84.431,286.281,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
183,43498.50,43498.50,31011.15,10.75,22435.50,22.96,84.540,287.755,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
184,43498.50,43498.50,35424.35,11.04,21934.00,23.53,84.561,289.253,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
185,43498.50,43498.50,28955.00,11.92,19928.00,23.67,84.386,290.769,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
186,43498.50,43498.50,27450.50,11.18,20931.00,47.00,85.673,292.374,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
187,43498.50,43498.50,28403.35,10.89,19928.00,40.10,85.578,294.000,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
188,43498.50,43498.50,29907.85,10.17,20931.00,42.36,85.498,295.632,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
189,43498.50,43498.50,29757.40,9.78,11904.00,31.68,85.075,297.294,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
190,43498.50,43498.50,30309.05,10.50,22435.50,52.51,85.597,298.878,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
191,43498.50,43498.50,29757.40,11.45,20931.00,24.29,84.684,300.542,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
192,43498.50,43498.50,26547.80,12.03,11904.00,22.43,84.499,302.108,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
193,43498.50,43498.50,30058.30,11.04,20931.00,27.19,85.128,303.576,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
194,43498.50,43498.50,33067.30,8.21,26447.50,28.87,85.356,305.110,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
195,43498.50,43498.50,30910.85,11.75,21432.50,25.69,85.461,306.641,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
196,43498.50,43498.50,35925.85,10.88,24441.50,25.17,85.406,308.142,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
197,43498.50,43498.50,34822.55,9.52,22435.50,61.52,85.701,309.761,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
198,43498.50,43498.50,30860.70,11.67,19928.00,42.94,85.141,311.682,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
199,43498.50,43498.50,31763.40,11.46,22435.50,54.95,85.813,313.211,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
200,43498.50,43498.50,36176.60,10.45,23438.50,24.85,85.213,314.708,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
201,43498.50,43498.50,32916.85,10.47,21432.50,25.95,84.804,316.267,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
202,43498.50,43498.50,29556.80,10.90,12405.50,22.06,84.628,317.820,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
203,43498.50,43498.50,25444.50,11.76,12405.50,19.84,84.525,319.329,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
204,43498.50,43498.50,29105.45,10.83,18925.00,30.75,85.660,320.764,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
205,43498.50,43498.50,27350.20,11.51,8393.50,22.38,84.772,322.323,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
206,43498.50,43498.50,34270.90,9.26,23438.50,20.98,84.633,323.784,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
207,43498.50,43498.50,27249.90,10.62,20931.00,21.88,84.572,325.342,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
208,43498.50,43498.50,26146.60,11.69,20931.00,23.33,84.404,326.856,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
209,43498.50,43498.50,26397.35,11.42,19928.00,36.28,85.101,328.425,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
210,35474.50,43498.50,27701.25,10.78,22937.00,43.14,85.267,330.828,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
211,35474.50,43498.50,28303.05,8.52,21432.50,65.01,85.816,332.562,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
212,31462.50,43498.50,27249.90,11.19,22937.00,61.35,85.827,334.497,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
213,31462.50,43498.50,27199.75,10.93,22937.00,58.10,85.876,336.226,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
214,31462.50,43498.50,26347.20,11.28,21432.50,44.49,85.349,338.033,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
215,31462.50,43498.50,26046.30,11.57,21432.50,39.64,83.204,339.679,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
216,31462.50,43498.50,27149.60,11.69,21934.00,36.08,82.962,341.276,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
217,34973.00,43498.50,28553.80,10.94,15916.00,36.75,83.050,342.853,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
218,34973.00,43498.50,29606.95,11.25,22435.50,40.27,82.953,345.168,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
219,34973.00,43498.50,28202.75,11.42,21934.00,26.02,82.391,346.699,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
220,34973.00,43498.50,29255.90,11.09,21934.00,25.39,82.010,348.241,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
221,34973.00,43498.50,27801.55,11.28,14411.50,35.71,82.598,349.787,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
222,32465.50,43498.50,31011.15,10.05,26447.50,19.63,82.679,351.315,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
223,33468.50,43498.50,28553.80,10.70,18423.50,18.29,82.500,352.869,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
224,33468.50,43498.50,30609.95,9.66,26447.50,18.78,82.187,354.375,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
225,33468.50,43498.50,31362.20,11.54,26447.50,19.13,82.171,355.881,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
226,33468.50,43498.50,29005.15,10.16,19928.00,18.75,82.285,357.389,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
227,32465.50,43498.50,27851.70,10.81,19928.00,23.76,82.715,358.845,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
228,32465.50,43498.50,27249.90,11.41,21432.50,24.70,82.702,360.381,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
229,32465.50,43498.50,24792.55,11.91,18925.00,23.03,82.412,361.940,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
230,32465.50,43498.50,26196.75,11.18,18925.00,74.53,85.406,363.460,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
231,32465.50,43498.50,26949.00,11.19,18925.00,29.42,83.717,365.025,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
232,33468.50,43498.50,27249.90,11.39,18925.00,20.80,83.676,366.530,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
233,33970.00,43498.50,26096.45,11.69,18925.00,19.09,83.799,368.013,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
234,32465.50,43498.50,28303.05,11.37,18925.00,21.43,83.775,369.513,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
235,32465.50,43498.50,27500.65,11.01,18925.00,19.85,83.528,371.019,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
236,31964.00,43498.50,25193.75,11.53,20931.00,18.92,83.326,372.521,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
237,31964.00,43498.50,25043.30,10.17,15414.50,23.11,83.749,373.987,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
238,35976.00,43498.50,28102.45,11.22,20931.00,19.35,83.515,375.444,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
239,35976.00,43498.50,28654.10,12.08,21934.00,21.52,83.047,376.954,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
240,35976.00,43498.50,26898.85,11.95,20931.00,17.63,83.109,378.455,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
241,34471.50,43498.50,26748.40,11.36,20931.00,18.89,83.040,379.960,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
242,34471.50,43498.50,27099.45,11.74,21432.50,18.41,83.115,381.423,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
243,34471.50,43498.50,27400.35,11.25,21432.50,17.13,83.081,382.950,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
244,34471.50,43498.50,29556.80,10.61,21934.00,17.77,83.132,384.404,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
245,34471.50,43498.50,29105.45,11.09,19928.00,20.68,82.967,385.905,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
246,34973.00,43498.50,31161.60,11.58,21934.00,26.50,82.957,387.315,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
247,34471.50,43498.50,29306.05,10.77,10901.00,29.70,83.853,388.922,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
248,34471.50,43498.50,30108.45,10.69,6387.50,27.40,83.597,390.391,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
249,34471.50,43498.50,29356.20,10.96,12907.00,37.82,85.340,391.907,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
250,34471.50,43498.50,32415.35,9.53,24943.00,29.62,85.538,393.854,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
251,34471.50,43498.50,31713.25,9.85,24943.00,33.88,84.352,395.331,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
252,34471.50,43498.50,28353.20,11.64,20931.00,34.29,83.910,396.907,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
253,34471.50,43498.50,32816.55,8.31,24441.50,26.63,83.602,398.368,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
254,33468.50,43498.50,28202.75,11.04,9396.50,22.57,83.535,399.912,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
255,33468.50,43498.50,24842.70,11.71,5384.50,19.61,83.245,401.423,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
256,33468.50,43498.50,29306.05,10.33,23940.00,32.65,83.861,402.879,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
257,33468.50,43498.50,25344.20,11.37,20429.50,25.53,84.072,404.880,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
258,33468.50,43498.50,22736.40,11.26,2877.00,22.85,83.895,406.344,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
259,42495.50,43498.50,27751.40,10.84,24441.50,21.35,83.906,407.771,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
260,42495.50,43498.50,27701.25,10.84,20931.00,23.59,83.771,409.270,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
261,42495.50,43498.50,28052.30,11.54,20931.00,21.25,83.683,410.795,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
262,42495.50,43498.50,28955.00,11.48,18423.50,22.49,83.564,412.297,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
263,32967.00,43498.50,26999.15,12.34,18423.50,19.29,83.609,413.799,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
264,34471.50,43498.50,29606.95,12.11,24441.50,23.99,83.678,415.301,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
265,42495.50,43498.50,31362.20,11.67,21934.00,25.33,83.883,416.783,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
266,42495.50,43498.50,28202.75,11.74,4381.50,17.99,83.710,418.306,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
267,34471.50,43498.50,30309.05,12.27,20931.00,17.86,83.356,419.738,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
268,34471.50,43498.50,29055.30,11.26,7390.50,16.55,83.370,421.236,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
269,38483.50,43498.50,30760.40,12.17,18925.00,24.95,84.163,422.764,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
270,38483.50,43498.50,28102.45,11.24,18925.00,31.67,84.452,424.270,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
271,38483.50,43498.50,29055.30,11.42,14411.50,23.57,84.058,425.775,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
272,34973.00,43498.50,30108.45,10.64,18925.00,23.96,83.771,427.196,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
273,35976.00,43498.50,31663.10,10.94,23438.50,27.23,84.095,428.723,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
274,34471.50,43498.50,29707.25,11.53,20931.00,33.98,84.577,430.317,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
275,34471.50,43498.50,28152.60,11.64,20931.00,34.32,85.313,431.904,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
276,34471.50,43498.50,24240.90,11.91,4381.50,64.22,85.344,433.473,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
277,34471.50,43498.50,30860.70,11.06,22937.00,29.89,84.878,435.244,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
278,34471.50,43498.50,31011.15,10.68,21934.00,31.17,85.426,436.867,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
279,35976.00,43498.50,31562.80,11.69,21934.00,28.74,85.061,438.418,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
280,35976.00,43498.50,31312.05,11.63,18423.50,22.90,85.094,439.937,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
281,37480.50,43498.50,32114.45,10.54,19426.50,26.16,85.631,441.478,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
282,37480.50,43498.50,31763.40,11.42,19928.00,19.63,84.915,443.036,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
283,37480.50,43498.50,31713.25,10.88,20429.50,19.03,84.964,444.501,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
284,37480.50,43498.50,25695.25,12.23,3378.50,18.09,84.859,446.018,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
285,33970.00,43498.50,27149.60,11.95,20429.50,40.04,85.519,447.521,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
286,33970.00,43498.50,25745.40,11.44,8895.00,17.95,84.793,449.056,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
287,35976.00,43498.50,27500.65,11.35,22435.50,21.82,84.635,450.563,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
288,35976.00,43498.50,29456.50,11.77,23940.00,20.02,84.522,452.061,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
289,35976.00,43498.50,31462.50,11.47,19426.50,17.80,84.577,453.570,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
290,42495.50,43498.50,30961.00,11.85,20429.50,22.27,84.380,455.065,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
291,42495.50,43498.50,30810.55,11.33,22937.00,22.10,84.475,456.516,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
292,42495.50,43498.50,32315.05,11.32,21432.50,16.54,84.159,458.045,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
293,42495.50,43498.50,30910.85,11.42,22435.50,18.00,84.310,459.551,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
294,42495.50,43498.50,29205.75,11.38,21432.50,17.79,84.128,461.005,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
295,33970.00,43498.50,27901.85,11.38,20931.00,19.19,84.010,462.506,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
296,33970.00,43498.50,30710.25,12.24,25444.50,33.64,83.938,463.947,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
297,35474.50,43498.50,30158.60,12.13,22435.50,19.20,83.729,465.414,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
298,34973.00,43498.50,30208.75,9.99,13910.00,19.80,83.538,466.867,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
299,34471.50,43498.50,28453.50,10.34,13910.00,18.91,83.552,468.365,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
300,34471.50,43498.50,29205.75,11.32,20429.50,18.66,83.534,469.866,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
301,34471.50,43498.50,27550.80,11.51,10399.50,22.58,84.084,471.369,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
302,34973.00,43498.50,29005.15,11.83,20429.50,18.17,84.170,472.925,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
303,36979.00,43498.50,24240.90,12.69,4381.50,26.48,83.876,474.456,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
304,36979.00,43498.50,29456.50,11.78,7892.00,20.08,83.872,475.951,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
305,35474.50,43498.50,27149.60,11.41,7892.00,41.92,84.535,477.504,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
306,36477.50,43498.50,33368.20,11.13,29456.50,27.17,83.333,479.176,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
307,36477.50,43498.50,31111.45,11.36,8895.00,23.64,83.467,480.684,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
308,36477.50,43498.50,32114.45,10.98,24441.50,23.31,83.408,482.185,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
309,36477.50,43498.50,32365.20,10.00,21432.50,21.87,83.974,483.646,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
310,36477.50,43498.50,25594.95,10.98,8895.00,22.31,84.141,485.189,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
311,36477.50,43498.50,31763.40,8.93,21432.50,28.61,84.164,486.709,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
312,35474.50,43498.50,30710.25,10.61,19928.00,20.96,83.809,488.167,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
313,35976.00,43498.50,30860.70,11.09,19928.00,27.17,84.251,489.659,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
314,35976.00,43498.50,29255.90,12.13,19928.00,36.36,85.033,491.236,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
315,35976.00,43498.50,26898.85,11.30,19928.00,41.60,85.617,492.966,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
316,35976.00,43498.50,31211.75,9.71,23940.00,53.66,85.644,494.709,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
317,35976.00,43498.50,31713.25,9.56,24943.00,41.01,84.644,496.504,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
318,35976.00,43498.50,30810.55,9.54,17922.00,29.17,84.766,498.192,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
319,35976.00,43498.50,29205.75,10.19,11904.00,36.56,84.522,500.302,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
320,35976.00,43498.50,33418.35,8.26,11904.00,29.43,84.723,501.946,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
321,36477.50,43498.50,32916.85,8.72,20931.00,46.11,85.622,503.444,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
322,36477.50,43498.50,30910.85,9.76,23438.50,45.46,85.796,505.777,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
323,35976.00,43498.50,30760.40,10.03,15916.00,50.00,85.278,508.212,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
324,35976.00,43498.50,26898.85,11.01,15916.00,27.81,84.809,509.818,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
325,35976.00,43498.50,29506.65,10.52,15916.00,20.89,84.195,511.340,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
326,35976.00,43498.50,28603.95,11.35,20429.50,25.67,84.209,512.827,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
327,35976.00,43498.50,28654.10,11.46,20429.50,27.98,83.948,514.360,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
328,34471.50,43498.50,27149.60,12.24,20429.50,51.57,85.391,516.390,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
329,34471.50,43498.50,28704.25,12.21,12907.00,40.89,84.180,518.095,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
330,33970.00,43498.50,25845.70,12.67,4381.50,22.10,84.179,519.646,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
331,34973.00,43498.50,28704.25,12.25,15916.00,20.26,83.692,521.151,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
332,34973.00,43498.50,27651.10,11.96,15916.00,26.05,83.833,522.658,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
333,34471.50,43498.50,29907.85,11.61,21432.50,40.31,84.589,524.156,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
334,42495.50,43498.50,30609.95,11.75,22937.00,24.29,83.888,525.688,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
335,42495.50,43498.50,29556.80,12.01,22937.00,25.17,83.968,527.197,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
336,34471.50,43498.50,28002.15,11.71,13910.00,33.04,84.935,528.732,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
337,37480.50,43498.50,24792.55,12.33,13910.00,19.59,84.195,530.255,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
338,37480.50,43498.50,26949.00,12.02,21934.00,18.09,84.156,531.713,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
339,33468.50,43498.50,23990.15,12.30,12907.00,24.95,84.216,533.191,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
340,35474.50,43498.50,28854.70,11.33,21934.00,21.49,83.956,534.703,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
341,35474.50,43498.50,26999.15,11.83,17922.00,55.67,84.401,536.215,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
342,35474.50,43498.50,29757.40,11.32,23438.50,38.14,84.453,537.856,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
343,36979.00,43498.50,30860.70,11.55,23438.50,32.17,84.958,539.447,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
344,36979.00,43498.50,33819.55,10.40,23438.50,30.88,84.530,541.070,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
345,36979.00,43498.50,30760.40,10.83,20429.50,33.24,85.558,542.627,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
346,36979.00,43498.50,31111.45,11.07,22435.50,38.23,84.743,544.256,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
347,36979.00,43498.50,28252.90,11.48,20931.00,27.53,84.323,545.784,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
348,36979.00,43498.50,30710.25,11.26,23438.50,37.56,84.539,547.374,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
349,35976.00,43498.50,28955.00,11.45,20931.00,40.14,84.854,549.030,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
350,35976.00,43498.50,28002.15,11.28,14411.50,34.77,85.639,550.667,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
351,35976.00,43498.50,30910.85,10.83,23438.50,22.82,84.737,552.213,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
352,36477.50,43498.50,34170.60,9.37,28453.50,24.19,84.847,553.696,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
353,35976.00,43498.50,28453.50,11.79,7390.50,18.50,84.651,555.220,0,1,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
