Generación,Mejor Fitness,Fitness Promedio,Diversidad,Peor Fitness,Mejor Cromosoma
101,102174.03,66807.12,0.64,72.14,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
102,102174.03,61485.80,0.68,-13817.36,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
103,102174.03,60140.48,0.58,-59732.60,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
104,102174.03,64205.54,0.56,-21031.13,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
105,102174.03,65186.01,0.56,-6782.41,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
106,102174.03,60747.92,0.60,-10277.43,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
107,102174.03,71245.83,0.54,-3332.48,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
108,102174.03,65782.48,0.68,-13817.36,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
109,102174.03,60185.79,0.76,-6782.41,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
110,102174.03,65794.23,0.68,-6782.41,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
111,102174.03,57577.01,0.64,-10277.43,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
112,102174.03,67331.41,0.62,-10277.43,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
113,102174.03,63941.99,0.62,-13817.36,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
114,102174.03,63915.21,0.62,-10277.43,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
115,102174.03,63511.87,0.54,-13817.36,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
116,102174.03,61824.40,0.64,-6782.41,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
117,102174.03,59861.07,0.66,-10277.43,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
118,102174.03,69227.04,0.54,72.14,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
119,102174.03,65143.80,0.60,72.14,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
120,102174.03,77794.21,0.52,-17401.99,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
121,102174.03,74691.10,0.48,-10277.43,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
122,102174.03,71212.40,0.52,-6782.41,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
123,102174.03,67532.79,0.54,-17401.99,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
124,102174.03,73560.53,0.54,3431.27,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
125,102174.03,64689.31,0.64,-3332.48,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
126,102174.03,63631.52,0.64,-13817.36,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
