Generación,Mejor Fitness,Fitness Promedio,Diversidad,Peor Fitness,Mejor Cromosoma
53,81726.21,60593.96,0.68,-6782.41,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[0.035422367651354314],[1.3589150608232436],[5.83619003093164],[2.4947354541809617],[8.619616872392559],[0.9218407608774626],[6.965806406429538],[7.342210138974661],[9.006597580480598],[2.453046658299108],[3.615659628940672],[4.299694670271058],[2.3207151323686572],[5.264269668563761],[7.416344120821062],[5.11302812634018],[3.0180875058024705],[6.944990407426046],[7.770845566316995],[3.2605570802967563],[2.075783032015426],[2.515939939013472],[4.416914749224436],[2.528569913074019],[4.469721889084322],[7.054221347870529],[0.3475169493759711],[2.7167685426940325],[4.77578180726648],[4.406331111004567],[3.498240995836319],[0.7385782898099325],[0.7846554085181345],[0.5209250296250789],[2.7508347417708148],[2.8269087286897543],[0.04551641032877529],[4.227519252560054],[1.4543244031995717],[8.368783382626257],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[6.33652679967875]]]
54,81726.21,60080.82,0.64,10012.15,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[0.035422367651354314],[1.3589150608232436],[5.83619003093164],[2.4947354541809617],[8.619616872392559],[0.9218407608774626],[6.965806406429538],[7.342210138974661],[9.006597580480598],[2.453046658299108],[3.615659628940672],[4.299694670271058],[2.3207151323686572],[5.264269668563761],[7.416344120821062],[5.11302812634018],[3.0180875058024705],[6.944990407426046],[7.770845566316995],[3.2605570802967563],[2.075783032015426],[2.515939939013472],[4.416914749224436],[2.528569913074019],[4.469721889084322],[7.054221347870529],[0.3475169493759711],[2.7167685426940325],[4.77578180726648],[4.406331111004567],[3.498240995836319],[0.7385782898099325],[0.7846554085181345],[0.5209250296250789],[2.7508347417708148],[2.8269087286897543],[0.04551641032877529],[4.227519252560054],[1.4543244031995717],[8.368783382626257],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[6.33652679967875]]]
55,81726.21,53755.01,0.72,3431.27,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[0.035422367651354314],[1.3589150608232436],[5.83619003093164],[2.4947354541809617],[8.619616872392559],[0.9218407608774626],[6.965806406429538],[7.342210138974661],[9.006597580480598],[2.453046658299108],[3.615659628940672],[4.299694670271058],[2.3207151323686572],[5.264269668563761],[7.416344120821062],[5.11302812634018],[3.0180875058024705],[6.944990407426046],[7.770845566316995],[3.2605570802967563],[2.075783032015426],[2.515939939013472],[4.416914749224436],[2.528569913074019],[4.469721889084322],[7.054221347870529],[0.3475169493759711],[2.7167685426940325],[4.77578180726648],[4.406331111004567],[3.498240995836319],[0.7385782898099325],[0.7846554085181345],[0.5209250296250789],[2.7508347417708148],[2.8269087286897543],[0.04551641032877529],[4.227519252560054],[1.4543244031995717],[8.368783382626257],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[6.33652679967875]]]
56,81726.21,56945.97,0.60,-10277.43,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[0.035422367651354314],[1.3589150608232436],[5.83619003093164],[2.4947354541809617],[8.619616872392559],[0.9218407608774626],[6.965806406429538],[7.342210138974661],[9.006597580480598],[2.453046658299108],[3.615659628940672],[4.299694670271058],[2.3207151323686572],[5.264269668563761],[7.416344120821062],[5.11302812634018],[3.0180875058024705],[6.944990407426046],[7.770845566316995],[3.2605570802967563],[2.075783032015426],[2.515939939013472],[4.416914749224436],[2.528569913074019],[4.469721889084322],[7.054221347870529],[0.3475169493759711],[2.7167685426940325],[4.77578180726648],[4.406331111004567],[3.498240995836319],[0.7385782898099325],[0.7846554085181345],[0.5209250296250789],[2.7508347417708148],[2.8269087286897543],[0.04551641032877529],[4.227519252560054],[1.4543244031995717],[8.368783382626257],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[6.33652679967875]]]
57,81726.21,57584.28,0.70,-10277.43,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[0.035422367651354314],[1.3589150608232436],[5.83619003093164],[2.4947354541809617],[8.619616872392559],[0.9218407608774626],[6.965806406429538],[7.342210138974661],[9.006597580480598],[2.453046658299108],[3.615659628940672],[4.299694670271058],[2.3207151323686572],[5.264269668563761],[7.416344120821062],[5.11302812634018],[3.0180875058024705],[6.944990407426046],[7.770845566316995],[3.2605570802967563],[2.075783032015426],[2.515939939013472],[4.416914749224436],[2.528569913074019],[4.469721889084322],[7.054221347870529],[0.3475169493759711],[2.7167685426940325],[4.77578180726648],[4.406331111004567],[3.498240995836319],[0.7385782898099325],[0.7846554085181345],[0.5209250296250789],[2.7508347417708148],[2.8269087286897543],[0.04551641032877529],[4.227519252560054],[1.4543244031995717],[8.368783382626257],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[6.33652679967875]]]
58,101308.71,58809.52,0.72,-10277.43,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
59,101308.71,54543.65,0.74,-10277.43,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
60,101308.71,56816.82,0.72,72.14,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
61,101308.71,55376.71,0.76,-3332.48,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
62,101308.71,58768.22,0.70,72.14,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
63,101308.71,64357.03,0.62,-13817.36,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
64,101787.60,63255.13,0.68,-10277.43,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
65,101787.60,69473.69,0.68,-6782.41,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
66,101787.60,71292.63,0.54,-3332.48,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
67,101787.60,68519.97,0.58,72.14,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
68,101787.60,65314.90,0.58,72.14,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
69,102174.03,69292.85,0.62,-10277.43,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
70,102174.03,75034.85,0.54,72.14,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
71,102174.03,75194.49,0.48,-10277.43,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
72,102174.03,67035.53,0.62,3431.27,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
73,102174.03,67839.24,0.64,-3332.48,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
74,102174.03,71452.72,0.56,-3332.48,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
75,102174.03,67192.08,0.60,3431.27,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
76,102174.03,71422.18,0.52,-3332.48,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
77,102174.03,59546.45,0.60,-47666.75,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
78,102174.03,60882.68,0.70,-3332.48,[[[2.8259121535483867],[0.2228947381095714],[9.476226929692363],[5.040627940681467],[7.901408194644404],[1.5162007234720776],[6.257916002918819],[6.461568695904541],[0.12476048275005702],[5.173424606832669],[8.426493720693918],[2.2765384237196153],[3.7745354306819268],[0.13241682554456125],[9.809912347729167],[6.161821504314271],[3.0437204002576257],[7.342210138974661],[9.652993274963723],[9.85523401761719],[8.482738970401297],[4.299694670271058],[4.329085595923924],[3.6386154249607783],[2.6666324097505756],[8.09946932169494],[3.1239368845100737],[9.972927021191113],[5.8836930416471915],[0.5465065898334331],[7.134460257687087],[2.1717775439030387],[7.974265235792869],[9.3456904886951],[4.418532823934955],[6.809365328534539],[2.3927018914818854],[8.10049622207957],[9.938996954700874],[0.03940531312953133],[5.352285284690699],[7.871421868001649],[7.311994853757005],[0.5209250296250789],[2.668433371781276],[6.063006277175785],[9.302928484643726],[0.14635009902252194],[0.13595223495778574],[7.970755852956506],[7.318495855462883],[0.5120232257697632],[2.2394677172670163],[7.495873069418527]]]
