Generación,Mejor Fitness,Fitness Promedio,Diversidad,Peor Fitness,Mejor Cromosoma
22,122749.31,25924.23,0.80,-80043.24,[[[1.902401971404979],[6.5168571779262425],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[8.430115550321602],[1.1342653434337968],[6.284925715309359],[3.67681937695279],[9.407369515799756],[7.987211153540056],[1.2357794854203752]]]
23,122749.31,27623.12,0.80,-80704.76,[[[1.902401971404979],[6.5168571779262425],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[8.430115550321602],[1.1342653434337968],[6.284925715309359],[3.67681937695279],[9.407369515799756],[7.987211153540056],[1.2357794854203752]]]
24,122749.31,27602.21,0.74,-87237.56,[[[1.902401971404979],[6.5168571779262425],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[8.430115550321602],[1.1342653434337968],[6.284925715309359],[3.67681937695279],[9.407369515799756],[7.987211153540056],[1.2357794854203752]]]
25,122749.31,23203.79,0.80,-87237.56,[[[1.902401971404979],[6.5168571779262425],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[8.430115550321602],[1.1342653434337968],[6.284925715309359],[3.67681937695279],[9.407369515799756],[7.987211153540056],[1.2357794854203752]]]
26,122749.31,30604.21,0.80,-82689.30,[[[1.902401971404979],[6.5168571779262425],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[8.430115550321602],[1.1342653434337968],[6.284925715309359],[3.67681937695279],[9.407369515799756],[7.987211153540056],[1.2357794854203752]]]
27,122749.31,31816.14,0.74,-65683.96,[[[1.902401971404979],[6.5168571779262425],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[8.430115550321602],[1.1342653434337968],[6.284925715309359],[3.67681937695279],[9.407369515799756],[7.987211153540056],[1.2357794854203752]]]
28,129909.69,31621.17,0.74,-78013.17,[[[1.902401971404979],[6.5168571779262425],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[8.15539965920755],[6.593662504665481],[3.2940660564579174],[4.870972709208994],[1.5042527355752366],[2.3884269935568128],[3.7793857404450915],[8.698628655638807],[8.845918981954256],[7.08653803796879],[6.829897820299387],[0.9414781276308881],[3.907414288466049],[4.129536607621432],[5.022112242125769],[0.5667381018564621],[6.677015866044239]]]
29,130932.60,49140.55,0.70,-78627.45,[[[1.902401971404979],[6.5168571779262425],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[8.796735326826697],[1.147594749156643],[7.797401196506674],[7.8991946782648395],[3.676123808250429],[2.2143297197034197],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[8.430115550321602],[1.1342653434337968],[6.284925715309359],[3.67681937695279],[9.407369515799756],[7.987211153540056],[1.2357794854203752]]]
30,131955.51,45739.71,0.72,-67247.86,[[[1.902401971404979],[6.5168571779262425],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[8.15539965920755],[6.593662504665481],[3.2940660564579174],[4.870972709208994],[1.5042527355752366],[2.3884269935568128],[3.7793857404450915],[8.698628655638807],[8.845918981954256],[7.08653803796879],[8.430115550321602],[1.1342653434337968],[6.284925715309359],[3.67681937695279],[9.407369515799756],[7.987211153540056],[1.2357794854203752]]]
31,132978.42,43358.63,0.78,-73780.00,[[[7.858075100519423],[1.0276368920150636],[0.3289376612981343],[7.938218748261868],[5.248456520038144],[2.3957170305817366],[6.244980375382236],[9.27368643382449],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[8.430115550321602],[1.1342653434337968],[6.284925715309359],[3.67681937695279],[9.407369515799756],[7.987211153540056],[1.2357794854203752]]]
32,134001.33,56799.18,0.78,-105611.82,[[[7.858075100519423],[1.0276368920150636],[3.437086385110847],[8.82480537077145],[1.6099439880564625],[5.068788235506569],[5.61600688190739],[2.677739139075851],[5.017017919764352],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[8.430115550321602],[1.1342653434337968],[6.284925715309359],[3.67681937695279],[9.407369515799756],[7.987211153540056],[1.2357794854203752]]]
33,135024.24,46550.12,0.84,-105611.82,[[[4.766206713313909],[6.5168571779262425],[4.846069947609477],[2.250653120799039],[9.833581257862775],[5.683082374114132],[6.244980375382236],[9.27368643382449],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[8.430115550321602],[1.1342653434337968],[6.284925715309359],[7.01789246535668],[4.9732821067102115],[8.408860133645916],[2.580733230449318]]]
34,136047.15,36387.86,0.82,-69333.07,[[[1.902401971404979],[6.5168571779262425],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[8.430115550321602],[4.598291356159453],[6.798807146378842],[6.707641085722632],[4.9732821067102115],[8.408860133645916],[9.397916209638586]]]
35,137070.07,53814.25,0.78,-57665.67,[[[1.902401971404979],[6.5168571779262425],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[8.430115550321602],[3.3088869288750224],[8.55886781020258],[6.949735520304785],[7.992595357291692],[7.987211153540056],[1.2357794854203752]]]
36,138092.98,40412.04,0.76,-108836.61,[[[1.902401971404979],[6.5168571779262425],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[8.430115550321602],[1.1342653434337968],[6.284925715309359],[3.67681937695279],[9.407369515799756],[7.987211153540056],[1.2357794854203752]]]
37,139115.89,53404.65,0.70,-83541.67,[[[1.902401971404979],[6.5168571779262425],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[8.430115550321602],[4.598291356159453],[6.798807146378842],[6.707641085722632],[4.9732821067102115],[8.408860133645916],[9.397916209638586]]]
38,140138.80,51826.53,0.76,-77752.77,[[[1.3291625794733863],[2.2582033798597556],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[8.15539965920755],[6.593662504665481],[3.2940660564579174],[4.870972709208994],[1.5042527355752366],[2.3884269935568128],[3.7793857404450915],[8.698628655638807],[8.845918981954256],[7.08653803796879],[6.829897820299387],[0.9414781276308881],[3.907414288466049],[4.129536607621432],[5.022112242125769],[0.5667381018564621],[6.677015866044239]]]
39,141161.71,46791.10,0.84,-78320.31,[[[4.375235485209442],[0.07975365235774579],[5.102199530584431],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[6.954652450914835],[9.357261103943536],[9.584277736030845],[7.329033791373998],[8.893029340573257],[3.9613538133697235],[0.935314980632912]]]
40,142184.62,40886.03,0.82,-85384.50,[[[1.902401971404979],[6.5168571779262425],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[2.8700884069543955],[9.49525826316199],[8.723243877788095],[0.481395069321191],[2.0559020953221663],[2.468810029584559],[0.935314980632912]]]
41,142184.62,50766.11,0.76,-66579.50,[[[1.902401971404979],[6.5168571779262425],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[0.670383688636037],[4.675027544271996],[2.8700884069543955],[9.49525826316199],[8.723243877788095],[0.481395069321191],[2.0559020953221663],[2.468810029584559],[0.935314980632912]]]
42,144230.44,55758.91,0.76,-106804.22,[[[2.9251739049577608],[2.2582033798597556],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[8.15539965920755],[6.593662504665481],[3.2940660564579174],[4.870972709208994],[1.5042527355752366],[2.3884269935568128],[3.7793857404450915],[8.698628655638807],[8.845918981954256],[7.08653803796879],[6.829897820299387],[0.9414781276308881],[3.907414288466049],[4.129536607621432],[5.022112242125769],[0.5667381018564621],[6.677015866044239]]]
43,145253.35,55741.32,0.84,-87227.33,[[[1.3291625794733863],[2.2582033798597556],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[8.15539965920755],[6.593662504665481],[3.2940660564579174],[4.870972709208994],[1.5042527355752366],[2.3884269935568128],[3.7793857404450915],[8.698628655638807],[8.845918981954256],[7.08653803796879],[6.954652450914835],[1.5329385257936068],[9.584277736030845],[6.990169821867871],[8.893029340573257],[4.228061142364784],[0.935314980632912]]]
44,146276.26,50770.78,0.78,-87841.61,[[[4.375235485209442],[0.07975365235774579],[5.102199530584431],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[3.917235816768192],[2.425085416867817],[2.1374290339715962],[1.234881777160295],[1.685772979133583],[3.4546979029143374],[8.998281978420128],[3.3408687450452934],[0.9424299291839255],[0.41599990106604423],[8.806809649188605],[0.003602046965138772],[7.5504184446684235],[1.9613874670922649],[8.640687726850896]]]
45,147299.18,50699.83,0.82,-87841.61,[[[1.6103220716057187],[1.0985319033180407],[7.56211601165797],[8.784966929797335],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[6.62572215551836],[3.7654269477317026],[7.966658761671815],[6.802843059924943],[0.43497871265582577],[0.0615252197712457],[8.42482394321985],[9.239579668555205],[7.870287699271835],[4.038911974788361],[2.9946368370632124]]]
46,148322.09,56471.30,0.78,-82293.07,[[[1.3291625794733863],[2.2582033798597556],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[6.62572215551836],[3.7654269477317026],[7.966658761671815],[6.802843059924943],[0.43497871265582577],[0.0615252197712457],[8.42482394321985],[9.239579668555205],[7.870287699271835],[4.038911974788361],[2.9946368370632124]]]
47,149345.00,64224.95,0.82,-62829.76,[[[3.03286386569292],[1.7708660123809128],[3.40992482652139],[4.431616827401531],[9.558566738881416],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[5.618620603100712],[1.7899201142809107],[2.334064027655951],[1.2224284024824739],[8.916710312021616],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[5.307461203664205],[9.361112328628566],[5.095541116957212],[9.071363761230216],[5.696964871383093],[2.292120062064588],[3.1363560315971295]]]
