Generación,Mejor Fitness,Fitness Promedio,Diversidad,Peor Fitness,Mejor Cromosoma
74,176963.59,60273.26,0.78,-90185.12,[[[1.23632903830866],[3.8982875501255396],[8.688249038965425],[8.759159196252185],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[2.5007174604372207],[4.77966973480111],[0.8524314320678461],[8.243744783708763],[3.9860425490192055],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[0.43497871265582577],[0.0615252197712457],[8.42482394321985],[9.239579668555205],[7.870287699271835],[2.645106899367727],[2.9946368370632124]]]
75,176963.59,46888.57,0.82,-115103.51,[[[1.23632903830866],[3.8982875501255396],[8.688249038965425],[8.759159196252185],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[2.5007174604372207],[4.77966973480111],[0.8524314320678461],[8.243744783708763],[3.9860425490192055],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[0.43497871265582577],[0.0615252197712457],[8.42482394321985],[9.239579668555205],[7.870287699271835],[2.645106899367727],[2.9946368370632124]]]
76,179009.41,70149.34,0.76,-107498.47,[[[1.1042266609415685],[1.2538285268450033],[6.367792660320951],[6.833974935953577],[7.785277803142162],[4.334326642618197],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[8.243744783708763],[3.9860425490192055],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[0.43497871265582577],[0.0615252197712457],[8.42482394321985],[6.936974186251435],[3.797737337503566],[2.5053174533974887],[8.563503539479402]]]
77,180032.33,83321.85,0.80,-75739.98,[[[1.5374529134294002],[5.4820741179309005],[9.841614468040689],[7.308724220403777],[9.902641878980164],[0.21500072252063962],[4.285211561145252],[3.665953190764244],[9.763478310703514],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[1.8842359003079712],[7.948031454514291],[2.4352563646606953],[0.344354096152083],[6.750912919644286],[6.56852518752538],[5.307461203664205],[9.361112328628566],[5.095541116957212],[1.2327550179020819],[4.408345270092023],[0.17211552118100992],[3.888715149357357]]]
78,181055.24,93042.64,0.76,-76170.32,[[[3.685054479677955],[3.8982875501255396],[8.688249038965425],[4.921278189695216],[1.102242052364425],[4.050623970574637],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[0.6426544933383016],[8.469638897349904],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[0.43497871265582577],[0.0615252197712457],[8.42482394321985],[9.239579668555205],[7.870287699271835],[2.645106899367727],[2.9946368370632124]]]
79,182078.15,62297.13,0.88,-76600.66,[[[7.849093612160759],[1.2538285268450033],[6.367792660320951],[6.833974935953577],[7.785277803142162],[4.334326642618197],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[8.243744783708763],[3.9860425490192055],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[0.43497871265582577],[0.0615252197712457],[8.42482394321985],[6.936974186251435],[3.797737337503566],[2.5053174533974887],[8.563503539479402]]]
80,183101.06,69907.27,0.82,-118411.08,[[[1.1042266609415685],[1.2538285268450033],[6.367792660320951],[6.833974935953577],[7.785277803142162],[4.334326642618197],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[1.8842359003079712],[7.948031454514291],[2.4352563646606953],[0.344354096152083],[6.750912919644286],[6.56852518752538],[5.307461203664205],[9.361112328628566],[5.095541116957212],[1.2327550179020819],[4.408345270092023],[0.17211552118100992],[3.888715149357357]]]
81,184123.97,60055.22,0.78,-119072.59,[[[1.23632903830866],[3.8982875501255396],[8.688249038965425],[8.759159196252185],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.263633249560663],[7.413859244440376],[3.093713979406215],[8.211048603611024],[2.373397222579764],[9.14991922019679],[5.943096569997852],[2.5096736284401677],[1.290635082097914],[0.43497871265582577],[0.0615252197712457],[8.255905187907516],[9.239579668555205],[1.2006238894217003],[6.179408890877082],[5.07809198505437]]]
82,185146.88,92101.41,0.74,-86077.78,[[[1.1042266609415685],[1.2538285268450033],[6.367792660320951],[6.833974935953577],[7.785277803142162],[4.334326642618197],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.263633249560663],[7.413859244440376],[3.093713979406215],[8.211048603611024],[2.373397222579764],[9.14991922019679],[5.943096569997852],[2.5096736284401677],[1.290635082097914],[0.43497871265582577],[0.0615252197712457],[8.255905187907516],[9.239579668555205],[1.2006238894217003],[6.179408890877082],[5.07809198505437]]]
83,186169.79,93928.86,0.74,-86553.35,[[[5.462575199383046],[1.2538285268450033],[0.6842094923714614],[9.277460153715284],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.263633249560663],[7.413859244440376],[3.093713979406215],[8.211048603611024],[2.373397222579764],[9.14991922019679],[5.943096569997852],[2.5096736284401677],[1.290635082097914],[0.43497871265582577],[0.0615252197712457],[8.255905187907516],[9.239579668555205],[1.2006238894217003],[6.179408890877082],[5.07809198505437]]]
84,187192.70,79522.16,0.76,-165634.27,[[[1.1042266609415685],[1.2538285268450033],[6.367792660320951],[6.833974935953577],[7.785277803142162],[4.334326642618197],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[1.8842359003079712],[7.948031454514291],[2.4352563646606953],[1.8721018058566519],[7.367440860416692],[5.741619856811297],[5.201174740168608],[4.052942568193558],[7.347164934845685],[9.633383308655185],[1.0826069712547615],[8.747132979282433],[5.141894258329208]]]
85,188215.61,68371.38,0.72,-104427.07,[[[3.9435285293982347],[7.073933412290474],[9.731328015588236],[3.7374929544099045],[2.311920147524579],[6.070756516852497],[3.7924554146243397],[7.765642130368232],[0.08076766741749286],[0.8524314320678461],[9.458288501178963],[8.125689583945984],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[8.211048603611024],[2.373397222579764],[9.397484065554313],[9.884716396195445],[9.294508520328076],[4.525399399239767],[8.604312502922127],[3.182195955439835],[2.537277973297747],[0.46697691968730415],[5.233474998690348],[0.6436345111607078],[8.41100005446991]]]
86,189238.52,64797.17,0.76,-149146.47,[[[5.978623761905178],[4.571427055127442],[0.6842094923714614],[9.277460153715284],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[8.211048603611024],[2.373397222579764],[9.397484065554313],[9.884716396195445],[9.294508520328076],[4.525399399239767],[8.604312502922127],[3.182195955439835],[2.537277973297747],[0.46697691968730415],[5.233474998690348],[0.6436345111607078],[8.41100005446991]]]
87,190261.43,68164.30,0.72,-177683.73,[[[7.667297985897838],[7.073933412290474],[2.515180956560638],[3.6816823210857716],[2.4725579155019926],[1.4965648796960718],[3.7924554146243397],[1.4766443090391923],[0.08076766741749286],[0.8524314320678461],[7.245412381118294],[2.2636085279102236],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[1.8842359003079712],[7.948031454514291],[2.4352563646606953],[1.8721018058566519],[7.367440860416692],[5.741619856811297],[5.201174740168608],[4.052942568193558],[7.347164934845685],[9.633383308655185],[1.0826069712547615],[2.8545591595579642],[6.485669251167641]]]
88,190261.43,63441.43,0.76,-150758.86,[[[7.667297985897838],[7.073933412290474],[2.515180956560638],[3.6816823210857716],[2.4725579155019926],[1.4965648796960718],[3.7924554146243397],[1.4766443090391923],[0.08076766741749286],[0.8524314320678461],[7.245412381118294],[2.2636085279102236],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[1.8842359003079712],[7.948031454514291],[2.4352563646606953],[1.8721018058566519],[7.367440860416692],[5.741619856811297],[5.201174740168608],[4.052942568193558],[7.347164934845685],[9.633383308655185],[1.0826069712547615],[2.8545591595579642],[6.485669251167641]]]
89,192307.26,76012.36,0.72,-151565.06,[[[3.399061685621411],[5.360184331555927],[7.794459326580179],[6.833974935953577],[2.656912266552615],[1.8453962210541752],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[1.8842359003079712],[7.948031454514291],[2.4352563646606953],[0.344354096152083],[6.750912919644286],[6.56852518752538],[5.307461203664205],[9.361112328628566],[8.255905187907516],[0.7021799328143719],[3.376484364129315],[6.179408890877082],[5.07809198505437]]]
90,193330.17,87531.91,0.78,-98525.94,[[[0.05844694040090026],[1.2538285268450033],[7.226445954750936],[6.833974935953577],[7.785277803142162],[0.20068733583465836],[4.660729892409154],[4.910927345245436],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[8.211048603611024],[2.373397222579764],[9.397484065554313],[9.884716396195445],[9.294508520328076],[4.525399399239767],[8.604312502922127],[3.182195955439835],[2.537277973297747],[0.46697691968730415],[5.233474998690348],[0.6436345111607078],[8.41100005446991]]]
91,194353.08,88232.95,0.76,-90357.89,[[[1.1042266609415685],[1.2538285268450033],[6.367792660320951],[6.833974935953577],[7.785277803142162],[4.334326642618197],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[1.8842359003079712],[7.948031454514291],[2.4352563646606953],[0.344354096152083],[6.750912919644286],[6.56852518752538],[5.307461203664205],[9.361112328628566],[8.255905187907516],[0.7021799328143719],[3.376484364129315],[6.179408890877082],[5.07809198505437]]]
92,195375.99,83743.01,0.84,-90833.46,[[[5.460260485002644],[3.2071892506038955],[0.2761167149433619],[5.1659779611584],[2.7028310790224044],[4.296907929270416],[2.9384011737934013],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[1.8842359003079712],[7.948031454514291],[2.4352563646606953],[0.344354096152083],[6.750912919644286],[6.56852518752538],[5.307461203664205],[9.361112328628566],[8.255905187907516],[0.7021799328143719],[3.376484364129315],[6.179408890877082],[5.07809198505437]]]
93,196398.90,80343.94,0.80,-100089.84,[[[1.3225755187595833],[6.8096073913186945],[6.367792660320951],[9.277460153715284],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[8.211048603611024],[2.373397222579764],[4.3473344642724845],[2.9822617463615386],[9.90658620869991],[6.18928868506079],[5.705148887994439],[3.8487576376918744],[5.417085761728185],[1.1330103872457986],[9.215520576302204],[8.002834421228002],[2.304727810884164]]]
94,197421.81,84640.08,0.72,-165093.62,[[[1.1042266609415685],[1.2538285268450033],[6.367792660320951],[6.833974935953577],[7.785277803142162],[4.334326642618197],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[1.8842359003079712],[7.948031454514291],[2.4352563646606953],[0.344354096152083],[6.750912919644286],[6.56852518752538],[5.307461203664205],[9.361112328628566],[8.255905187907516],[0.7021799328143719],[3.376484364129315],[6.179408890877082],[5.07809198505437]]]
95,198444.72,74852.72,0.76,-92260.17,[[[1.3225755187595833],[6.8096073913186945],[6.367792660320951],[9.277460153715284],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[6.557899192700397],[7.17999359173867],[2.6309615985246015],[3.620457258251931],[5.9984654059146125],[7.152892479706821],[5.296856279853421],[2.963323839100326],[4.012219439369452],[8.63689271882065],[2.7857004580049614],[0.5809317924028146],[3.882397939531695],[9.86889692214175],[4.0171374441711825],[9.39125976848388],[0.3527941559370662]]]
96,199467.63,79172.38,0.82,-128995.31,[[[9.261547897846437],[2.998656885879971],[9.411555012859953],[7.611659508772437],[3.5268204958598934],[9.85801450328713],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[8.211048603611024],[2.373397222579764],[9.397484065554313],[9.884716396195445],[9.294508520328076],[4.525399399239767],[8.604312502922127],[1.1654608984622339],[2.537277973297747],[5.178850940961064],[5.233474998690348],[3.0691092348927826],[8.018784430798997]]]
97,200490.54,79470.66,0.82,-111237.54,[[[4.0636425028462755],[0.08157302630429908],[6.143962142948709],[7.695126950670735],[2.2668719893641596],[6.586320686363657],[3.7839642466683356],[1.4809405156052358],[1.5194693530354464],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[6.133201264754629],[4.291437061907823],[8.862631578758007],[0.7631819381376925],[4.874595583965635],[3.185573060356158],[9.844519082880538],[1.822222071061701],[1.6029144295053277],[9.90646275238459],[3.8167529876216824],[1.8248901208522994],[2.544025583893311],[0.46697691968730415],[3.4422813861126977],[6.423046286832851],[1.8757307433515213]]]
98,201513.45,71698.23,0.86,-121012.56,[[[9.261547897846437],[2.998656885879971],[0.6842094923714614],[9.277460153715284],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[5.692163365003738],[0.3171935129375836],[0.21809225262814924],[4.401910244900798],[8.972676441541164],[1.6857274884461104],[8.680842860203342],[4.08515407395951],[8.787786649317727],[7.017721814918419],[5.716654864512183],[3.3252240769044628],[1.285823207592034],[3.182195955439835],[7.051506405838469],[9.126257489704091],[5.233474998690348],[0.6436345111607078],[8.41100005446991]]]
99,202536.37,71555.16,0.82,-140431.19,[[[4.0636425028462755],[0.08157302630429908],[6.143962142948709],[7.695126950670735],[2.2668719893641596],[6.586320686363657],[3.7839642466683356],[1.4809405156052358],[1.5194693530354464],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[6.133201264754629],[4.291437061907823],[8.862631578758007],[0.7631819381376925],[4.874595583965635],[8.598155466275648],[1.8630903497581586],[9.884716396195445],[8.66970878547612],[6.844306565198499],[3.183361975990331],[4.944332130471412],[4.911684089269023],[8.6488210407651],[3.795224286509037],[0.6436345111607078],[3.705829807818528]]]
