Generación,Fitness Promedio,Mejor Fitness,Cromosoma
11,641.89,1012.96,1.29, 5.08, 7.45, 0.63, 0.36, 3.85, 0.45, 1.78, 6.95, 9.92, 2.43, 0.31, 4.36, 2.47, 3.89, 2.63, 9.48, 4.21, 7.34, 1.66, 0.87, 7.98, 7.30, 7.11, 1.33, 7.57, 7.45, 6.69, 6.15, 5.99, 1.04, 9.66, 5.44, 7.91, 1.85, 0.97, 7.53, 3.38, 0.74, 6.91, 2.87, 3.85, 4.92, 8.09, 2.05, 5.51, 8.34, 3.58, 9.05, 0.43
12,696.59,912.96,1.29, 5.08, 7.45, 0.63, 0.36, 3.85, 0.45, 1.78, 6.95, 9.92, 2.43, 0.31, 4.36, 2.47, 3.89, 2.63, 9.48, 4.21, 7.34, 1.66, 0.87, 7.98, 7.30, 7.11, 1.33, 7.57, 7.45, 6.69, 6.15, 5.99, 1.04, 9.66, 5.44, 7.91, 1.85, 9.32, 0.81, 5.74, 0.72, 3.58, 6.55, 1.72, 8.55, 4.28, 0.96, 7.65, 9.78, 4.84, 6.03, 8.82
13,657.30,860.00,1.01, 5.84, 4.47, 0.25, 1.43, 5.24, 4.49, 6.07, 5.69, 9.92, 4.61, 1.99, 5.57, 2.05, 1.00, 8.08, 2.77, 7.94, 7.55, 7.05, 6.53, 1.79, 0.58, 0.20, 3.79, 2.50, 0.30, 8.34, 4.66, 6.63, 1.24, 2.07, 1.58, 0.44, 3.41, 0.42, 0.81, 9.25, 0.72, 1.57, 9.74, 4.74, 4.18, 4.28, 7.07, 4.04, 8.57, 6.91, 1.51, 8.99
14,680.59,860.00,1.01, 5.84, 4.47, 0.25, 1.43, 5.24, 4.49, 6.07, 5.69, 9.92, 4.61, 1.99, 5.57, 2.05, 1.00, 8.08, 2.77, 7.94, 7.55, 7.05, 6.53, 1.79, 0.58, 0.20, 3.79, 2.50, 0.30, 8.34, 4.66, 6.63, 1.24, 2.07, 1.58, 0.44, 3.41, 0.42, 0.81, 9.25, 0.72, 1.57, 6.55, 2.13, 6.33, 5.63, 2.05, 1.87, 8.34, 9.62, 1.10, 8.82
15,745.30,960.00,1.01, 5.84, 4.47, 0.25, 1.43, 5.24, 4.49, 6.07, 5.69, 1.00, 6.34, 0.31, 4.36, 2.47, 3.89, 2.63, 9.48, 8.96, 0.61, 1.66, 0.87, 7.98, 7.30, 7.11, 5.31, 3.53, 8.94, 6.71, 5.09, 0.90, 0.18, 2.55, 3.41, 4.97, 4.98, 2.93, 2.47, 1.24, 0.12, 3.74, 4.94, 3.79, 2.45, 1.39, 8.30, 0.09, 4.88, 6.91, 6.36, 3.55
Generación,Fitness Promedio,Mejor Fitness,Cromosoma
1,459.59,882.96,5.74, 0.09, 8.34, 2.60, 2.62, 0.97, 1.60, 7.37, 6.38, 6.76, 7.79, 5.40, 2.34, 8.21, 0.19, 0.43, 1.07, 5.37, 1.98, 5.55, 6.27, 7.73, 3.87, 5.82, 3.40, 7.37, 6.62, 7.04, 1.78, 9.58, 3.30, 6.73, 6.41, 8.28, 3.61, 8.33, 5.78, 7.37, 7.05, 4.64, 5.48, 0.55, 5.60, 4.91, 0.62, 9.25, 3.96, 6.52, 2.80, 3.09
2,546.59,885.00,5.74, 0.09, 8.34, 2.60, 2.62, 0.97, 1.60, 7.37, 6.38, 6.76, 7.79, 5.40, 2.34, 8.21, 0.19, 0.43, 1.07, 5.37, 1.98, 5.55, 6.27, 7.73, 3.87, 5.82, 3.40, 7.37, 6.62, 7.04, 1.78, 9.58, 3.30, 6.73, 6.41, 8.28, 3.61, 8.33, 5.78, 7.37, 7.05, 4.64, 1.90, 2.95, 2.47, 9.10, 8.23, 9.29, 0.56, 3.14, 4.64, 0.14
3,574.09,845.00,5.74, 1.85, 2.71, 6.78, 9.64, 5.69, 5.92, 4.40, 5.16, 4.79, 1.78, 6.86, 5.79, 1.06, 7.55, 2.12, 5.28, 8.79, 7.04, 4.13, 5.98, 7.06, 4.95, 0.93, 3.91, 2.58, 5.06, 1.26, 4.91, 2.01, 1.95, 9.60, 1.93, 6.32, 0.70, 1.59, 8.08, 7.37, 7.05, 4.64, 5.48, 0.55, 5.60, 4.91, 0.62, 9.25, 3.96, 6.52, 2.80, 3.09
4,423.50,860.00,0.17, 1.85, 4.82, 2.56, 4.21, 6.55, 5.92, 9.97, 5.16, 4.79, 6.71, 5.23, 5.79, 3.17, 4.44, 2.12, 8.50, 8.79, 7.04, 9.14, 9.41, 0.69, 5.17, 2.31, 8.22, 8.29, 5.06, 5.57, 9.69, 4.80, 1.00, 9.60, 0.90, 6.32, 7.83, 1.95, 7.11, 7.37, 2.44, 8.99, 5.24, 0.55, 5.41, 3.92, 9.63, 6.91, 3.96, 6.52, 2.80, 3.94
5,490.09,847.96,0.91, 1.85, 9.69, 2.60, 6.85, 6.40, 2.68, 7.37, 3.11, 0.30, 9.08, 3.49, 4.61, 4.66, 7.37, 1.83, 3.62, 6.17, 8.93, 1.88, 9.33, 6.15, 9.96, 6.52, 7.19, 6.90, 0.27, 9.05, 1.36, 9.92, 9.07, 2.23, 2.49, 4.61, 9.66, 5.17, 9.22, 1.11, 9.16, 5.27, 5.66, 0.55, 9.27, 5.16, 7.08, 7.41, 3.96, 6.52, 7.47, 9.92
6,503.50,945.00,0.22, 5.66, 6.06, 6.69, 3.95, 8.10, 1.55, 2.26, 2.71, 4.79, 6.61, 4.63, 5.68, 6.44, 8.60, 7.19, 5.25, 3.53, 9.97, 0.97, 7.44, 7.25, 9.01, 8.53, 5.54, 2.06, 0.36, 2.95, 3.64, 6.73, 3.30, 0.00, 6.41, 9.50, 3.29, 0.88, 9.22, 7.51, 8.77, 8.86, 9.34, 2.38, 6.55, 3.61, 0.16, 2.32, 8.30, 6.52, 5.17, 2.88
7,735.00,865.00,0.22, 5.32, 6.80, 8.07, 4.62, 3.54, 1.55, 6.57, 3.52, 3.32, 3.89, 4.63, 3.61, 7.00, 6.37, 2.12, 5.25, 8.79, 5.36, 1.23, 1.33, 5.83, 7.91, 4.13, 5.54, 8.51, 1.34, 0.89, 1.43, 3.65, 8.51, 8.85, 6.74, 3.51, 9.66, 0.88, 9.22, 7.37, 2.11, 5.79, 8.04, 0.55, 6.46, 4.84, 2.98, 3.14, 8.27, 6.52, 3.03, 3.09
8,806.00,840.00,0.22, 7.09, 3.31, 6.74, 0.72, 8.89, 7.80, 7.75, 1.00, 7.01, 1.62, 4.63, 5.68, 6.44, 8.60, 7.19, 5.25, 3.53, 9.97, 0.97, 7.44, 7.25, 9.01, 8.53, 5.54, 2.06, 0.36, 2.95, 3.64, 6.73, 3.30, 0.00, 6.41, 9.50, 3.29, 0.88, 6.24, 5.11, 9.77, 8.86, 1.80, 9.97, 1.81, 8.75, 7.94, 0.39, 5.02, 2.23, 7.76, 8.18
9,778.95,1016.59,0.22, 7.09, 3.31, 6.74, 0.72, 8.89, 7.80, 7.75, 1.00, 9.77, 9.64, 4.63, 5.68, 6.44, 8.60, 7.19, 5.25, 3.53, 9.97, 0.97, 7.44, 7.25, 9.01, 8.53, 5.54, 2.06, 0.36, 2.95, 3.64, 6.73, 3.30, 0.00, 6.41, 9.50, 3.29, 0.88, 6.24, 5.11, 9.77, 8.86, 1.80, 2.38, 3.91, 3.61, 7.66, 2.32, 8.22, 4.87, 5.17, 1.09
10,880.34,1016.59,0.22, 7.09, 3.31, 6.74, 0.72, 8.89, 7.80, 7.75, 1.00, 9.77, 9.64, 4.63, 5.68, 6.44, 8.60, 7.19, 5.25, 3.53, 9.97, 0.97, 7.44, 7.25, 9.01, 8.53, 5.54, 2.06, 0.36, 2.95, 3.64, 6.73, 3.30, 0.00, 6.41, 9.50, 3.29, 0.88, 6.24, 5.11, 9.77, 8.86, 1.80, 2.38, 3.91, 3.61, 7.66, 2.32, 8.22, 4.87, 5.17, 1.09
