Generación,Fitness Global,CPU (%),Memoria (%),Tiempo (s),Goles Favor,Goles Contra,CPUs (configurados),Population Size,Core0 (%),Core1 (%),Core2 (%),Core3 (%),Core4 (%),Core5 (%),Core6 (%),Core7 (%)
1,35487,51.01,50.09163725709865,0.656362432104469,0,21,6,50,52.58,45.12,46.69,55.13,50.62,55.94,0.0,0.0
2,33875,59.97,49.43481360754223,0.6865852535869357,0,25,6,50,69.76,52.23,53.79,57.11,66.41,60.54,0.0,0.0
3,36696,50.23,49.393431528388334,0.6051042440438168,0,18,6,50,46.73,50.48,54.79,52.68,43.71,53.0,0.0,0.0
4,35890,44.26,50.40038065475032,0.602592487692312,0,20,6,50,41.26,44.43,46.8,43.03,40.24,49.79,0.0,0.0
5,37905,51.82,49.60024594608069,0.6436738853719101,0,15,6,50,46.59,52.28,54.3,44.49,57.71,55.55,0.0,0.0
6,36293,38.08,49.32777614354318,0.6814177754541214,0,19,6,50,38.31,38.55,39.09,35.6,32.79,44.16,0.0,0.0
7,34681,50.16,49.6154468905097,0.6033617351287939,0,23,6,50,45.01,50.0,61.19,45.57,46.08,53.14,0.0,0.0
8,35890,51.44,49.40736678862411,0.6928274394579328,0,20,6,50,52.58,48.45,52.4,53.34,49.95,51.92,0.0,0.0
9,36696,47.67,49.17503203927407,0.6515021005124637,0,18,6,50,46.74,46.91,48.43,53.4,39.66,50.87,0.0,0.0
10,38308,54.33,49.18208364501343,0.6493750949747815,0,14,6,50,50.79,58.3,58.31,46.86,52.16,59.55,0.0,0.0
11,36696,49.84,49.570087183016426,0.7828969619352311,0,18,6,50,58.34,49.79,45.88,50.04,48.01,46.98,0.0,0.0
12,35890,50.25,50.006715610610776,0.616902669644562,0,20,6,50,45.55,51.95,45.27,48.62,51.66,58.47,0.0,0.0
13,41129,51.56,49.43806535991691,0.5654294835805698,0,7,6,50,54.11,52.22,45.03,50.77,50.05,57.16,0.0,0.0
14,36696,47.38,48.27968844572744,0.6923424530461784,0,18,6,50,43.9,56.58,51.23,43.16,43.75,45.67,0.0,0.0
15,38308,48.57,49.01413591769814,0.596753809503331,0,14,6,50,54.22,49.86,49.11,46.24,42.13,49.87,0.0,0.0
16,37099,55.42,52.14866967330865,0.5997423836967612,0,17,6,50,53.66,54.15,56.42,52.47,54.05,61.8,0.0,0.0
17,34278,63.89,50.55145673082574,0.7116182591974293,0,24,6,50,62.82,62.87,65.77,65.17,59.09,67.63,0.0,0.0
18,36293,67.36,49.93713579200263,0.7053391902551317,0,19,6,50,58.4,65.91,72.18,66.69,69.29,71.71,0.0,0.0
19,35084,40.7,51.72876625525087,0.6674207174786579,0,22,6,50,47.05,35.38,34.96,34.77,47.53,44.53,0.0,0.0
20,33875,53.42,49.17956616402234,0.7173952919946833,0,25,6,50,56.15,47.52,57.31,50.6,47.94,61.0,0.0,0.0
21,33875,48.42,49.95471362807794,0.5557205652342129,0,25,6,50,51.06,48.86,46.11,43.26,49.06,52.2,0.0,0.0
22,35084,58.93,51.50087382410534,0.6690606065988721,0,22,6,50,63.33,55.26,54.31,69.49,54.81,56.37,0.0,0.0
23,37905,50.38,49.30564283980156,0.6689218091552009,0,15,6,50,48.83,47.74,48.83,49.84,58.93,48.08,0.0,0.0
24,35487,39.02,48.51144468705256,0.6433377870115763,0,21,6,50,42.31,37.65,38.5,36.99,43.65,35.01,0.0,0.0
25,33875,55.48,50.066875027481125,0.6989744328146406,0,25,6,50,46.52,60.15,53.12,62.6,57.52,53.0,0.0,0.0
26,37099,61.21,49.29987886107808,0.6135438199192798,0,17,6,50,68.14,68.81,55.74,57.21,56.79,60.54,0.0,0.0
27,37502,57.7,48.71116361903179,0.6929177652769551,0,16,6,50,64.12,52.78,53.1,56.77,63.91,55.53,0.0,0.0
28,37099,51.89,49.031859043381736,0.7130284003181593,0,17,6,50,48.45,53.66,52.95,54.2,48.49,53.57,0.0,0.0
29,36696,65.53,49.58447869333131,0.6769769751886444,0,18,6,50,67.78,58.1,59.34,68.96,69.5,69.51,0.0,0.0
