Generación,Fitness Global,CPU (%),Memoria (%),Tiempo (s),Goles Favor,Goles Contra,CPUs (configurados),Population Size,Core0 (%),Core1 (%),Core2 (%),Core3 (%),Core4 (%),Core5 (%),Core6 (%),Core7 (%)
1,34681,100.0,63.87503625159275,2.1579411278913265,0,23,2,500,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2,35890,65.81,65.4255062123682,2.1063093577936134,0,20,2,500,65.7,65.91,0.0,0.0,0.0,0.0,0.0,0.0
3,33875,98.18,60.87003194158865,2.093698002541163,0,25,2,500,96.37,100.0,0.0,0.0,0.0,0.0,0.0,0.0
4,33875,99.55,62.1968877671066,2.166628804609488,0,25,2,500,99.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33875,92.65,59.82381135307317,2.168641015142335,0,25,2,500,87.22,98.08,0.0,0.0,0.0,0.0,0.0,0.0
6,33875,94.32,64.4605328322588,2.146399094892168,0,25,2,500,95.3,93.33,0.0,0.0,0.0,0.0,0.0,0.0
7,34278,100.0,68.0078337891166,2.096830307455653,0,24,2,500,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
8,34278,90.24,58.047327659732616,2.1625285923669666,0,24,2,500,96.07,84.42,0.0,0.0,0.0,0.0,0.0,0.0
9,33875,100.0,66.48023468045973,2.1338113331092523,0,25,2,500,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
10,33875,100.0,65.86846476583575,2.1545155851239803,0,25,2,500,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
11,33875,98.74,63.913594495899375,2.148452409649732,0,25,2,500,97.47,100.0,0.0,0.0,0.0,0.0,0.0,0.0
12,33875,99.52,58.84740812345963,2.0378514736133875,0,25,2,500,99.03,100.0,0.0,0.0,0.0,0.0,0.0,0.0
13,33875,100.0,62.13152356802404,2.205700875581409,0,25,2,500,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
14,33875,94.94,62.25477344809229,2.130705795259124,0,25,2,500,92.48,97.41,0.0,0.0,0.0,0.0,0.0,0.0
15,33875,95.58,64.18976338909825,2.1941319950204043,0,25,2,500,98.28,92.88,0.0,0.0,0.0,0.0,0.0,0.0
16,33875,96.04,64.25142686071416,2.127281741499226,0,25,2,500,96.19,95.89,0.0,0.0,0.0,0.0,0.0,0.0
17,34681,100.0,64.72080584461956,2.1183716004237816,0,23,2,500,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
18,35084,100.0,55.57618564456087,2.23405858771379,0,22,2,500,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
19,33875,100.0,62.09238585029472,2.178787207746838,0,25,2,500,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20,33875,100.0,66.4512778282418,2.17701912824331,0,25,2,500,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
21,33875,90.2,64.84006492811581,2.180296834044256,0,25,2,500,89.86,90.55,0.0,0.0,0.0,0.0,0.0,0.0
22,33875,100.0,60.63006015969413,2.187844447275748,0,25,2,500,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
23,35084,92.9,63.59060661591489,2.261732385155461,0,22,2,500,87.36,98.44,0.0,0.0,0.0,0.0,0.0,0.0
24,33875,100.0,61.5559885331358,2.0864354031158787,0,25,2,500,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
25,34278,99.58,59.90629883605366,2.051892558913197,0,24,2,500,99.15,100.0,0.0,0.0,0.0,0.0,0.0,0.0
26,33875,94.06,68.02532599035867,2.1412379004491093,0,25,2,500,91.51,96.62,0.0,0.0,0.0,0.0,0.0,0.0
27,33875,100.0,64.20784605874555,2.178092088683844,0,25,2,500,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
28,34681,100.0,59.03442356940581,2.1691657849040125,0,23,2,500,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
29,33875,100.0,60.06132324923072,2.178008709329393,0,25,2,500,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
