Generación,Fitness Global,CPU (%),Memoria (%),Tiempo (s),Goles Favor,Goles Contra,CPUs (configurados),Population Size,Core0 (%),Core1 (%),Core2 (%),Core3 (%),Core4 (%),Core5 (%),Core6 (%),Core7 (%)
1,33875,100.0,61.77346449167276,1.469858121998377,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
2,33875,100.0,60.07234780142885,1.5502562742013142,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
3,33875,100.0,63.97912078237084,1.518789196129716,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
4,33875,100.0,61.64822319037752,1.5141525133259328,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
5,33875,100.0,63.84320248065384,1.5985999516607508,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
6,33875,99.7,61.96810440393482,1.478712119040869,0,25,4,500,100.0,98.8,100.0,100.0,0.0,0.0,0.0,0.0
7,33875,100.0,62.81068406051644,1.5020387037536251,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
8,33875,100.0,61.74030997202444,1.516216977022956,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
9,33875,100.0,61.329592549460365,1.5342521987390652,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
10,33875,100.0,60.04785422131621,1.4634112859101078,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
11,33875,96.1,61.51895576540389,1.5413104933932815,0,25,4,500,98.25,96.47,97.25,92.42,0.0,0.0,0.0,0.0
12,33875,94.26,61.816263157306295,1.5425955258025024,0,25,4,500,96.14,93.16,90.44,97.29,0.0,0.0,0.0,0.0
13,33875,93.89,62.01839967709468,1.6318412192237883,0,25,4,500,96.54,100.0,85.29,93.74,0.0,0.0,0.0,0.0
14,33875,100.0,64.16753662553498,1.542125170865949,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
15,33875,99.97,62.48465895789649,1.58553143919341,0,25,4,500,100.0,99.87,100.0,100.0,0.0,0.0,0.0,0.0
16,33875,93.7,63.87631721302829,1.5713658674282327,0,25,4,500,100.0,80.17,100.0,94.61,0.0,0.0,0.0,0.0
17,35084,100.0,61.14443683468257,1.5389356206836022,0,22,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
18,33875,98.66,63.96645481667135,1.4620107371452762,0,25,4,500,100.0,99.1,100.0,95.54,0.0,0.0,0.0,0.0
19,33875,95.58,62.692533821890464,1.489674914364176,0,25,4,500,100.0,100.0,93.33,89.01,0.0,0.0,0.0,0.0
20,33875,100.0,62.35380987181076,1.5500328360943345,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
21,33875,100.0,62.88584669105414,1.5036218606388332,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
22,33875,100.0,61.33250097150658,1.479727423177349,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
23,33875,100.0,60.71648130062425,1.551580567459918,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
24,33875,98.38,60.86610464540826,1.4692141612652714,0,25,4,500,100.0,100.0,100.0,93.52,0.0,0.0,0.0,0.0
25,33875,97.65,63.01791230258683,1.5485173625683455,0,25,4,500,100.0,100.0,90.61,100.0,0.0,0.0,0.0,0.0
26,33875,100.0,61.952183824856505,1.5296535647149605,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
27,34681,99.94,62.62430652710211,1.610487687805536,0,23,4,500,100.0,100.0,100.0,99.75,0.0,0.0,0.0,0.0
28,33875,97.29,66.09555604050271,1.5483405029666155,0,25,4,500,100.0,100.0,89.17,100.0,0.0,0.0,0.0,0.0
29,33875,98.09,61.94513038855694,1.561095804782209,0,25,4,500,100.0,100.0,92.36,100.0,0.0,0.0,0.0,0.0
30,33875,100.0,62.64046208263266,1.5469605391471837,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
31,33875,100.0,63.97118518417493,1.5018766418607663,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
32,33875,95.55,62.07150591611428,1.498082550744655,0,25,4,500,97.81,95.22,90.29,98.89,0.0,0.0,0.0,0.0
33,33875,100.0,63.43993852374323,1.5240315738936605,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
34,33875,96.74,63.80872433799428,1.4807731631298466,0,25,4,500,87.13,100.0,100.0,99.81,0.0,0.0,0.0,0.0
35,33875,100.0,60.32507061487741,1.5723021232363286,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
36,33875,98.76,62.066026002461385,1.5857501098107545,0,25,4,500,100.0,97.32,97.71,100.0,0.0,0.0,0.0,0.0
37,33875,100.0,61.51709151478959,1.512626236615275,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
38,33875,100.0,58.1873397357861,1.521361957542431,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
39,33875,100.0,61.81150896373628,1.5373782805786154,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
40,34278,100.0,63.92131869932284,1.4973577205021362,0,24,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
41,33875,100.0,63.72416007793464,1.4965321132045617,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
42,33875,100.0,60.6088552222578,1.480873101417647,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
43,33875,99.4,62.565718103295126,1.5456993386041795,0,25,4,500,100.0,100.0,97.6,100.0,0.0,0.0,0.0,0.0
44,33875,100.0,62.45139160200366,1.543948812946793,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
45,33875,99.82,61.29552396544179,1.4425941164040177,0,25,4,500,100.0,100.0,99.29,100.0,0.0,0.0,0.0,0.0
46,34278,97.87,62.41899586610758,1.5435037084183605,0,24,4,500,100.0,98.25,100.0,93.24,0.0,0.0,0.0,0.0
47,33875,99.66,62.113031677496,1.561142109286872,0,25,4,500,100.0,98.66,100.0,100.0,0.0,0.0,0.0,0.0
48,33875,100.0,62.49600766011648,1.5651604206095078,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
49,33875,99.74,59.89357995413815,1.632859829871441,0,25,4,500,100.0,100.0,98.98,100.0,0.0,0.0,0.0,0.0
50,34681,100.0,61.93189703500425,1.4890285275775386,0,23,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
51,33875,99.09,62.02626007482999,1.503320509650142,0,25,4,500,100.0,100.0,96.37,100.0,0.0,0.0,0.0,0.0
52,33875,99.8,63.25436465200268,1.5287443746253413,0,25,4,500,99.22,100.0,100.0,100.0,0.0,0.0,0.0,0.0
53,33875,99.92,61.787590239569965,1.484960579154866,0,25,4,500,100.0,100.0,100.0,99.68,0.0,0.0,0.0,0.0
54,33875,99.37,66.34319998669417,1.5633905206493584,0,25,4,500,97.47,100.0,100.0,100.0,0.0,0.0,0.0,0.0
55,33875,100.0,63.66077377493757,1.5367751586995335,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
56,33875,100.0,61.90915793280122,1.5097824605334191,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
57,33875,98.31,64.91150358156713,1.5279045079782576,0,25,4,500,100.0,98.05,100.0,95.19,0.0,0.0,0.0,0.0
58,33875,87.68,60.197879787162194,1.6123145552262497,0,25,4,500,82.0,94.42,86.83,87.48,0.0,0.0,0.0,0.0
59,33875,100.0,61.6085436123989,1.551700443790418,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
60,33875,100.0,62.081135661414365,1.5427921724797933,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
61,33875,100.0,61.960265642797545,1.5064560330271002,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
62,33875,99.98,63.87843894949194,1.499231324359466,0,25,4,500,100.0,99.94,100.0,100.0,0.0,0.0,0.0,0.0
63,33875,99.85,62.19305354298857,1.5480056260914483,0,25,4,500,100.0,100.0,100.0,99.4,0.0,0.0,0.0,0.0
64,33875,100.0,58.943051522952935,1.512644410463117,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
65,33875,100.0,62.16431082009031,1.5123488144325652,0,25,4,500,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
