Generación,Fitness Global,CPU (%),Memoria (%),Tiempo (s),Goles Favor,Goles Contra,CPUs (configurados),Population Size,Core0 (%),Core1 (%),Core2 (%),Core3 (%),Core4 (%),Core5 (%),Core6 (%),Core7 (%)
1,37099,56.03,53.17257577795103,0.8827235211598183,0,17,4,100,58.84,60.09,53.15,52.04,0.0,0.0,0.0,0.0
2,35084,51.04,54.5671592754591,0.9497948713101184,0,22,4,100,51.95,49.89,51.85,50.46,0.0,0.0,0.0,0.0
3,34278,78.48,54.040156645321495,1.0672292733431306,0,24,4,100,83.03,73.2,73.96,83.75,0.0,0.0,0.0,0.0
4,33875,54.04,54.791670738870295,0.998793614619325,0,25,4,100,56.96,52.39,56.74,50.08,0.0,0.0,0.0,0.0
5,34278,55.81,53.980347770108445,1.0181791849883397,0,24,4,100,54.59,62.61,51.81,54.23,0.0,0.0,0.0,0.0
6,35084,69.56,51.19368551110173,0.9943350103588096,0,22,4,100,72.92,66.73,67.06,71.54,0.0,0.0,0.0,0.0
7,34278,38.14,54.24148686045833,1.0150874072422418,0,24,4,100,40.26,37.51,31.71,43.08,0.0,0.0,0.0,0.0
8,34681,75.25,51.65036099058609,0.9697761884524522,0,23,4,100,68.16,85.78,75.33,71.73,0.0,0.0,0.0,0.0
9,34681,54.57,50.97575118452319,1.0274546768159716,0,23,4,100,55.5,56.75,48.78,57.24,0.0,0.0,0.0,0.0
10,34681,54.38,52.11565476854676,0.913405084769454,0,23,4,100,61.8,50.23,52.71,52.78,0.0,0.0,0.0,0.0
11,33875,47.02,53.79384151783992,1.0671838806399572,0,25,4,100,48.76,47.59,49.02,42.72,0.0,0.0,0.0,0.0
12,34681,60.92,52.6301208820513,0.9603508608546462,0,23,4,100,66.9,60.17,56.36,60.27,0.0,0.0,0.0,0.0
13,34681,49.72,52.83715665285975,1.0184445901912944,0,23,4,100,52.86,47.61,52.04,46.38,0.0,0.0,0.0,0.0
14,33875,59.4,52.92788978498946,0.9827127950429916,0,25,4,100,59.72,61.2,58.61,58.08,0.0,0.0,0.0,0.0
15,33875,52.92,53.57253103297575,0.9958682352887536,0,25,4,100,52.5,54.14,57.04,47.98,0.0,0.0,0.0,0.0
16,35084,78.35,50.25225162596426,1.0093386878467328,0,22,4,100,74.46,73.98,80.5,84.47,0.0,0.0,0.0,0.0
17,34278,67.98,53.06975144659469,1.0170169760779515,0,24,4,100,63.78,77.63,63.45,67.08,0.0,0.0,0.0,0.0
18,33875,40.1,54.999963520802766,0.8754854522503905,0,25,4,100,43.07,38.62,38.25,40.47,0.0,0.0,0.0,0.0
19,34278,55.42,52.31372484754296,0.9525127948153008,0,24,4,100,59.44,54.53,53.81,53.9,0.0,0.0,0.0,0.0
20,35487,53.5,51.86114337969548,0.8999126132727537,0,21,4,100,49.79,49.15,53.68,61.38,0.0,0.0,0.0,0.0
21,34681,52.62,51.88447233590994,0.9783997820818402,0,23,4,100,46.92,50.22,60.76,52.59,0.0,0.0,0.0,0.0
22,33875,71.92,51.61063068414487,0.8935951156181974,0,25,4,100,74.86,66.03,80.22,66.59,0.0,0.0,0.0,0.0
23,35084,40.4,52.421561413194894,1.040816829291939,0,22,4,100,45.52,37.95,37.73,40.41,0.0,0.0,0.0,0.0
24,33875,74.42,51.72674465878849,0.9294311147840798,0,25,4,100,66.95,68.85,78.85,83.03,0.0,0.0,0.0,0.0
25,34278,74.1,55.26129674516741,0.9036524216796166,0,24,4,100,79.21,83.51,73.68,60.0,0.0,0.0,0.0,0.0
26,35890,48.08,52.02796584037658,1.0212697986096535,0,20,4,100,50.88,45.45,43.9,52.07,0.0,0.0,0.0,0.0
27,33875,69.93,52.61826167128047,0.940889496637191,0,25,4,100,71.05,77.82,67.69,63.16,0.0,0.0,0.0,0.0
28,33875,60.97,53.14303699259597,0.9464824805087192,0,25,4,100,65.88,58.85,54.5,64.67,0.0,0.0,0.0,0.0
29,34278,68.01,51.40679500128332,0.9050410430564876,0,24,4,100,71.75,66.32,71.05,62.91,0.0,0.0,0.0,0.0
30,33875,91.3,51.36492493286914,0.904316117384776,0,25,4,100,98.03,98.0,81.29,87.9,0.0,0.0,0.0,0.0
31,36696,70.64,51.46642905268335,0.9745919384526636,0,18,4,100,74.26,69.53,73.92,64.86,0.0,0.0,0.0,0.0
32,37099,49.16,53.51940133414715,0.8960374887425968,0,17,4,100,50.69,48.11,47.87,49.95,0.0,0.0,0.0,0.0
33,33875,47.17,52.61513831432547,0.8937995166883367,0,25,4,100,42.99,56.94,41.13,47.61,0.0,0.0,0.0,0.0
34,34681,64.82,52.45962948492746,0.9666167081887824,0,23,4,100,65.01,71.17,62.19,60.91,0.0,0.0,0.0,0.0
35,33875,62.79,51.34262490259741,0.9593311794161296,0,25,4,100,57.55,64.8,64.04,64.78,0.0,0.0,0.0,0.0
36,34681,88.23,50.17025496915118,0.9720488897999384,0,23,4,100,94.5,76.69,86.94,94.8,0.0,0.0,0.0,0.0
37,35084,55.18,53.44095310845082,0.9511218009136958,0,22,4,100,53.77,57.83,47.85,61.28,0.0,0.0,0.0,0.0
38,35487,51.0,50.85525903124805,0.9497587607673972,0,21,4,100,52.27,55.37,47.86,48.49,0.0,0.0,0.0,0.0
39,34278,67.2,54.83390408244304,1.0126847214472634,0,24,4,100,67.42,70.35,65.63,65.41,0.0,0.0,0.0,0.0
40,35487,57.95,51.34611619063939,1.0483466458271464,0,21,4,100,54.02,61.13,53.33,63.33,0.0,0.0,0.0,0.0
41,35487,75.99,52.809596432161335,0.9704423926971584,0,21,4,100,69.82,81.93,78.05,74.17,0.0,0.0,0.0,0.0
42,33875,80.4,51.57043233993704,0.9198800854289844,0,25,4,100,80.62,74.23,91.11,75.64,0.0,0.0,0.0,0.0
43,33875,61.88,57.11149883283197,0.9372132955655772,0,25,4,100,59.39,60.21,72.34,55.6,0.0,0.0,0.0,0.0
44,33875,71.32,54.193612117282456,0.9168889897118248,0,25,4,100,65.85,78.63,70.15,70.65,0.0,0.0,0.0,0.0
45,34278,65.05,54.75184172624554,0.865859160798937,0,24,4,100,60.16,61.51,66.98,71.56,0.0,0.0,0.0,0.0
46,35487,62.54,52.87685542679223,0.9404754795857844,0,21,4,100,67.06,59.82,61.24,62.03,0.0,0.0,0.0,0.0
47,36696,37.05,51.47801472553654,0.8807061799338578,0,18,4,100,34.54,34.76,44.47,34.44,0.0,0.0,0.0,0.0
48,34681,52.56,53.93767065179689,0.9475543027224522,0,23,4,100,45.78,61.91,49.58,52.99,0.0,0.0,0.0,0.0
49,33875,65.55,51.482509579850486,1.0470091113739872,0,25,4,100,65.12,67.95,67.41,61.71,0.0,0.0,0.0,0.0
50,35487,61.28,53.94290055265558,0.9962930959065254,0,21,4,100,58.96,69.51,52.02,64.61,0.0,0.0,0.0,0.0
51,33875,55.4,54.87367523340567,0.8727575062697676,0,25,4,100,55.51,62.81,55.8,47.5,0.0,0.0,0.0,0.0
52,33875,52.92,52.69855684622716,0.949297420178932,0,25,4,100,59.11,46.66,49.93,55.96,0.0,0.0,0.0,0.0
53,33875,71.11,53.96642618757283,0.9467612385485932,0,25,4,100,73.8,64.83,72.44,73.37,0.0,0.0,0.0,0.0
54,33875,70.53,52.28888435844252,0.9923105270843348,0,25,4,100,68.61,63.29,70.84,79.39,0.0,0.0,0.0,0.0
55,34681,62.69,54.38179708215974,0.9359411912147294,0,23,4,100,59.16,54.95,67.88,68.77,0.0,0.0,0.0,0.0
56,33875,64.55,53.18386017909222,0.9516378625021272,0,25,4,100,71.27,56.34,70.96,59.63,0.0,0.0,0.0,0.0
57,33875,80.65,53.86204807979031,0.990890975373224,0,25,4,100,78.78,83.37,82.48,77.98,0.0,0.0,0.0,0.0
58,33875,57.35,51.3665216003263,0.9764573752430208,0,25,4,100,56.68,55.25,54.18,63.29,0.0,0.0,0.0,0.0
59,34278,70.0,53.2159300796901,0.9013474130534948,0,24,4,100,69.75,61.32,69.94,79.0,0.0,0.0,0.0,0.0
60,36293,34.91,53.430140925552166,0.9381841630075818,0,19,4,100,36.04,29.81,36.55,37.25,0.0,0.0,0.0,0.0
61,35487,53.64,53.09215057139151,0.9724295662668776,0,21,4,100,56.74,55.02,50.36,52.43,0.0,0.0,0.0,0.0
62,35084,55.09,51.584369938654575,0.9814370084556324,0,22,4,100,53.55,56.83,53.13,56.85,0.0,0.0,0.0,0.0
63,33875,66.77,53.0967571418688,1.0425327100657098,0,25,4,100,63.83,64.83,69.11,69.31,0.0,0.0,0.0,0.0
64,33875,56.19,51.7944298404622,0.9295039857212924,0,25,4,100,56.79,50.61,58.33,59.02,0.0,0.0,0.0,0.0
65,33875,69.38,51.88221496751514,0.9524302424669892,0,25,4,100,77.96,71.09,64.14,64.35,0.0,0.0,0.0,0.0
66,35487,91.74,51.90254365514127,0.8921328571126748,0,21,4,100,74.14,100.0,92.82,100.0,0.0,0.0,0.0,0.0
67,33875,68.12,52.71553728658355,0.890016900724063,0,25,4,100,71.01,58.62,69.4,73.45,0.0,0.0,0.0,0.0
68,35487,54.88,52.20570116621569,0.9325682533306856,0,21,4,100,58.49,54.96,58.11,47.95,0.0,0.0,0.0,0.0
