Generación,Mejor Fitness,Fitness Promedio,Diversidad,Peor Fitness,Mejor Cromosoma
1,122724.17,93709.54,0.93,53865.92,[[[7.532939395941262],[3.301019024534183],[4.25998833812282],[6.302902495693016],[7.756273373505379],[6.480308364395038],[7.6668066390260705],[6.535302740288239],[6.653961840063884],[0.7868175445166004],[5.1394014399334615],[3.547117121504284],[8.679500272583242],[7.640867765784658],[9.222230391689049],[0.14829105916002172],[3.448789027986814],[0.6827523914493894],[8.132970521501257],[2.449182086593682],[8.046322523943578],[0.5097847567794855],[6.404368848427292],[7.6773552557157725],[4.1346811175106355],[3.5108432866323867],[1.0630344822185689],[0.3324665453884912],[2.0192603976942958],[2.666613526415915],[1.3848210270011707],[7.354532259365985],[1.8696013658621524],[9.893983013656866],[7.810217187519983],[9.32896995677556],[0.930056395040858],[4.728893457292926],[4.497477868141612],[9.340277701422877],[4.32316866162778],[6.175590578856106],[2.4074751252292104],[5.3143855018582205],[8.60150944364521],[7.708049870108145],[8.26446265704734],[5.236060333775151],[4.724115608280465],[5.46972694036198],[4.172523442428663],[1.096721086621728],[0.7083687060393207],[7.116719452036561]]]
