Generacion,MejorFitness,PromFitness,Diversidad,Convergencia,GolesFavor,GolesContra,CpuPercent,MemMB,TimeSec,SlurmJobID,OSName,OSArch,OSVersion,SysCores,SysLoad,SysFreeMemMB,SysTotalMemMB
368,9590.2880,7055.1780,0.9600,122.4595,1,11,65.52,489.51,5784.50,local,Mac OS X,aarch64,15.2,8,8.43,92.56,8192.00
369,9590.2880,6901.4408,0.9500,153.7372,1,11,63.26,413.44,5798.67,local,Mac OS X,aarch64,15.2,8,8.13,76.17,8192.00
370,9590.2880,7019.2678,0.9100,117.8270,1,11,63.24,311.19,5812.59,local,Mac OS X,aarch64,15.2,8,8.18,75.63,8192.00
371,9590.2880,7017.7916,0.9600,1.4762,1,11,64.60,214.52,5827.39,local,Mac OS X,aarch64,15.2,8,10.08,127.63,8192.00
372,9590.2880,7259.5786,0.9600,241.7870,1,11,65.49,408.80,5841.61,local,Mac OS X,aarch64,15.2,8,10.26,65.92,8192.00
373,9590.2880,7172.1229,0.9800,87.4556,1,11,64.00,239.13,5856.30,local,Mac OS X,aarch64,15.2,8,10.25,72.17,8192.00
374,9590.2880,7051.0338,0.9700,121.0892,1,11,65.45,124.34,5870.51,local,Mac OS X,aarch64,15.2,8,10.70,64.67,8192.00
375,9590.2880,7002.5030,0.9600,48.5308,1,11,62.41,410.19,5885.04,local,Mac OS X,aarch64,15.2,8,9.58,62.09,8192.00
376,9590.2880,7183.0053,0.9400,180.5022,1,11,66.18,211.50,5899.11,local,Mac OS X,aarch64,15.2,8,9.17,81.03,8192.00
377,9590.2880,7046.9070,0.9500,136.0982,1,11,64.19,492.24,5913.80,local,Mac OS X,aarch64,15.2,8,8.88,89.50,8192.00
378,9590.2880,6971.8120,0.9600,75.0951,1,11,63.55,426.46,5928.07,local,Mac OS X,aarch64,15.2,8,9.57,57.52,8192.00
379,9590.2880,6945.8879,0.9800,25.9241,1,11,64.77,274.24,5942.65,local,Mac OS X,aarch64,15.2,8,8.99,62.94,8192.00
380,9590.2880,6807.5727,0.9800,138.3151,1,11,64.36,233.02,5956.58,local,Mac OS X,aarch64,15.2,8,8.82,61.34,8192.00
381,9590.2880,6826.2104,0.9700,18.6377,1,11,63.61,124.26,5971.29,local,Mac OS X,aarch64,15.2,8,9.40,61.98,8192.00
382,9590.2880,6726.8917,0.9500,99.3187,1,11,66.89,144.73,5985.37,local,Mac OS X,aarch64,15.2,8,8.59,70.00,8192.00
383,9590.2880,6701.4150,0.9400,25.4767,1,11,66.06,481.55,5999.56,local,Mac OS X,aarch64,15.2,8,7.83,66.55,8192.00
384,9590.2880,6711.6007,0.9600,10.1856,1,11,64.40,456.75,6013.33,local,Mac OS X,aarch64,15.2,8,7.96,65.25,8192.00
385,9590.2880,6783.3117,0.9400,71.7110,1,11,63.18,290.11,6027.84,local,Mac OS X,aarch64,15.2,8,7.04,58.17,8192.00
386,9590.2880,6757.6337,0.8800,25.6780,1,11,61.39,209.91,6041.60,local,Mac OS X,aarch64,15.2,8,8.39,60.56,8192.00
387,9590.2880,6817.0312,0.9200,59.3975,1,11,64.44,453.11,6055.33,local,Mac OS X,aarch64,15.2,8,9.52,66.48,8192.00
388,9590.2880,6857.2947,0.9200,40.2635,1,11,61.34,366.41,6069.35,local,Mac OS X,aarch64,15.2,8,9.26,81.13,8192.00
389,9590.2880,6964.3180,0.9000,107.0233,1,11,64.79,228.76,6083.16,local,Mac OS X,aarch64,15.2,8,9.67,63.59,8192.00
390,9590.2880,6970.5749,0.9400,6.2569,1,11,63.56,490.60,6097.28,local,Mac OS X,aarch64,15.2,8,10.09,60.59,8192.00
391,9590.2880,7020.9915,0.9300,50.4165,1,11,63.84,231.36,6110.95,local,Mac OS X,aarch64,15.2,8,10.29,74.20,8192.00
392,9590.2880,6995.5409,0.9500,25.4505,1,11,62.91,136.18,6125.18,local,Mac OS X,aarch64,15.2,8,10.07,82.28,8192.00
393,9590.2880,6977.0501,0.9700,18.4908,1,11,63.78,390.01,6138.68,local,Mac OS X,aarch64,15.2,8,10.50,76.69,8192.00
394,9590.2880,7152.2786,0.9600,175.2285,1,11,63.69,165.77,6153.03,local,Mac OS X,aarch64,15.2,8,11.92,58.73,8192.00
395,9590.2880,7318.3410,0.9400,166.0624,1,11,64.93,272.09,6166.76,local,Mac OS X,aarch64,15.2,8,11.48,58.86,8192.00
396,9590.2880,7095.3970,0.9500,222.9440,1,11,62.84,188.39,6180.90,local,Mac OS X,aarch64,15.2,8,11.44,62.98,8192.00
397,9590.2880,7109.9553,0.9600,14.5582,1,11,63.79,412.66,6194.70,local,Mac OS X,aarch64,15.2,8,11.43,91.17,8192.00
398,9590.2880,7168.4754,0.9600,58.5201,1,11,61.24,307.36,6208.58,local,Mac OS X,aarch64,15.2,8,12.06,67.23,8192.00
399,9590.2880,7150.3226,0.9600,18.1528,1,11,61.78,214.73,6222.50,local,Mac OS X,aarch64,15.2,8,14.21,143.45,8192.00
400,9590.2880,7089.1420,0.9600,61.1805,1,11,61.06,130.21,6237.78,local,Mac OS X,aarch64,15.2,8,16.94,58.44,8192.00
401,9590.2880,7248.1988,0.9200,159.0568,1,11,64.35,375.20,6251.95,local,Mac OS X,aarch64,15.2,8,16.03,65.42,8192.00
402,9590.2880,7124.8906,0.9200,123.3082,1,11,63.26,241.23,6266.56,local,Mac OS X,aarch64,15.2,8,15.03,104.94,8192.00
403,9590.2880,7187.4676,0.9600,62.5770,1,11,61.25,125.33,6280.78,local,Mac OS X,aarch64,15.2,8,15.61,69.70,8192.00
404,9590.2880,7000.4303,0.9600,187.0373,1,11,61.14,414.30,6294.81,local,Mac OS X,aarch64,15.2,8,14.57,150.19,8192.00
405,9590.2880,6828.9360,0.9300,171.4942,1,11,62.43,422.18,6309.80,local,Mac OS X,aarch64,15.2,8,13.45,76.13,8192.00
406,9590.2880,6873.7392,0.9500,44.8032,1,11,64.47,369.60,6324.29,local,Mac OS X,aarch64,15.2,8,12.99,133.08,8192.00
407,9590.2880,7019.4192,0.9600,145.6800,1,11,58.91,237.76,6339.99,local,Mac OS X,aarch64,15.2,8,13.02,169.70,8192.00
408,9590.2880,6959.8706,0.9400,59.5486,1,11,61.85,470.41,6355.48,local,Mac OS X,aarch64,15.2,8,12.89,138.45,8192.00
409,9590.2880,6935.6940,0.9500,24.1766,1,11,62.00,272.89,6370.32,local,Mac OS X,aarch64,15.2,8,12.46,88.36,8192.00
410,9590.2880,6748.4158,0.9600,187.2782,1,11,62.62,248.07,6384.60,local,Mac OS X,aarch64,15.2,8,11.17,140.73,8192.00
411,9590.2880,6936.1989,0.9400,187.7830,1,11,63.22,483.87,6399.77,local,Mac OS X,aarch64,15.2,8,10.61,195.59,8192.00
412,9590.2880,6951.6385,0.9200,15.4396,1,11,64.45,347.15,6414.09,local,Mac OS X,aarch64,15.2,8,12.88,98.61,8192.00
413,9590.2880,6810.0561,0.9500,141.5823,1,11,64.16,262.90,6429.27,local,Mac OS X,aarch64,15.2,8,13.28,180.86,8192.00
414,9590.2880,6823.1436,0.9600,13.0875,1,11,64.91,183.83,6443.64,local,Mac OS X,aarch64,15.2,8,13.29,87.38,8192.00
415,9590.2880,6937.9313,0.9300,114.7877,1,11,62.72,437.52,6459.10,local,Mac OS X,aarch64,15.2,8,13.65,115.64,8192.00
416,9590.2880,7075.0694,0.9200,137.1381,1,11,63.90,280.39,6473.83,local,Mac OS X,aarch64,15.2,8,14.92,78.83,8192.00
417,9590.2880,7191.8984,0.9300,116.8290,1,11,59.42,181.66,6488.78,local,Mac OS X,aarch64,15.2,8,13.85,117.78,8192.00
418,9590.2880,7069.4869,0.9600,122.4116,1,11,66.25,445.52,6503.43,local,Mac OS X,aarch64,15.2,8,13.19,66.94,8192.00
419,9590.2880,6878.8622,0.9600,190.6247,1,11,62.52,407.82,6518.61,local,Mac OS X,aarch64,15.2,8,11.75,187.73,8192.00
420,9590.2880,7101.4726,0.9400,222.6104,1,11,63.60,249.58,6533.42,local,Mac OS X,aarch64,15.2,8,11.70,175.27,8192.00
421,9590.2880,7244.5936,0.9200,143.1211,1,11,62.80,496.39,6548.72,local,Mac OS X,aarch64,15.2,8,11.17,76.39,8192.00
422,9590.2880,7243.2016,0.9500,1.3921,1,11,62.09,349.09,6563.94,local,Mac OS X,aarch64,15.2,8,11.27,83.44,8192.00
423,9590.2880,6965.8335,0.9500,277.3681,1,11,60.24,270.86,6579.61,local,Mac OS X,aarch64,15.2,8,13.41,93.50,8192.00
424,9590.2880,6938.9079,0.9500,26.9256,1,11,61.62,152.24,6594.63,local,Mac OS X,aarch64,15.2,8,15.22,86.77,8192.00
425,9590.2880,6856.8956,0.9600,82.0123,1,11,60.88,444.19,6610.29,local,Mac OS X,aarch64,15.2,8,15.71,72.95,8192.00
426,9590.2880,6945.2826,0.9500,88.3871,1,11,61.82,299.35,6625.26,local,Mac OS X,aarch64,15.2,8,14.99,65.38,8192.00
427,9590.2880,7343.2772,0.9300,397.9945,1,11,60.46,498.58,6640.83,local,Mac OS X,aarch64,15.2,8,13.26,111.55,8192.00
428,9590.2880,7204.8313,0.9600,138.4458,1,11,63.09,344.15,6655.83,local,Mac OS X,aarch64,15.2,8,12.37,167.94,8192.00
429,9590.2880,7145.5112,0.9700,59.3201,1,11,61.06,205.62,6671.29,local,Mac OS X,aarch64,15.2,8,11.98,75.25,8192.00
430,9590.2880,7253.4878,0.9600,107.9765,1,11,61.94,445.45,6686.37,local,Mac OS X,aarch64,15.2,8,11.44,115.17,8192.00
431,9590.2880,7194.9172,0.9200,58.5706,1,11,61.83,356.19,6700.99,local,Mac OS X,aarch64,15.2,8,10.56,68.23,8192.00
432,9590.2880,7413.6118,0.9600,218.6946,1,11,64.36,148.93,6715.87,local,Mac OS X,aarch64,15.2,8,10.21,66.83,8192.00
433,9590.2880,7191.5682,0.9700,222.0435,1,11,61.39,449.24,6731.07,local,Mac OS X,aarch64,15.2,8,9.73,173.42,8192.00
434,9590.2880,7338.4294,0.9600,146.8611,1,11,62.72,262.01,6746.37,local,Mac OS X,aarch64,15.2,8,9.18,160.73,8192.00
435,9590.2880,7269.6663,0.9500,68.7631,1,11,64.04,133.80,6761.52,local,Mac OS X,aarch64,15.2,8,8.81,90.25,8192.00
436,9590.2880,7206.2562,0.9100,63.4101,1,11,63.34,432.25,6777.02,local,Mac OS X,aarch64,15.2,8,8.76,101.94,8192.00
437,9590.2880,7124.4808,0.9100,81.7754,1,11,63.13,354.51,6791.52,local,Mac OS X,aarch64,15.2,8,8.46,75.77,8192.00
438,9590.2880,7074.2485,0.9000,50.2323,1,11,62.11,324.28,6805.88,local,Mac OS X,aarch64,15.2,8,8.59,95.17,8192.00
439,9590.2880,7265.6411,0.9400,191.3926,1,11,62.03,226.55,6820.84,local,Mac OS X,aarch64,15.2,8,8.92,75.22,8192.00
440,9590.2880,7243.8958,0.9500,21.7453,1,11,63.46,440.70,6835.60,local,Mac OS X,aarch64,15.2,8,10.42,69.33,8192.00
441,9590.2880,7050.1333,0.9600,193.7625,1,11,63.37,342.98,6850.75,local,Mac OS X,aarch64,15.2,8,10.73,95.78,8192.00
442,9590.2880,7083.3439,0.9500,33.2106,1,11,63.89,196.26,6865.38,local,Mac OS X,aarch64,15.2,8,11.16,66.48,8192.00
443,9590.2880,7098.0962,0.9500,14.7523,1,11,59.85,454.73,6880.19,local,Mac OS X,aarch64,15.2,8,11.15,75.14,8192.00
444,9590.2880,7208.6048,0.9500,110.5085,1,11,63.36,313.21,6894.44,local,Mac OS X,aarch64,15.2,8,11.71,61.89,8192.00
445,9590.2880,6906.7316,0.9200,301.8732,1,11,62.92,172.62,6909.39,local,Mac OS X,aarch64,15.2,8,11.15,65.14,8192.00
446,9590.2880,6937.3070,0.9600,30.5754,1,11,64.02,361.40,6924.21,local,Mac OS X,aarch64,15.2,8,11.01,65.42,8192.00
447,9590.2880,6894.3718,0.9500,42.9352,1,11,62.45,275.17,6939.66,local,Mac OS X,aarch64,15.2,8,10.91,67.91,8192.00
448,9590.2880,6976.0709,0.9700,81.6992,1,11,56.11,207.97,6956.06,local,Mac OS X,aarch64,15.2,8,11.36,91.47,8192.00
449,9590.2880,6908.5130,0.9700,67.5579,1,11,60.34,155.33,6971.77,local,Mac OS X,aarch64,15.2,8,10.44,98.45,8192.00
450,9590.2880,6989.3457,0.9400,80.8327,1,11,59.73,147.11,6986.72,local,Mac OS X,aarch64,15.2,8,9.92,65.39,8192.00
451,9590.2880,6991.5146,0.9300,2.1689,1,11,62.71,317.90,7001.33,local,Mac OS X,aarch64,15.2,8,9.87,143.16,8192.00
452,9590.2880,6799.7494,0.9500,191.7652,1,11,62.60,197.21,7015.41,local,Mac OS X,aarch64,15.2,8,10.05,61.14,8192.00
453,9590.2880,6840.7849,0.9100,41.0355,1,11,62.69,439.45,7030.57,local,Mac OS X,aarch64,15.2,8,11.41,113.58,8192.00
454,9590.2880,7146.0346,0.9200,305.2497,1,11,63.05,334.32,7044.56,local,Mac OS X,aarch64,15.2,8,11.01,65.06,8192.00
455,9590.2880,7149.0528,0.9500,3.0181,1,11,62.66,139.14,7059.42,local,Mac OS X,aarch64,15.2,8,10.70,60.86,8192.00
456,9590.2880,7051.9307,0.9300,97.1221,1,11,62.79,394.41,7073.64,local,Mac OS X,aarch64,15.2,8,10.17,69.22,8192.00
457,9590.2880,7138.1629,0.9600,86.2322,1,11,64.56,259.18,7088.46,local,Mac OS X,aarch64,15.2,8,9.71,65.22,8192.00
458,9590.2880,7110.1667,0.9500,27.9962,1,11,62.25,492.94,7102.62,local,Mac OS X,aarch64,15.2,8,8.94,66.88,8192.00
459,9590.2880,6923.1316,0.9500,187.0351,1,11,63.02,329.39,7117.59,local,Mac OS X,aarch64,15.2,8,8.38,68.88,8192.00
460,9590.2880,7293.5778,0.9400,370.4462,1,11,63.77,161.86,7132.24,local,Mac OS X,aarch64,15.2,8,8.91,62.84,8192.00
461,9590.2880,7382.6147,0.9400,89.0369,1,11,61.35,331.29,7146.97,local,Mac OS X,aarch64,15.2,8,9.36,71.81,8192.00
462,9590.2880,7126.1007,0.9600,256.5140,1,11,63.73,204.53,7161.34,local,Mac OS X,aarch64,15.2,8,10.12,83.11,8192.00
463,9590.2880,7249.5372,0.9600,123.4365,1,11,63.77,506.78,7176.12,local,Mac OS X,aarch64,15.2,8,9.76,70.91,8192.00
464,9590.2880,7382.0049,0.9700,132.4677,1,11,63.48,331.57,7190.62,local,Mac OS X,aarch64,15.2,8,9.95,89.14,8192.00
465,9590.2880,7233.2897,0.9500,148.7152,1,11,64.13,204.93,7205.54,local,Mac OS X,aarch64,15.2,8,11.37,79.78,8192.00
466,9590.2880,6963.0627,0.9600,270.2270,1,11,65.24,148.20,7219.83,local,Mac OS X,aarch64,15.2,8,11.54,77.25,8192.00
467,9590.2880,7090.0422,0.9400,126.9795,1,11,61.66,399.94,7234.95,local,Mac OS X,aarch64,15.2,8,11.36,59.66,8192.00
468,9590.2880,7082.2510,0.9600,7.7912,1,11,64.13,299.32,7249.53,local,Mac OS X,aarch64,15.2,8,10.39,71.50,8192.00
469,9590.2880,6967.1537,0.9400,115.0973,1,11,61.88,285.06,7264.37,local,Mac OS X,aarch64,15.2,8,9.99,73.78,8192.00
470,9590.2880,6846.5086,0.9400,120.6450,1,11,63.52,251.89,7278.93,local,Mac OS X,aarch64,15.2,8,11.42,72.06,8192.00
471,9590.2880,6925.0224,0.9100,78.5138,1,11,63.92,213.19,7293.84,local,Mac OS X,aarch64,15.2,8,10.72,89.13,8192.00
472,9590.2880,6938.9131,0.9500,13.8907,1,11,64.07,166.99,7308.30,local,Mac OS X,aarch64,15.2,8,9.63,65.02,8192.00
473,9590.2880,6945.5125,0.9600,6.5993,1,11,61.91,515.19,7322.96,local,Mac OS X,aarch64,15.2,8,10.02,72.50,8192.00
474,9590.2880,6950.6083,0.9500,5.0958,1,11,62.48,500.46,7337.33,local,Mac OS X,aarch64,15.2,8,8.77,61.78,8192.00
475,9590.2880,6974.7270,0.9400,24.1188,1,11,58.25,465.28,7354.05,local,Mac OS X,aarch64,15.2,8,9.52,99.92,8192.00
476,9590.2880,7020.5149,0.9600,45.7879,1,11,64.70,348.07,7368.80,local,Mac OS X,aarch64,15.2,8,9.33,73.56,8192.00
477,9590.2880,6871.4028,0.9400,149.1121,1,11,64.38,262.36,7384.23,local,Mac OS X,aarch64,15.2,8,9.77,140.36,8192.00
478,9590.2880,6861.0756,0.9200,10.3272,1,11,63.84,197.09,7398.89,local,Mac OS X,aarch64,15.2,8,9.28,150.91,8192.00
479,9590.2880,7037.4314,0.9200,176.3558,1,11,62.66,458.65,7413.57,local,Mac OS X,aarch64,15.2,8,9.15,68.55,8192.00
480,9590.2880,6586.7579,0.9700,450.6735,1,11,64.22,404.34,7428.20,local,Mac OS X,aarch64,15.2,8,9.06,62.38,8192.00
481,9590.2880,6838.6823,0.9700,251.9244,1,11,64.04,296.56,7442.64,local,Mac OS X,aarch64,15.2,8,9.29,70.52,8192.00
482,9590.2880,7052.4690,0.9500,213.7867,1,11,64.42,147.85,7456.58,local,Mac OS X,aarch64,15.2,8,9.53,69.97,8192.00
483,9590.2880,6964.2141,0.9500,88.2549,1,11,63.84,347.79,7471.12,local,Mac OS X,aarch64,15.2,8,9.69,79.38,8192.00
484,9590.2880,7114.6933,0.9500,150.4792,1,11,63.38,200.59,7484.73,local,Mac OS X,aarch64,15.2,8,8.54,92.45,8192.00
485,9590.2880,7042.9727,0.9600,71.7206,1,11,65.75,432.37,7498.93,local,Mac OS X,aarch64,15.2,8,7.69,75.45,8192.00
486,9590.2880,7296.6912,0.9600,253.7186,1,11,63.80,328.06,7512.83,local,Mac OS X,aarch64,15.2,8,7.57,66.08,8192.00
487,9590.2880,7157.0334,0.9900,139.6578,1,11,62.83,250.96,7526.68,local,Mac OS X,aarch64,15.2,8,8.33,75.02,8192.00
488,9590.2880,7119.4342,0.9600,37.5993,1,11,62.12,529.14,7540.88,local,Mac OS X,aarch64,15.2,8,8.59,78.61,8192.00
489,9590.2880,7004.1471,0.9600,115.2870,1,11,63.55,172.54,7554.65,local,Mac OS X,aarch64,15.2,8,8.83,85.28,8192.00
490,9590.2880,6836.2366,0.9600,167.9105,1,11,64.26,505.23,7569.03,local,Mac OS X,aarch64,15.2,8,7.89,72.44,8192.00
491,9590.2880,6926.6711,0.9400,90.4344,1,11,62.89,408.53,7583.28,local,Mac OS X,aarch64,15.2,8,8.61,111.44,8192.00
492,9590.2880,6878.1708,0.9700,48.5003,1,11,62.69,287.44,7597.79,local,Mac OS X,aarch64,15.2,8,8.02,191.80,8192.00
493,9590.2880,6786.9715,0.9600,91.1993,1,11,63.97,198.90,7611.63,local,Mac OS X,aarch64,15.2,8,8.17,79.56,8192.00
494,9590.2880,6743.8875,0.9500,43.0840,1,11,62.48,176.36,7625.97,local,Mac OS X,aarch64,15.2,8,8.38,63.94,8192.00
495,9590.2880,6783.3064,0.9400,39.4189,1,11,63.99,479.72,7639.76,local,Mac OS X,aarch64,15.2,8,8.02,65.05,8192.00
496,9590.2880,7019.7051,0.9200,236.3988,1,11,62.66,338.52,7653.62,local,Mac OS X,aarch64,15.2,8,8.24,62.30,8192.00
497,9590.2880,6889.2482,0.9300,130.4570,1,11,64.09,257.78,7667.19,local,Mac OS X,aarch64,15.2,8,8.95,85.33,8192.00
498,9590.2880,6890.9836,0.9400,1.7354,1,11,63.81,266.11,7681.14,local,Mac OS X,aarch64,15.2,8,9.16,69.86,8192.00
499,9590.2880,7082.5169,0.9300,191.5333,1,11,62.96,171.38,7694.80,local,Mac OS X,aarch64,15.2,8,8.56,71.39,8192.00
500,9590.2880,7166.6511,0.9300,84.1342,1,11,63.47,388.66,7708.91,local,Mac OS X,aarch64,15.2,8,8.81,70.47,8192.00
501,9590.2880,7335.4721,0.9600,168.8210,1,11,64.11,221.02,7722.83,local,Mac OS X,aarch64,15.2,8,9.04,65.44,8192.00
502,9590.2880,7448.0249,0.9600,112.5528,1,11,65.61,424.81,7736.94,local,Mac OS X,aarch64,15.2,8,8.48,78.20,8192.00
503,9590.2880,7466.1362,0.9400,18.1113,1,11,64.56,228.03,7751.00,local,Mac OS X,aarch64,15.2,8,9.41,81.16,8192.00
504,9590.2880,7212.3035,0.9500,253.8327,1,11,63.72,153.43,7764.93,local,Mac OS X,aarch64,15.2,8,8.76,79.13,8192.00
505,9590.2880,7138.5236,0.9400,73.7799,1,11,63.27,429.26,7779.17,local,Mac OS X,aarch64,15.2,8,8.22,63.48,8192.00
506,9590.2880,7007.9016,0.9700,130.6219,1,11,66.39,293.59,7793.04,local,Mac OS X,aarch64,15.2,8,8.09,76.19,8192.00
507,9590.2880,7317.5128,0.9200,309.6112,1,11,62.46,534.36,7807.15,local,Mac OS X,aarch64,15.2,8,8.95,80.20,8192.00
508,9590.2880,7202.5832,0.9600,114.9296,1,11,64.17,438.16,7821.04,local,Mac OS X,aarch64,15.2,8,8.73,64.86,8192.00
509,9590.2880,7191.6816,0.9600,10.9016,1,11,61.41,317.93,7835.29,local,Mac OS X,aarch64,15.2,8,8.31,62.91,8192.00
510,9590.2880,7284.5867,0.9700,92.9051,1,11,64.18,500.73,7849.35,local,Mac OS X,aarch64,15.2,8,8.27,67.84,8192.00
511,9590.2880,7064.7163,0.9500,219.8704,1,11,62.61,371.63,7863.68,local,Mac OS X,aarch64,15.2,8,7.57,75.38,8192.00
512,9590.2880,7215.5839,0.9400,150.8675,1,11,64.23,220.13,7877.54,local,Mac OS X,aarch64,15.2,8,7.41,81.31,8192.00
513,9590.2880,7229.9833,0.9500,14.3994,1,11,63.39,529.06,7891.58,local,Mac OS X,aarch64,15.2,8,7.65,64.70,8192.00
514,9590.2880,7048.6209,0.9500,181.3623,1,11,65.00,409.31,7905.62,local,Mac OS X,aarch64,15.2,8,8.40,70.81,8192.00
515,9590.2880,7079.5158,0.9600,30.8949,1,11,63.27,277.04,7919.66,local,Mac OS X,aarch64,15.2,8,8.25,68.92,8192.00
516,9590.2880,6917.3698,0.9400,162.1460,1,11,63.27,209.90,7933.41,local,Mac OS X,aarch64,15.2,8,8.13,76.86,8192.00
517,9590.2880,6930.9922,0.9100,13.6223,1,11,62.46,470.69,7947.49,local,Mac OS X,aarch64,15.2,8,8.29,67.03,8192.00
518,9590.2880,6898.0116,0.9500,32.9806,1,11,64.20,419.97,7961.30,local,Mac OS X,aarch64,15.2,8,8.69,65.00,8192.00
519,9590.2880,6967.7852,0.9400,69.7736,1,11,63.70,398.79,7975.26,local,Mac OS X,aarch64,15.2,8,7.41,70.95,8192.00
520,9590.2880,7255.7019,0.9500,287.9167,1,11,64.34,251.11,7989.13,local,Mac OS X,aarch64,15.2,8,7.94,75.63,8192.00
521,9590.2880,7174.6933,0.9500,81.0086,1,11,63.07,491.27,8002.81,local,Mac OS X,aarch64,15.2,8,7.94,76.27,8192.00
522,9590.2880,6803.2096,0.9400,371.4836,1,11,63.18,505.05,8016.92,local,Mac OS X,aarch64,15.2,8,8.89,123.16,8192.00
523,9590.2880,6974.9764,0.9700,171.7668,1,11,65.78,424.35,8031.08,local,Mac OS X,aarch64,15.2,8,8.61,133.72,8192.00
524,9590.2880,6917.8449,0.9600,57.1315,1,11,61.36,325.14,8045.57,local,Mac OS X,aarch64,15.2,8,8.20,112.02,8192.00
525,9590.2880,7150.0417,0.9400,232.1967,1,11,63.45,212.45,8059.83,local,Mac OS X,aarch64,15.2,8,9.72,118.97,8192.00
526,9590.2880,7347.2290,0.9400,197.1873,1,11,63.23,405.39,8074.60,local,Mac OS X,aarch64,15.2,8,11.09,69.61,8192.00
527,9590.2880,7222.3137,0.9400,124.9152,1,11,62.08,382.21,8088.82,local,Mac OS X,aarch64,15.2,8,10.89,69.13,8192.00
528,9590.2880,7288.7559,0.9100,66.4421,1,11,62.60,311.09,8103.35,local,Mac OS X,aarch64,15.2,8,11.72,75.52,8192.00
529,9590.2880,7083.4041,0.9200,205.3518,1,11,64.80,224.07,8117.36,local,Mac OS X,aarch64,15.2,8,11.35,80.23,8192.00
530,9590.2880,7101.7048,0.9600,18.3007,1,11,63.99,482.04,8132.00,local,Mac OS X,aarch64,15.2,8,11.69,97.22,8192.00
531,9590.2880,7111.8411,0.9400,10.1362,1,11,62.61,353.26,8147.37,local,Mac OS X,aarch64,15.2,8,12.36,149.34,8192.00
532,9590.2880,7262.7434,0.9400,150.9023,1,11,63.07,179.53,8161.54,local,Mac OS X,aarch64,15.2,8,11.66,73.28,8192.00
533,9590.2880,7136.2511,0.9100,126.4923,1,11,64.51,470.05,8175.57,local,Mac OS X,aarch64,15.2,8,10.28,69.42,8192.00
534,9590.2880,7227.2560,0.9000,91.0049,1,11,64.84,383.59,8189.54,local,Mac OS X,aarch64,15.2,8,9.47,64.11,8192.00
535,9590.2880,7183.8658,0.9500,43.3901,1,11,65.53,259.66,8203.52,local,Mac OS X,aarch64,15.2,8,9.09,67.98,8192.00
536,9590.2880,7197.7542,0.9600,13.8884,1,11,61.29,205.12,8217.48,local,Mac OS X,aarch64,15.2,8,9.55,67.64,8192.00
537,9590.2880,7189.4542,0.9300,8.3000,1,11,63.98,470.52,8231.64,local,Mac OS X,aarch64,15.2,8,9.67,79.05,8192.00
538,9590.2880,7303.3090,0.9400,113.8548,1,11,63.02,341.90,8245.61,local,Mac OS X,aarch64,15.2,8,9.20,62.03,8192.00
539,9590.2880,7236.0401,0.9600,67.2689,1,11,66.02,169.78,8259.94,local,Mac OS X,aarch64,15.2,8,9.48,68.69,8192.00
540,9590.2880,7103.1239,0.9300,132.9161,1,11,64.32,428.50,8273.96,local,Mac OS X,aarch64,15.2,8,9.54,69.75,8192.00
541,9590.2880,6969.4758,0.9700,133.6482,1,11,62.33,366.63,8288.26,local,Mac OS X,aarch64,15.2,8,9.48,178.00,8192.00
542,9590.2880,7134.2892,0.9700,164.8134,1,11,65.10,242.02,8302.14,local,Mac OS X,aarch64,15.2,8,8.29,63.89,8192.00
543,9590.2880,7011.0646,0.9500,123.2246,1,11,63.93,171.42,8316.27,local,Mac OS X,aarch64,15.2,8,7.81,68.61,8192.00
544,9590.2880,7200.4777,0.9800,189.4131,1,11,63.35,367.74,8330.06,local,Mac OS X,aarch64,15.2,8,8.21,79.45,8192.00
545,9590.2880,7214.1703,0.9500,13.6926,1,11,61.93,244.49,8344.13,local,Mac OS X,aarch64,15.2,8,8.57,76.92,8192.00
546,9590.2880,7105.5865,0.9300,108.5838,1,11,65.27,478.92,8358.12,local,Mac OS X,aarch64,15.2,8,11.25,76.00,8192.00
547,9590.2880,7066.6281,0.9500,38.9584,1,11,62.30,343.88,8372.91,local,Mac OS X,aarch64,15.2,8,11.64,67.47,8192.00
548,9590.2880,7193.2799,0.9500,126.6518,1,11,63.35,227.86,8387.09,local,Mac OS X,aarch64,15.2,8,11.00,88.30,8192.00
549,9590.2880,7253.1459,0.9700,59.8661,1,11,63.57,475.25,8401.36,local,Mac OS X,aarch64,15.2,8,10.12,58.89,8192.00
550,9590.2880,7119.2074,0.9800,133.9385,1,11,62.04,323.51,8415.64,local,Mac OS X,aarch64,15.2,8,9.88,72.13,8192.00
551,9590.2880,7104.6176,0.9300,14.5898,1,11,62.70,240.21,8430.09,local,Mac OS X,aarch64,15.2,8,9.85,64.73,8192.00
552,9590.2880,7240.4852,0.9100,135.8677,1,11,65.39,388.03,8443.97,local,Mac OS X,aarch64,15.2,8,10.17,78.64,8192.00
553,9590.2880,7144.3334,0.9500,96.1518,1,11,63.23,501.37,8457.95,local,Mac OS X,aarch64,15.2,8,10.09,87.84,8192.00
554,9590.2880,6827.4556,0.9600,316.8778,1,11,62.13,417.66,8471.73,local,Mac OS X,aarch64,15.2,8,10.37,72.06,8192.00
