Generacion,MejorFitness,PromFitness,Diversidad,Convergencia,GolesFavor,GolesContra,CpuPercent,MemMB,TimeSec,SlurmJobID,OSName,OSArch,OSVersion,SysCores,SysLoad,SysFreeMemMB,SysTotalMemMB
555,9590.2880,7094.9397,0.9200,267.4841,1,11,62.10,284.41,8485.36,local,Mac OS X,aarch64,15.2,8,9.93,114.61,8192.00
556,9590.2880,7107.8861,0.9200,12.9464,1,11,58.51,193.69,8500.78,local,Mac OS X,aarch64,15.2,8,9.93,140.63,8192.00
557,9590.2880,7220.8152,0.9300,112.9291,1,11,60.26,370.91,8515.54,local,Mac OS X,aarch64,15.2,8,10.26,64.30,8192.00
558,9590.2880,7341.8654,0.9200,121.0503,1,11,62.06,540.30,8530.17,local,Mac OS X,aarch64,15.2,8,9.60,71.39,8192.00
559,9590.2880,7376.3816,0.9300,34.5162,1,11,63.32,426.57,8544.07,local,Mac OS X,aarch64,15.2,8,8.53,64.52,8192.00
560,9590.2880,7377.6162,0.9500,1.2346,1,11,63.67,258.29,8558.61,local,Mac OS X,aarch64,15.2,8,8.62,74.38,8192.00
561,9590.2880,7123.6650,0.9100,253.9511,1,11,64.75,510.05,8572.64,local,Mac OS X,aarch64,15.2,8,8.95,87.31,8192.00
562,9590.2880,6825.6133,0.9600,298.0517,1,11,63.36,457.48,8586.95,local,Mac OS X,aarch64,15.2,8,9.17,60.92,8192.00
563,9590.2880,7101.6556,0.9500,276.0422,1,11,64.32,336.73,8600.94,local,Mac OS X,aarch64,15.2,8,8.65,63.17,8192.00
564,9590.2880,6962.1991,0.9600,139.4565,1,11,62.73,204.48,8615.01,local,Mac OS X,aarch64,15.2,8,8.89,64.83,8192.00
565,9590.2880,6932.4334,0.9500,29.7657,1,11,63.08,548.27,8629.79,local,Mac OS X,aarch64,15.2,8,10.14,75.22,8192.00
566,9590.2880,6914.0109,0.9400,18.4225,1,11,62.21,482.15,8644.12,local,Mac OS X,aarch64,15.2,8,9.85,61.61,8192.00
567,9590.2880,6888.7281,0.9600,25.2828,1,11,64.29,333.39,8658.02,local,Mac OS X,aarch64,15.2,8,9.57,77.52,8192.00
568,9590.2880,7101.8719,0.9300,213.1438,1,11,63.13,525.21,8672.24,local,Mac OS X,aarch64,15.2,8,8.34,63.13,8192.00
569,9590.2880,7178.0932,0.9800,76.2214,1,11,64.38,439.52,8685.98,local,Mac OS X,aarch64,15.2,8,8.80,80.86,8192.00
570,9590.2880,7146.3094,0.9600,31.7838,1,11,64.38,216.30,8700.05,local,Mac OS X,aarch64,15.2,8,8.99,74.89,8192.00
571,9590.2880,7306.8215,0.9400,160.5121,1,11,64.58,428.03,8714.03,local,Mac OS X,aarch64,15.2,8,9.84,73.41,8192.00
572,9590.2880,7164.5439,0.9700,142.2776,1,11,63.17,304.92,8728.25,local,Mac OS X,aarch64,15.2,8,9.38,70.77,8192.00
573,9590.2880,7160.0813,0.9700,4.4625,1,11,63.74,541.73,8742.30,local,Mac OS X,aarch64,15.2,8,8.92,100.67,8192.00
574,9590.2880,7050.5657,0.9300,109.5157,1,11,58.57,444.96,8757.87,local,Mac OS X,aarch64,15.2,8,9.86,71.22,8192.00
575,9590.2880,6926.4151,0.9400,124.1506,1,11,61.90,324.48,8772.56,local,Mac OS X,aarch64,15.2,8,10.48,62.94,8192.00
576,9590.2880,6908.7909,0.9600,17.6242,1,11,64.02,188.50,8786.94,local,Mac OS X,aarch64,15.2,8,9.88,66.66,8192.00
577,9590.2880,7114.8511,0.9500,206.0602,1,11,62.19,350.38,8800.85,local,Mac OS X,aarch64,15.2,8,9.16,60.23,8192.00
578,9590.2880,6919.0550,0.9300,195.7961,1,11,63.97,249.69,8814.55,local,Mac OS X,aarch64,15.2,8,7.96,74.28,8192.00
579,9590.2880,6930.6165,0.9600,11.5615,1,11,63.19,489.62,8828.97,local,Mac OS X,aarch64,15.2,8,7.72,64.59,8192.00
580,9590.2880,7087.8420,0.9300,157.2255,1,11,62.30,352.88,8842.13,local,Mac OS X,aarch64,15.2,8,7.78,58.17,8192.00
581,9590.2880,6978.7309,0.9300,109.1111,1,11,62.32,201.56,8856.24,local,Mac OS X,aarch64,15.2,8,8.18,76.88,8192.00
582,9590.2880,6980.3833,0.9400,1.6524,1,11,63.11,485.37,8869.96,local,Mac OS X,aarch64,15.2,8,8.23,83.45,8192.00
583,9590.2880,7238.1383,0.9400,257.7550,1,11,62.60,278.63,8884.02,local,Mac OS X,aarch64,15.2,8,8.82,80.91,8192.00
584,9590.2880,7046.1352,0.9500,192.0031,1,11,62.43,458.93,8898.33,local,Mac OS X,aarch64,15.2,8,8.31,84.25,8192.00
585,9590.2880,6919.7186,0.9500,126.4166,1,11,63.26,361.88,8911.96,local,Mac OS X,aarch64,15.2,8,8.32,64.81,8192.00
586,9590.2880,6959.1237,0.9300,39.4052,1,11,64.56,535.66,8925.43,local,Mac OS X,aarch64,15.2,8,8.64,79.88,8192.00
587,9590.2880,6952.9628,0.9500,6.1609,1,11,62.58,360.87,8939.47,local,Mac OS X,aarch64,15.2,8,10.10,69.92,8192.00
588,9590.2880,6985.4664,0.9600,32.5036,1,11,65.02,184.05,8953.14,local,Mac OS X,aarch64,15.2,8,10.22,62.80,8192.00
589,9590.2880,7076.2051,0.9200,90.7387,1,11,64.70,419.58,8967.06,local,Mac OS X,aarch64,15.2,8,10.28,58.84,8192.00
590,9590.2880,7051.6977,0.9400,24.5074,1,11,64.41,305.60,8980.90,local,Mac OS X,aarch64,15.2,8,10.45,62.27,8192.00
591,9590.2880,7015.3544,0.9900,36.3433,1,11,65.45,187.58,8994.61,local,Mac OS X,aarch64,15.2,8,10.87,76.47,8192.00
592,9590.2880,6890.4736,0.9700,124.8807,1,11,62.80,502.82,9008.33,local,Mac OS X,aarch64,15.2,8,10.09,93.22,8192.00
593,9590.2880,6949.6805,0.9400,59.2068,1,11,62.92,472.17,9021.77,local,Mac OS X,aarch64,15.2,8,10.04,63.44,8192.00
594,9590.2880,6950.4741,0.9400,0.7936,1,11,63.14,426.47,9036.04,local,Mac OS X,aarch64,15.2,8,10.96,67.14,8192.00
595,9590.2880,6802.7464,0.9500,147.7277,1,11,60.83,405.63,9049.35,local,Mac OS X,aarch64,15.2,8,10.79,78.23,8192.00
596,9590.2880,6815.1057,0.9600,12.3593,1,11,63.65,268.53,9063.57,local,Mac OS X,aarch64,15.2,8,10.26,66.89,8192.00
597,9590.2880,6652.4334,0.9800,162.6723,1,11,63.80,242.78,9077.20,local,Mac OS X,aarch64,15.2,8,9.68,64.92,8192.00
598,9590.2880,6670.7974,0.9600,18.3640,1,11,63.68,221.52,9091.26,local,Mac OS X,aarch64,15.2,8,9.96,81.55,8192.00
599,9590.2880,6574.9864,0.9900,95.8110,1,11,62.97,531.82,9104.58,local,Mac OS X,aarch64,15.2,8,10.86,73.14,8192.00
600,9590.2880,6782.1838,0.9900,207.1974,1,11,62.76,451.21,9118.24,local,Mac OS X,aarch64,15.2,8,9.81,63.13,8192.00
601,9590.2880,6802.0885,0.9300,19.9048,1,11,63.01,417.95,9131.90,local,Mac OS X,aarch64,15.2,8,9.44,60.91,8192.00
602,9590.2880,6803.5874,0.9400,1.4988,1,11,63.33,313.29,9145.68,local,Mac OS X,aarch64,15.2,8,9.28,82.23,8192.00
603,9590.2880,6797.4575,0.9600,6.1299,1,11,62.84,186.51,9159.89,local,Mac OS X,aarch64,15.2,8,13.27,99.34,8192.00
604,9590.2880,6979.3445,0.9100,181.8870,1,11,60.88,182.36,9173.46,local,Mac OS X,aarch64,15.2,8,12.49,122.61,8192.00
605,9590.2880,6928.8100,0.9500,50.5345,1,11,62.56,229.41,9187.73,local,Mac OS X,aarch64,15.2,8,12.03,136.89,8192.00
606,9590.2880,6861.3012,0.9300,67.5088,1,11,62.41,544.18,9201.26,local,Mac OS X,aarch64,15.2,8,12.62,61.88,8192.00
607,9590.2880,6879.1343,0.9200,17.8331,1,11,59.95,546.99,9215.23,local,Mac OS X,aarch64,15.2,8,13.05,73.88,8192.00
608,9590.2880,6744.5533,0.9900,134.5810,1,11,62.37,491.74,9229.40,local,Mac OS X,aarch64,15.2,8,12.59,133.77,8192.00
609,9590.2880,6532.8857,0.9600,211.6676,1,11,62.77,544.61,9243.92,local,Mac OS X,aarch64,15.2,8,11.83,110.23,8192.00
610,9590.2880,6526.0216,0.9900,6.8641,1,11,63.84,202.88,9257.68,local,Mac OS X,aarch64,15.2,8,11.30,88.66,8192.00
611,9590.2880,6467.7531,0.9800,58.2685,1,11,62.71,197.10,9272.17,local,Mac OS X,aarch64,15.2,8,11.19,57.27,8192.00
612,9590.2880,6591.5423,0.9400,123.7892,1,11,64.30,493.00,9285.83,local,Mac OS X,aarch64,15.2,8,9.70,80.52,8192.00
613,9590.2880,6528.6656,0.9200,62.8767,1,11,62.93,432.19,9299.99,local,Mac OS X,aarch64,15.2,8,9.36,75.39,8192.00
614,9590.2880,6582.2857,0.9700,53.6201,1,11,64.94,342.96,9313.83,local,Mac OS X,aarch64,15.2,8,9.48,80.41,8192.00
615,9590.2880,6732.2163,0.9500,149.9306,1,11,62.94,240.27,9327.89,local,Mac OS X,aarch64,15.2,8,10.29,58.09,8192.00
616,9590.2880,6638.1802,0.9300,94.0361,1,11,60.08,252.18,9342.34,local,Mac OS X,aarch64,15.2,8,10.85,125.75,8192.00
617,9590.2880,6589.3103,0.9200,48.8699,1,11,62.44,304.95,9356.14,local,Mac OS X,aarch64,15.2,8,9.23,64.47,8192.00
618,9590.2880,6734.7000,0.9500,145.3897,1,11,62.72,234.75,9370.27,local,Mac OS X,aarch64,15.2,8,9.70,79.73,8192.00
619,9590.2880,6803.6605,0.9700,68.9606,1,11,64.01,516.61,9383.91,local,Mac OS X,aarch64,15.2,8,9.50,57.89,8192.00
620,9590.2880,6878.8146,0.9600,75.1540,1,11,61.34,448.82,9397.99,local,Mac OS X,aarch64,15.2,8,9.10,73.86,8192.00
621,9590.2880,7002.9629,0.9400,124.1484,1,11,62.26,350.65,9411.66,local,Mac OS X,aarch64,15.2,8,9.34,59.31,8192.00
622,9590.2880,6940.0698,0.9300,62.8931,1,11,63.07,359.37,9426.08,local,Mac OS X,aarch64,15.2,8,9.56,62.70,8192.00
623,9590.2880,7001.9091,0.9500,61.8392,1,11,62.42,344.73,9439.93,local,Mac OS X,aarch64,15.2,8,9.69,84.83,8192.00
624,9590.2880,6999.3845,0.9300,2.5246,1,11,62.85,291.49,9454.23,local,Mac OS X,aarch64,15.2,8,8.81,87.94,8192.00
625,9590.2880,6965.2563,0.9400,34.1281,1,11,65.86,201.83,9468.10,local,Mac OS X,aarch64,15.2,8,8.56,72.97,8192.00
626,9590.2880,6918.8272,0.9200,46.4292,1,11,64.94,445.69,9482.29,local,Mac OS X,aarch64,15.2,8,8.87,64.27,8192.00
627,9590.2880,7147.2333,0.9600,228.4061,1,11,63.74,289.46,9495.98,local,Mac OS X,aarch64,15.2,8,8.51,70.19,8192.00
628,9590.2880,7375.2093,0.9100,227.9760,1,11,62.90,490.19,9510.50,local,Mac OS X,aarch64,15.2,8,8.81,90.38,8192.00
629,9590.2880,7204.7099,0.9300,170.4994,1,11,62.67,360.95,9524.11,local,Mac OS X,aarch64,15.2,8,7.67,64.22,8192.00
630,9590.2880,7282.7972,0.9500,78.0873,1,11,64.01,536.45,9538.38,local,Mac OS X,aarch64,15.2,8,7.49,60.34,8192.00
631,9590.2880,7160.2187,0.9600,122.5785,1,11,64.00,465.65,9552.16,local,Mac OS X,aarch64,15.2,8,7.79,65.39,8192.00
632,9590.2880,7428.4212,0.9100,268.2025,1,11,63.95,278.91,9566.23,local,Mac OS X,aarch64,15.2,8,8.68,64.91,8192.00
633,9590.2880,7028.6993,0.9300,399.7219,1,11,63.49,243.71,9580.40,local,Mac OS X,aarch64,15.2,8,8.49,59.56,8192.00
634,9590.2880,7145.5473,0.9500,116.8480,1,11,63.75,476.91,9594.43,local,Mac OS X,aarch64,15.2,8,8.55,83.41,8192.00
635,9590.2880,7272.4307,0.9400,126.8834,1,11,63.28,315.17,9608.67,local,Mac OS X,aarch64,15.2,8,8.61,72.77,8192.00
636,9590.2880,7046.0333,0.9500,226.3974,1,11,63.02,218.41,9622.96,local,Mac OS X,aarch64,15.2,8,9.23,61.92,8192.00
637,9590.2880,6992.8226,0.9500,53.2107,1,11,62.93,556.23,9638.20,local,Mac OS X,aarch64,15.2,8,9.78,78.13,8192.00
638,9590.2880,7214.6322,0.9300,221.8096,1,11,63.22,473.26,9652.51,local,Mac OS X,aarch64,15.2,8,9.59,77.69,8192.00
639,9590.2880,7191.1498,0.9400,23.4825,1,11,64.34,383.26,9667.14,local,Mac OS X,aarch64,15.2,8,9.34,61.23,8192.00
640,9590.2880,7168.4060,0.9700,22.7438,1,11,63.52,428.58,9681.49,local,Mac OS X,aarch64,15.2,8,8.31,56.92,8192.00
641,9590.2880,7085.9456,0.9700,82.4604,1,11,62.47,496.34,9696.12,local,Mac OS X,aarch64,15.2,8,8.70,113.22,8192.00
642,9590.2880,7182.5282,0.9500,96.5827,1,11,63.99,522.25,9710.30,local,Mac OS X,aarch64,15.2,8,7.92,71.95,8192.00
643,9590.2880,7252.4780,0.9700,69.9498,1,11,62.65,475.45,9725.00,local,Mac OS X,aarch64,15.2,8,7.27,68.72,8192.00
644,9590.2880,7160.5576,0.9500,91.9204,1,11,62.18,194.31,9738.76,local,Mac OS X,aarch64,15.2,8,7.80,58.63,8192.00
645,9590.2880,7049.5657,0.9600,110.9919,1,11,64.40,321.09,9753.28,local,Mac OS X,aarch64,15.2,8,7.48,71.20,8192.00
646,9590.2880,7027.9257,0.9500,21.6400,1,11,63.84,330.33,9767.48,local,Mac OS X,aarch64,15.2,8,7.65,70.58,8192.00
647,9590.2880,7126.1459,0.9200,98.2202,1,11,64.95,409.19,9782.06,local,Mac OS X,aarch64,15.2,8,7.49,59.47,8192.00
648,9590.2880,7092.1138,0.9500,34.0320,1,11,65.99,546.49,9796.11,local,Mac OS X,aarch64,15.2,8,7.71,68.66,8192.00
649,9590.2880,7256.3118,0.9200,164.1980,1,11,64.59,301.30,9810.30,local,Mac OS X,aarch64,15.2,8,7.40,62.63,8192.00
650,9590.2880,7445.6011,0.9400,189.2893,1,11,63.30,468.10,9824.50,local,Mac OS X,aarch64,15.2,8,7.30,200.58,8192.00
651,9590.2880,7463.3641,0.9500,17.7630,1,11,64.56,279.81,9839.27,local,Mac OS X,aarch64,15.2,8,6.80,62.14,8192.00
652,9590.2880,7123.8734,0.9600,339.4907,1,11,66.04,233.23,9853.61,local,Mac OS X,aarch64,15.2,8,7.29,74.06,8192.00
653,9590.2880,7068.8835,0.9600,54.9898,1,11,61.10,555.98,9868.58,local,Mac OS X,aarch64,15.2,8,8.51,127.06,8192.00
654,9590.2880,6978.7732,0.9600,90.1103,1,11,62.81,438.79,9883.72,local,Mac OS X,aarch64,15.2,8,8.53,78.63,8192.00
655,9590.2880,7271.9741,0.9700,293.2008,1,11,63.87,370.06,9898.42,local,Mac OS X,aarch64,15.2,8,9.80,66.58,8192.00
656,9590.2880,7294.7403,0.9600,22.7662,1,11,65.41,267.37,9912.65,local,Mac OS X,aarch64,15.2,8,10.32,65.05,8192.00
657,9590.2880,6986.5718,0.9800,308.1685,1,11,64.45,380.16,9927.55,local,Mac OS X,aarch64,15.2,8,10.18,66.72,8192.00
658,9590.2880,7102.9706,0.9600,116.3989,1,11,60.04,387.43,9943.10,local,Mac OS X,aarch64,15.2,8,10.72,105.72,8192.00
659,9590.2880,7144.9315,0.9200,41.9609,1,11,61.02,524.71,9958.99,local,Mac OS X,aarch64,15.2,8,12.86,171.44,8192.00
660,9590.2880,7295.8385,0.9600,150.9070,1,11,64.43,536.59,9973.70,local,Mac OS X,aarch64,15.2,8,12.17,88.42,8192.00
661,9590.2880,7394.6174,0.9800,98.7789,1,11,64.34,247.77,9988.72,local,Mac OS X,aarch64,15.2,8,11.49,82.70,8192.00
662,9590.2880,7453.0265,0.9600,58.4091,1,11,63.79,325.73,10003.58,local,Mac OS X,aarch64,15.2,8,10.94,81.08,8192.00
663,9590.2880,7182.3068,0.9600,270.7197,1,11,62.46,366.21,10018.14,local,Mac OS X,aarch64,15.2,8,10.64,66.80,8192.00
664,9590.2880,7292.1915,0.9600,109.8847,1,11,63.77,516.74,10032.98,local,Mac OS X,aarch64,15.2,8,9.86,185.30,8192.00
665,9590.2880,7250.1569,0.9600,42.0346,1,11,64.54,370.15,10047.56,local,Mac OS X,aarch64,15.2,8,9.59,67.53,8192.00
666,9590.2880,7137.6991,0.9300,112.4578,1,11,62.08,284.30,10061.87,local,Mac OS X,aarch64,15.2,8,9.64,70.83,8192.00
667,9590.2880,7218.2290,0.9700,80.5300,1,11,63.42,512.14,10076.03,local,Mac OS X,aarch64,15.2,8,8.59,66.41,8192.00
668,9590.2880,7257.8479,0.9600,39.6189,1,11,61.95,419.83,10090.81,local,Mac OS X,aarch64,15.2,8,9.52,179.59,8192.00
669,9590.2880,7079.3158,0.9700,178.5321,1,11,64.96,354.75,10105.62,local,Mac OS X,aarch64,15.2,8,10.14,62.00,8192.00
670,9590.2880,7210.0524,0.9500,130.7366,1,11,64.56,304.56,10120.32,local,Mac OS X,aarch64,15.2,8,9.63,80.28,8192.00
671,9590.2880,7259.6442,0.9400,49.5918,1,11,64.79,290.32,10134.53,local,Mac OS X,aarch64,15.2,8,10.15,65.36,8192.00
672,9590.2880,7180.5939,0.9500,79.0504,1,11,64.26,220.66,10149.12,local,Mac OS X,aarch64,15.2,8,10.41,76.59,8192.00
673,9590.2880,7200.4805,0.9600,19.8866,1,11,63.68,516.42,10163.14,local,Mac OS X,aarch64,15.2,8,10.45,64.09,8192.00
674,9590.2880,7375.1698,0.9500,174.6893,1,11,62.81,529.73,10177.37,local,Mac OS X,aarch64,15.2,8,9.64,58.00,8192.00
675,9590.2880,7415.5213,0.9500,40.3516,1,11,64.51,473.41,10191.48,local,Mac OS X,aarch64,15.2,8,8.63,69.92,8192.00
676,9590.2880,7352.8957,0.9400,62.6257,1,11,61.89,558.85,10206.17,local,Mac OS X,aarch64,15.2,8,8.28,64.17,8192.00
677,9590.2880,7223.7898,0.9600,129.1059,1,11,65.93,228.53,10220.38,local,Mac OS X,aarch64,15.2,8,8.29,77.73,8192.00
678,9590.2880,7367.6306,0.9400,143.8407,1,11,63.93,332.78,10234.68,local,Mac OS X,aarch64,15.2,8,9.37,89.94,8192.00
679,9590.2880,7573.0513,0.9900,205.4208,1,11,61.68,399.04,10248.70,local,Mac OS X,aarch64,15.2,8,10.10,68.95,8192.00
680,9590.2880,7107.2267,0.9700,465.8246,1,11,62.76,244.86,10263.59,local,Mac OS X,aarch64,15.2,8,10.41,85.98,8192.00
681,9590.2880,6850.4860,0.9800,256.7407,1,11,65.17,561.87,10277.92,local,Mac OS X,aarch64,15.2,8,10.75,65.83,8192.00
682,9590.2880,6986.8182,0.9800,136.3322,1,11,62.35,391.38,10292.19,local,Mac OS X,aarch64,15.2,8,10.22,63.33,8192.00
683,9590.2880,7033.7878,0.9600,46.9695,1,11,62.39,255.29,10306.31,local,Mac OS X,aarch64,15.2,8,9.96,75.33,8192.00
684,9590.2880,7139.1354,0.9300,105.3476,1,11,64.17,521.13,10321.04,local,Mac OS X,aarch64,15.2,8,10.00,77.67,8192.00
685,9590.2880,6958.2695,0.9700,180.8659,1,11,63.84,522.90,10335.20,local,Mac OS X,aarch64,15.2,8,9.77,60.47,8192.00
686,9590.2880,7200.9600,0.9800,242.6905,1,11,63.48,432.76,10350.34,local,Mac OS X,aarch64,15.2,8,10.15,77.58,8192.00
687,9590.2880,7151.4667,0.9600,49.4934,1,11,63.47,358.04,10364.47,local,Mac OS X,aarch64,15.2,8,10.09,74.00,8192.00
688,9590.2880,7132.9855,0.9800,18.4812,1,11,63.73,292.80,10379.13,local,Mac OS X,aarch64,15.2,8,11.73,60.77,8192.00
689,9590.2880,7108.3083,0.9600,24.6771,1,11,63.16,340.82,10393.35,local,Mac OS X,aarch64,15.2,8,11.44,64.61,8192.00
690,9590.2880,7184.9465,0.9400,76.6382,1,11,64.15,339.79,10407.73,local,Mac OS X,aarch64,15.2,8,10.96,65.27,8192.00
691,9590.2880,7338.6678,0.9300,153.7213,1,11,63.84,272.64,10421.80,local,Mac OS X,aarch64,15.2,8,9.45,63.17,8192.00
692,9590.2880,7470.3892,0.9600,131.7214,1,11,63.36,251.94,10435.70,local,Mac OS X,aarch64,15.2,8,8.78,86.67,8192.00
693,9590.2880,7011.1259,0.9800,459.2633,1,11,65.02,407.28,10450.18,local,Mac OS X,aarch64,15.2,8,9.54,59.08,8192.00
694,9590.2880,7170.6652,0.9400,159.5393,1,11,65.56,464.60,10464.29,local,Mac OS X,aarch64,15.2,8,9.72,65.47,8192.00
695,9590.2880,7315.8127,0.9300,145.1476,1,11,61.78,506.34,10479.57,local,Mac OS X,aarch64,15.2,8,10.09,89.52,8192.00
696,9590.2880,7243.3779,0.9600,72.4348,1,11,64.43,306.18,10493.78,local,Mac OS X,aarch64,15.2,8,10.01,95.81,8192.00
697,9590.2880,6957.1966,0.9400,286.1813,1,11,61.83,568.47,10509.06,local,Mac OS X,aarch64,15.2,8,9.78,164.39,8192.00
698,9590.2880,6884.7712,0.9500,72.4254,1,11,63.50,490.14,10523.42,local,Mac OS X,aarch64,15.2,8,10.46,76.20,8192.00
699,9590.2880,6855.4397,0.9500,29.3315,1,11,63.53,420.03,10538.80,local,Mac OS X,aarch64,15.2,8,12.09,80.42,8192.00
700,9590.2880,6942.7766,0.9500,87.3369,1,11,56.77,297.82,10554.85,local,Mac OS X,aarch64,15.2,8,13.10,121.36,8192.00
701,9590.2880,6876.2533,0.9800,66.5232,1,11,58.70,571.07,10570.91,local,Mac OS X,aarch64,15.2,8,15.68,134.22,8192.00
702,9590.2880,6889.2999,0.9500,13.0466,1,11,61.33,520.42,10586.30,local,Mac OS X,aarch64,15.2,8,13.80,135.95,8192.00
703,9590.2880,6975.8417,0.9200,86.5418,1,11,63.61,476.24,10600.54,local,Mac OS X,aarch64,15.2,8,12.96,81.95,8192.00
704,9590.2880,7028.1212,0.9200,52.2795,1,11,62.45,452.47,10614.88,local,Mac OS X,aarch64,15.2,8,12.19,68.44,8192.00
705,9590.2880,7236.9608,0.9000,208.8397,1,11,60.33,233.75,10630.03,local,Mac OS X,aarch64,15.2,8,12.00,145.95,8192.00
706,9590.2880,7429.1556,0.9400,192.1948,1,11,63.11,213.57,10644.96,local,Mac OS X,aarch64,15.2,8,13.55,67.73,8192.00
707,9590.2880,7513.0934,0.9600,83.9378,1,11,63.41,447.37,10660.14,local,Mac OS X,aarch64,15.2,8,12.70,57.05,8192.00
708,9590.2880,7421.6872,0.9700,91.4062,1,11,63.42,469.11,10674.68,local,Mac OS X,aarch64,15.2,8,13.09,168.97,8192.00
709,9590.2880,7348.8943,0.9400,72.7929,1,11,62.07,565.08,10689.64,local,Mac OS X,aarch64,15.2,8,12.28,156.19,8192.00
710,9590.2880,7251.5269,0.9600,97.3674,1,11,64.76,342.69,10704.30,local,Mac OS X,aarch64,15.2,8,11.55,66.38,8192.00
711,9590.2880,7079.7471,0.9600,171.7798,1,11,63.77,504.02,10719.44,local,Mac OS X,aarch64,15.2,8,12.18,144.09,8192.00
712,9590.2880,7221.5728,0.9000,141.8257,1,11,63.09,265.70,10733.55,local,Mac OS X,aarch64,15.2,8,11.58,70.52,8192.00
713,9590.2880,7123.3474,0.9600,98.2254,1,11,63.18,353.01,10748.11,local,Mac OS X,aarch64,15.2,8,10.41,61.16,8192.00
714,9590.2880,7130.4527,0.9700,7.1054,1,11,63.77,228.76,10762.69,local,Mac OS X,aarch64,15.2,8,10.53,70.66,8192.00
715,9590.2880,7268.7340,0.9600,138.2812,1,11,63.22,323.20,10777.52,local,Mac OS X,aarch64,15.2,8,10.97,110.45,8192.00
716,9590.2880,7201.3414,0.9400,67.3926,1,11,65.16,542.94,10792.09,local,Mac OS X,aarch64,15.2,8,10.43,63.31,8192.00
717,9590.2880,7270.1283,0.9300,68.7870,1,11,62.58,424.17,10806.88,local,Mac OS X,aarch64,15.2,8,10.06,74.23,8192.00
718,9590.2880,6950.9793,0.9600,319.1490,1,11,62.82,335.44,10821.63,local,Mac OS X,aarch64,15.2,8,9.56,104.50,8192.00
719,9590.2880,6897.5241,0.9800,53.4553,1,11,63.55,336.34,10836.55,local,Mac OS X,aarch64,15.2,8,9.30,77.47,8192.00
720,9590.2880,6960.9644,0.9300,63.4403,1,11,63.05,318.08,10851.04,local,Mac OS X,aarch64,15.2,8,9.14,93.23,8192.00
721,9590.2880,6876.9193,0.9600,84.0451,1,11,62.95,407.54,10865.98,local,Mac OS X,aarch64,15.2,8,9.55,74.39,8192.00
722,9590.2880,7006.6935,0.9600,129.7742,1,11,63.65,503.05,10880.06,local,Mac OS X,aarch64,15.2,8,10.04,64.89,8192.00
723,9590.2880,7010.4400,0.9500,3.7465,1,11,62.39,262.98,10894.66,local,Mac OS X,aarch64,15.2,8,10.15,64.58,8192.00
724,9590.2880,6852.5264,0.9600,157.9136,1,11,63.16,450.97,10909.71,local,Mac OS X,aarch64,15.2,8,9.93,62.66,8192.00
725,9590.2880,6640.0816,0.9700,212.4448,1,11,64.26,265.15,10924.61,local,Mac OS X,aarch64,15.2,8,9.93,67.14,8192.00
726,9590.2880,6781.8624,0.9500,141.7808,1,11,64.15,461.92,10938.76,local,Mac OS X,aarch64,15.2,8,10.12,76.95,8192.00
727,9590.2880,6831.1281,0.9600,49.2657,1,11,62.49,362.14,10953.44,local,Mac OS X,aarch64,15.2,8,10.39,70.22,8192.00
728,9590.2880,6940.1138,0.9300,108.9857,1,11,63.13,527.47,10968.13,local,Mac OS X,aarch64,15.2,8,10.47,171.75,8192.00
729,9590.2880,6953.1715,0.9400,13.0577,1,11,57.20,390.85,10984.74,local,Mac OS X,aarch64,15.2,8,11.57,94.98,8192.00
730,9590.2880,6950.8581,0.9500,2.3135,1,11,63.49,272.15,10999.50,local,Mac OS X,aarch64,15.2,8,10.97,74.06,8192.00
731,9590.2880,6965.5134,0.9300,14.6554,1,11,63.14,551.88,11015.06,local,Mac OS X,aarch64,15.2,8,11.27,83.09,8192.00
732,9590.2880,7041.0546,0.9200,75.5412,1,11,64.34,571.30,11030.34,local,Mac OS X,aarch64,15.2,8,11.07,66.28,8192.00
733,9590.2880,7117.3006,0.9400,76.2460,1,11,62.29,483.07,11045.35,local,Mac OS X,aarch64,15.2,8,11.47,65.58,8192.00
734,9590.2880,7032.9562,0.9500,84.3444,1,11,62.72,463.84,11059.94,local,Mac OS X,aarch64,15.2,8,10.98,65.42,8192.00
735,9590.2880,6888.5854,0.9400,144.3708,1,11,63.40,505.59,11075.16,local,Mac OS X,aarch64,15.2,8,11.88,127.02,8192.00
736,9590.2880,6926.6897,0.9200,38.1043,1,11,64.91,311.35,11089.68,local,Mac OS X,aarch64,15.2,8,11.35,62.97,8192.00
737,9590.2880,7033.4776,0.9600,106.7879,1,11,63.43,412.64,11104.59,local,Mac OS X,aarch64,15.2,8,10.79,67.83,8192.00
738,9590.2880,7050.7317,0.9700,17.2541,1,11,63.63,457.13,11119.43,local,Mac OS X,aarch64,15.2,8,10.41,68.14,8192.00
739,9590.2880,7084.9365,0.9200,34.2049,1,11,63.27,222.77,11134.97,local,Mac OS X,aarch64,15.2,8,9.87,68.66,8192.00
740,9590.2880,7094.6435,0.9700,9.7070,1,11,65.36,415.58,11150.27,local,Mac OS X,aarch64,15.2,8,10.28,95.42,8192.00
741,9590.2880,7107.3007,0.9400,12.6572,1,11,64.01,528.33,11165.11,local,Mac OS X,aarch64,15.2,8,10.19,88.38,8192.00
