Generación,Mejor Fitness Generación,Fitness Global,Fitness Promedio,Diversidad,Peor Fitness,CPU (%),Memoria (%),Tiempo (s),Goles Favor,Goles Contra,OS,OS Version,Java Version,OS Arquitectura,CPUs (configurados),Population Size,Mutation Rate,Crossover Rate
29,32.50,37.00,31.15,11.65,28.00,9.23,83.009,72.232,0,28,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
30,46.00,46.00,33.40,10.46,28.00,14.21,83.021,74.555,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
31,46.00,46.00,32.95,6.80,28.00,11.27,83.018,76.824,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
32,46.00,46.00,34.75,10.14,28.00,11.97,83.410,79.166,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
33,46.00,46.00,34.53,11.19,28.00,12.84,83.251,81.434,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
34,46.00,46.00,35.43,11.24,28.00,8.97,83.302,83.591,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
35,46.00,46.00,34.08,11.09,28.00,11.61,83.153,85.911,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
36,46.00,46.00,33.63,11.66,28.00,20.76,83.577,88.232,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
37,46.00,46.00,34.75,11.93,28.00,10.77,83.600,90.568,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
38,46.00,46.00,32.05,12.94,28.00,9.89,83.530,92.866,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
39,32.50,46.00,29.80,12.65,28.00,12.99,83.430,95.226,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
40,32.50,46.00,31.15,11.89,28.00,8.90,83.283,97.527,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
41,32.50,46.00,30.25,12.58,28.00,9.33,83.265,99.811,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
42,32.50,46.00,29.80,12.26,28.00,11.40,83.327,102.132,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
43,34.75,46.00,30.03,12.39,28.00,8.48,83.384,104.284,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
44,34.75,46.00,30.03,12.20,28.00,14.22,83.678,106.560,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
45,34.75,46.00,30.03,11.38,28.00,9.27,83.753,108.887,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
46,34.75,46.00,30.70,11.95,28.00,12.45,83.549,111.197,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
47,34.75,46.00,31.83,11.62,28.00,9.12,83.458,113.509,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
48,34.75,46.00,31.15,10.95,28.00,12.16,83.294,115.833,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
49,34.75,46.00,31.15,10.64,28.00,8.77,83.401,118.173,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
50,34.75,46.00,30.70,11.81,28.00,9.63,83.279,120.512,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
51,37.00,46.00,32.28,11.85,28.00,9.89,83.222,122.790,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
52,37.00,46.00,31.15,12.02,28.00,8.50,83.943,125.172,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
53,37.00,46.00,31.15,11.50,28.00,8.73,83.478,127.195,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
54,37.00,46.00,30.93,12.03,28.00,11.76,83.511,129.299,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
55,32.50,46.00,29.80,10.48,28.00,10.97,83.454,131.604,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
56,32.50,46.00,31.15,11.12,28.00,8.65,83.509,133.923,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
57,37.00,46.00,32.05,11.46,28.00,11.32,83.320,135.823,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
58,32.50,46.00,30.70,12.20,28.00,8.53,83.457,138.133,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
59,34.75,46.00,31.38,10.61,28.00,8.85,83.461,140.410,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
60,34.75,46.00,31.83,10.62,28.00,8.77,83.304,142.419,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
61,34.75,46.00,30.48,11.18,28.00,11.75,83.399,144.701,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
62,34.75,46.00,30.70,12.22,28.00,10.54,83.422,147.200,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
63,34.75,46.00,29.80,11.57,28.00,11.84,83.382,149.528,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
64,34.75,46.00,32.28,9.68,28.00,11.53,83.385,151.770,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
65,34.75,46.00,32.95,7.56,28.00,8.88,83.367,154.044,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
66,34.75,46.00,33.63,8.15,28.00,25.64,83.436,155.929,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
67,34.75,46.00,31.15,9.43,28.00,26.74,83.577,158.253,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
68,34.75,46.00,31.15,10.91,28.00,22.74,83.541,160.566,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
69,34.75,46.00,30.03,10.74,28.00,12.12,83.785,162.917,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
70,34.75,46.00,30.93,10.12,28.00,9.75,83.651,165.274,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
71,34.75,46.00,31.60,9.65,28.00,9.11,83.587,167.121,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
72,34.75,46.00,29.80,10.69,28.00,9.19,83.508,169.471,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
73,34.75,46.00,29.13,11.38,28.00,9.01,83.401,171.836,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
74,34.75,46.00,30.93,12.27,28.00,8.50,83.441,173.730,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
75,34.75,46.00,29.35,11.78,28.00,11.87,83.444,175.687,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
76,34.75,46.00,29.58,12.93,28.00,10.50,83.428,178.013,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
77,34.75,46.00,29.35,12.78,28.00,10.32,83.659,180.404,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
78,34.75,46.00,29.58,12.62,25.75,8.69,83.529,182.704,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
79,39.25,46.00,30.70,12.66,25.75,8.37,83.499,185.072,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
80,34.75,46.00,30.25,12.50,25.75,8.34,83.461,187.386,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
81,34.75,46.00,30.03,12.17,25.75,9.49,83.530,189.619,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
82,34.75,46.00,30.93,12.06,25.75,11.24,83.617,191.624,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
83,34.75,46.00,32.28,11.90,25.75,8.41,83.577,193.974,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
84,37.00,46.00,30.25,12.16,25.75,11.15,83.823,196.276,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
85,37.00,46.00,31.15,11.98,28.00,8.89,83.882,198.544,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
86,37.00,46.00,32.28,11.05,28.00,9.12,83.902,200.441,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
87,37.00,46.00,33.18,11.66,28.00,9.23,83.895,202.690,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
88,37.00,46.00,33.18,11.21,28.00,12.07,83.734,205.043,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
89,37.00,46.00,32.28,11.99,28.00,11.03,83.597,207.404,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
90,37.00,46.00,32.28,12.13,28.00,9.06,83.601,209.746,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
91,37.00,46.00,32.95,11.31,28.00,12.38,83.567,211.683,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
92,37.00,46.00,30.03,12.06,28.00,8.94,83.653,213.889,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
93,37.00,46.00,30.70,11.05,28.00,11.14,83.633,216.236,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
94,37.00,46.00,31.60,10.32,28.00,9.67,83.704,218.132,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
95,37.00,46.00,31.38,8.57,28.00,9.97,83.847,220.452,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
96,34.75,46.00,31.60,11.27,28.00,13.28,83.669,222.788,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
97,34.75,46.00,31.15,11.81,28.00,9.23,83.736,225.043,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
98,32.50,46.00,30.03,11.71,28.00,11.08,83.822,227.121,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
99,32.50,46.00,29.35,12.01,28.00,9.63,83.839,229.461,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
100,34.75,46.00,30.48,12.67,28.00,11.15,83.729,231.752,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
101,34.75,46.00,30.93,12.22,28.00,9.32,83.785,233.895,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
102,34.75,46.00,30.70,12.55,28.00,10.41,83.559,236.262,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
103,32.50,46.00,29.80,12.98,28.00,9.28,83.661,238.602,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
104,32.50,46.00,30.70,12.30,28.00,11.99,83.684,240.948,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
105,32.50,46.00,30.70,11.85,28.00,10.50,83.699,243.244,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
106,32.50,46.00,31.15,11.55,28.00,8.79,83.737,245.553,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
107,32.50,46.00,31.60,11.08,28.00,13.28,83.803,247.880,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
108,34.75,46.00,30.48,11.64,28.00,10.88,83.943,250.180,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
109,34.75,46.00,31.15,11.82,28.00,9.13,83.890,252.411,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
110,34.75,46.00,30.70,11.95,28.00,9.25,83.982,254.674,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
111,41.50,46.00,34.98,11.24,28.00,11.30,83.871,256.623,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
112,41.50,46.00,32.95,10.47,28.00,10.00,83.915,258.906,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
113,34.75,46.00,31.83,10.93,28.00,10.50,83.859,261.267,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
114,34.75,46.00,31.60,11.44,28.00,8.62,83.895,263.513,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
115,34.75,46.00,30.25,11.67,28.00,9.12,83.782,265.794,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
116,34.75,46.00,30.48,11.41,28.00,9.02,83.932,268.068,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
117,32.50,46.00,29.80,11.48,28.00,9.72,83.818,270.378,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
118,34.75,46.00,30.70,11.80,28.00,9.29,83.849,272.600,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
119,34.75,46.00,30.25,11.43,28.00,12.11,83.876,274.963,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
120,34.75,46.00,30.70,11.23,28.00,9.23,83.781,277.372,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
121,34.75,46.00,31.15,10.27,28.00,9.38,84.201,279.720,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
122,34.75,46.00,31.60,10.98,28.00,10.27,84.211,281.916,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
123,34.75,46.00,32.05,11.55,28.00,14.14,84.337,284.305,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
124,34.75,46.00,31.60,11.95,28.00,12.28,84.151,286.564,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
125,34.75,46.00,30.93,11.99,28.00,13.47,84.965,288.862,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
126,34.75,46.00,30.93,12.15,28.00,13.87,84.811,291.189,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
127,34.75,46.00,29.80,12.31,28.00,10.15,84.760,293.566,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
128,37.00,46.00,30.93,12.29,28.00,14.23,84.809,295.891,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
129,37.00,46.00,29.58,10.93,25.75,11.01,85.045,298.152,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
130,37.00,46.00,29.80,12.42,28.00,10.42,84.928,300.499,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
131,37.00,46.00,30.70,12.47,28.00,10.38,84.873,302.825,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
132,34.75,46.00,30.03,10.86,28.00,8.77,84.915,304.852,0,24,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
133,48.25,48.25,30.93,11.51,28.00,9.55,84.710,307.136,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
134,34.75,48.25,30.48,11.47,28.00,12.65,84.882,309.426,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
135,32.50,48.25,31.15,10.66,28.00,11.98,84.918,311.556,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
136,32.50,48.25,31.15,12.19,28.00,10.37,85.097,313.499,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
137,32.50,48.25,31.60,10.90,28.00,8.93,85.062,315.462,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
138,34.75,48.25,31.15,11.45,25.75,9.87,84.962,317.511,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
139,34.75,48.25,31.38,10.94,28.00,9.00,84.989,319.727,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
140,32.50,48.25,30.70,11.99,28.00,9.39,84.807,322.047,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
141,32.50,48.25,31.60,11.91,28.00,12.22,85.094,324.372,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
142,32.50,48.25,30.70,11.42,28.00,11.18,85.134,326.726,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
143,32.50,48.25,30.70,12.22,28.00,11.23,85.137,329.028,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
144,32.50,48.25,30.70,11.28,28.00,12.17,84.952,331.383,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
145,34.75,48.25,31.15,10.72,28.00,11.40,84.949,333.579,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
146,32.50,48.25,30.93,10.67,28.00,9.06,84.900,335.835,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
147,34.75,48.25,30.93,10.57,28.00,11.84,85.084,338.162,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
148,34.75,48.25,31.15,10.76,28.00,12.44,85.060,340.435,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
149,34.75,48.25,30.48,11.15,28.00,10.28,84.995,342.786,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
150,32.50,48.25,31.60,9.94,28.00,46.80,85.202,345.050,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
151,32.50,48.25,32.05,8.21,28.00,49.88,85.190,347.420,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
152,34.75,48.25,31.83,10.98,28.00,39.54,85.126,349.751,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
153,34.75,48.25,30.48,11.78,28.00,26.43,85.549,351.771,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
154,34.75,48.25,31.83,10.69,28.00,13.90,84.352,354.143,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
155,34.75,48.25,31.38,10.82,28.00,12.92,83.925,356.426,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
156,32.50,48.25,31.15,11.52,28.00,16.95,83.963,358.726,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
157,32.50,48.25,28.90,12.08,28.00,27.74,81.603,361.078,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
158,28.00,48.25,28.00,11.90,28.00,26.69,82.295,363.015,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
159,34.75,48.25,28.68,11.35,28.00,27.44,82.512,365.351,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
160,34.75,48.25,29.35,11.74,28.00,27.05,82.714,367.642,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
161,34.75,48.25,30.03,11.89,28.00,25.67,82.761,369.640,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
162,34.75,48.25,31.83,11.89,28.00,27.16,82.479,371.896,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
163,34.75,48.25,30.70,10.88,28.00,26.05,82.577,374.261,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
164,34.75,48.25,30.25,10.55,28.00,26.79,82.168,376.578,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
165,34.75,48.25,29.35,11.65,28.00,23.63,82.349,378.802,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
166,34.75,48.25,28.45,11.92,25.75,25.30,82.168,381.153,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
167,34.75,48.25,28.90,12.74,25.75,24.49,82.264,383.483,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
168,34.75,48.25,28.68,12.73,28.00,27.29,82.434,385.849,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
169,34.75,48.25,28.68,12.47,28.00,29.71,82.004,388.190,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
170,34.75,48.25,28.68,12.35,28.00,25.75,82.035,390.541,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
171,28.00,48.25,28.00,11.04,28.00,26.00,81.925,392.866,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
172,34.75,48.25,29.58,12.10,28.00,24.50,81.769,395.142,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
173,32.50,48.25,28.23,11.88,25.75,26.06,81.902,397.510,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
174,28.00,48.25,27.78,11.36,25.75,26.36,81.840,399.800,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
175,32.50,48.25,28.45,10.80,28.00,27.57,82.176,402.166,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
176,34.75,48.25,29.58,11.44,28.00,26.67,82.168,404.350,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
177,32.50,48.25,29.35,10.70,28.00,32.50,81.809,406.569,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
178,32.50,48.25,30.70,12.11,28.00,26.80,81.503,408.603,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
179,32.50,48.25,30.70,12.29,28.00,34.20,81.443,410.485,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
180,32.50,48.25,31.60,11.92,28.00,42.69,81.755,412.857,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
181,32.50,48.25,31.15,11.46,28.00,34.63,81.999,415.222,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
182,34.75,48.25,31.83,12.20,28.00,34.83,81.802,417.194,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
183,34.75,48.25,31.83,13.00,28.00,34.32,81.821,419.544,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
184,34.75,48.25,31.38,11.87,28.00,37.33,81.670,421.530,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
185,34.75,48.25,32.05,11.77,28.00,44.97,81.752,423.598,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
