Generación,Mejor Fitness Generación,Fitness Global,Fitness Promedio,Diversidad,Peor Fitness,CPU (%),Memoria (%),Tiempo (s),Goles Favor,Goles Contra,OS,OS Version,Java Version,OS Arquitectura,CPUs (configurados),Population Size,Mutation Rate,Crossover Rate
186,34.75,48.25,32.73,10.99,28.00,35.45,81.861,425.975,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
187,34.75,48.25,30.03,11.70,28.00,36.57,82.028,428.279,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
188,34.75,48.25,30.03,11.61,28.00,35.23,81.853,430.599,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
189,34.75,48.25,31.38,11.31,28.00,35.27,81.975,432.921,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
190,34.75,48.25,30.70,9.54,28.00,35.31,82.026,434.949,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
191,34.75,48.25,29.80,10.62,25.75,34.01,81.902,437.259,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
192,34.75,48.25,31.15,10.44,28.00,35.90,81.970,439.293,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
193,34.75,48.25,29.58,11.23,28.00,43.25,81.902,441.550,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
194,34.75,48.25,31.15,11.29,28.00,35.74,82.039,443.626,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
195,32.50,48.25,30.03,11.50,25.75,35.91,81.931,445.954,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
196,32.50,48.25,29.35,12.00,25.75,36.34,81.895,448.233,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
197,32.50,48.25,31.15,11.17,28.00,36.99,81.824,450.576,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
198,32.50,48.25,30.70,11.75,28.00,34.99,81.796,452.901,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
199,32.50,48.25,30.48,11.17,28.00,34.69,81.539,455.176,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
200,32.50,48.25,30.93,10.99,28.00,34.74,81.585,457.442,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
201,32.50,48.25,30.70,11.26,28.00,35.70,81.633,459.794,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
202,34.75,48.25,30.03,11.45,28.00,28.11,82.033,462.036,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
203,32.50,48.25,29.80,12.03,28.00,30.30,81.886,464.366,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
204,32.50,48.25,29.80,12.10,28.00,32.94,81.989,466.717,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
205,32.50,48.25,30.70,11.71,28.00,39.69,82.261,469.082,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
206,34.75,48.25,31.15,12.29,28.00,38.27,82.314,471.375,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
207,34.75,48.25,31.38,12.12,28.00,25.23,82.248,473.668,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
208,32.50,48.25,31.15,9.75,28.00,36.26,82.398,476.021,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
209,32.50,48.25,30.25,11.35,28.00,37.84,82.051,478.260,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
210,32.50,48.25,30.25,11.45,28.00,34.25,81.962,480.646,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
211,34.75,48.25,29.80,11.20,28.00,34.16,81.697,482.944,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
212,34.75,48.25,29.80,11.43,28.00,34.82,81.875,485.277,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
213,34.75,48.25,29.58,11.71,28.00,35.44,82.032,487.163,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
214,34.75,48.25,29.58,12.04,28.00,37.72,82.007,489.562,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
215,34.75,48.25,30.25,11.81,28.00,35.89,82.031,491.516,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
216,34.75,48.25,31.83,11.61,28.00,29.71,81.977,493.839,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
217,34.75,48.25,30.70,12.02,28.00,28.81,82.222,496.228,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
218,34.75,48.25,29.58,11.90,28.00,31.82,82.031,498.544,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
219,32.50,48.25,28.90,11.26,28.00,34.61,81.869,500.922,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
220,34.75,48.25,29.13,10.90,28.00,36.94,81.967,503.187,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
221,32.50,48.25,29.35,11.21,28.00,41.05,81.917,505.539,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
222,32.50,48.25,29.35,11.39,28.00,48.26,82.010,507.779,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
223,34.75,48.25,30.93,11.57,28.00,37.19,81.981,510.125,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
224,32.50,48.25,31.15,11.85,28.00,37.53,81.967,512.427,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
225,37.00,48.25,30.70,12.19,28.00,36.30,82.008,514.826,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
226,37.00,48.25,30.48,11.82,28.00,34.98,81.887,517.183,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
227,37.00,48.25,31.38,11.73,28.00,33.29,82.077,519.449,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
228,37.00,48.25,30.25,12.18,28.00,37.07,81.947,521.734,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
229,37.00,48.25,29.80,12.00,28.00,32.01,82.128,524.113,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
230,37.00,48.25,29.35,11.64,28.00,40.62,81.891,526.366,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
231,32.50,48.25,28.90,11.71,28.00,38.42,81.889,528.339,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
232,32.50,48.25,28.90,11.50,28.00,36.31,82.280,530.722,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
233,32.50,48.25,29.13,11.86,25.75,32.36,82.724,533.050,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
234,32.50,48.25,30.25,11.46,28.00,49.51,83.434,535.281,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
235,32.50,48.25,31.15,11.42,28.00,35.95,83.468,537.586,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
236,32.50,48.25,31.60,11.40,28.00,37.41,83.078,539.853,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
237,32.50,48.25,31.15,11.86,28.00,25.83,82.928,542.345,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
238,34.75,48.25,32.28,11.23,28.00,27.33,82.798,544.609,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
239,32.50,48.25,31.15,11.18,28.00,37.15,83.264,546.937,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
240,34.75,48.25,30.48,11.61,28.00,35.85,83.086,548.954,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
241,37.00,48.25,30.93,11.16,28.00,38.37,83.105,550.808,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
242,34.75,48.25,30.03,11.67,28.00,38.24,83.269,553.178,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
243,34.75,48.25,29.13,12.02,28.00,36.13,83.189,555.121,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
244,34.75,48.25,29.58,12.35,28.00,40.89,82.808,557.429,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
245,39.25,48.25,29.80,12.19,28.00,37.20,82.809,559.667,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
246,39.25,48.25,31.38,11.96,28.00,39.29,82.763,561.961,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
247,39.25,48.25,32.28,11.33,28.00,36.24,82.767,564.240,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
248,39.25,48.25,31.60,10.45,28.00,37.94,82.608,566.553,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
249,39.25,48.25,30.93,11.72,28.00,36.37,82.693,568.880,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
250,39.25,48.25,32.95,10.89,28.00,38.93,82.542,571.212,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
251,39.25,48.25,31.38,11.74,28.00,38.82,82.511,573.556,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
252,39.25,48.25,30.93,11.74,25.75,37.26,82.509,575.545,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
253,39.25,48.25,31.60,11.46,28.00,38.64,82.383,577.818,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
254,39.25,48.25,30.48,11.24,28.00,37.40,82.642,580.163,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
255,39.25,48.25,31.38,10.85,28.00,39.77,82.660,582.527,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
256,39.25,48.25,31.15,11.92,28.00,44.40,84.606,584.717,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
257,39.25,48.25,31.38,11.53,28.00,38.83,84.446,587.020,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
258,32.50,48.25,30.70,11.72,28.00,36.93,83.883,589.413,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
259,32.50,48.25,31.60,11.37,28.00,36.84,83.740,591.754,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
260,32.50,48.25,31.60,11.89,28.00,28.84,83.990,594.174,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
261,32.50,48.25,31.38,10.79,28.00,27.97,83.844,596.515,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
262,32.50,48.25,31.83,10.92,28.00,23.28,83.767,598.835,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
263,32.50,48.25,30.03,11.53,28.00,32.17,83.825,601.127,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
264,34.75,48.25,31.38,11.45,28.00,31.12,83.973,603.131,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
265,34.75,48.25,31.38,11.28,28.00,44.31,83.794,605.477,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
266,39.25,48.25,32.05,11.37,28.00,39.35,83.842,607.829,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
267,39.25,48.25,32.50,10.69,28.00,42.26,83.894,610.175,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
268,39.25,48.25,33.40,10.73,28.00,47.75,84.040,612.449,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
269,39.25,48.25,32.50,11.29,28.00,46.64,84.017,614.798,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
270,39.25,48.25,32.28,11.03,28.00,50.63,84.063,617.075,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
271,39.25,48.25,33.63,10.64,28.00,46.05,84.089,619.329,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
272,39.25,48.25,32.05,11.62,28.00,48.76,83.976,621.559,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
273,39.25,48.25,32.95,11.46,28.00,49.25,84.063,623.903,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
274,39.25,48.25,32.73,11.29,28.00,48.51,83.939,626.265,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
275,39.25,48.25,34.53,10.84,28.00,38.58,83.488,628.509,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
276,39.25,48.25,34.53,11.57,28.00,35.88,83.585,630.751,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
277,39.25,48.25,32.28,11.67,28.00,34.14,83.770,632.688,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
278,39.25,48.25,32.73,11.91,28.00,34.66,83.580,634.947,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
279,39.25,48.25,33.63,11.35,28.00,34.75,83.276,637.264,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
280,39.25,48.25,36.55,10.33,32.50,36.20,83.540,639.134,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
281,39.25,48.25,32.50,11.13,28.00,37.30,83.809,641.379,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
282,39.25,48.25,32.50,9.97,28.00,35.52,83.310,643.753,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
283,39.25,48.25,30.93,10.74,28.00,27.36,83.256,646.056,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
284,39.25,48.25,32.50,10.05,28.00,36.32,83.615,648.444,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
285,39.25,48.25,32.73,9.92,28.00,34.83,83.490,650.399,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
286,32.50,48.25,31.60,10.88,28.00,37.11,83.387,652.746,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
287,32.50,48.25,31.60,11.11,28.00,35.42,83.482,654.991,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
288,32.50,48.25,31.15,10.93,28.00,28.49,83.789,657.359,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
289,32.50,48.25,30.70,10.73,28.00,36.26,83.740,659.726,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
290,32.50,48.25,30.25,11.58,28.00,28.68,83.481,661.676,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
291,32.50,48.25,31.60,10.32,28.00,35.56,83.652,664.033,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
292,32.50,48.25,31.15,10.99,28.00,34.39,83.898,666.375,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
293,32.50,48.25,30.70,11.03,28.00,25.62,83.681,668.727,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
294,32.50,48.25,31.15,11.25,28.00,22.95,83.721,671.109,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
295,32.50,48.25,29.80,12.01,28.00,23.50,83.602,673.475,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
296,32.50,48.25,30.70,11.40,28.00,25.00,83.982,675.694,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
297,32.50,48.25,30.25,11.19,28.00,27.11,83.899,678.029,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
298,32.50,48.25,30.70,11.33,28.00,23.24,83.665,679.989,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
299,32.50,48.25,30.70,11.09,28.00,28.57,84.239,681.949,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
300,32.50,48.25,30.48,11.58,25.75,23.14,83.995,684.284,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
301,32.50,48.25,30.93,11.03,25.75,34.52,83.480,686.566,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
302,32.50,48.25,30.25,10.56,25.75,24.43,83.812,688.953,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
303,34.75,48.25,32.28,7.30,28.00,24.63,83.905,690.942,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
304,34.75,48.25,31.83,9.08,28.00,23.33,83.807,693.222,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
305,34.75,48.25,31.83,10.61,28.00,28.95,83.609,695.602,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
306,32.50,48.25,30.25,11.48,28.00,30.72,83.820,698.003,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
307,39.25,48.25,31.60,11.13,28.00,25.43,83.855,700.025,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
308,34.75,48.25,30.03,11.56,28.00,26.30,83.886,702.340,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
309,32.50,48.25,29.80,11.53,28.00,23.03,83.692,704.674,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
310,32.50,48.25,30.25,11.02,28.00,25.80,83.574,706.645,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
311,32.50,48.25,30.48,11.73,28.00,31.16,83.891,709.000,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
312,32.50,48.25,29.35,11.54,28.00,27.12,84.241,711.353,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
313,32.50,48.25,28.90,11.60,28.00,42.09,84.741,713.586,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
314,34.75,48.25,29.58,11.74,28.00,24.50,84.651,715.879,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
315,34.75,48.25,30.48,11.88,28.00,25.68,84.687,717.874,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
316,34.75,48.25,30.93,11.60,28.00,24.25,84.730,719.843,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
317,34.75,48.25,31.38,11.25,28.00,26.80,84.580,722.156,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
318,32.50,48.25,30.93,11.73,28.00,23.32,84.333,724.449,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
319,32.50,48.25,31.38,11.31,28.00,24.35,84.446,726.753,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
320,32.50,48.25,30.70,10.89,28.00,24.87,84.314,728.988,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
321,32.50,48.25,31.15,9.87,28.00,24.07,84.305,731.316,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
322,32.50,48.25,31.15,10.36,28.00,23.57,84.149,733.560,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
323,34.75,48.25,31.38,10.74,28.00,23.50,84.120,735.912,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
324,34.75,48.25,31.38,10.90,28.00,24.69,84.433,738.185,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
325,34.75,48.25,32.50,10.65,28.00,26.87,84.200,740.160,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
326,34.75,48.25,32.95,9.99,28.00,24.30,84.128,742.521,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
327,34.75,48.25,32.05,9.54,28.00,23.27,84.050,744.487,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
328,34.75,48.25,30.25,10.98,28.00,26.92,84.036,746.695,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
329,34.75,48.25,31.15,9.55,28.00,26.36,84.001,748.643,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
330,34.75,48.25,31.38,9.93,28.00,24.75,83.992,751.000,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
331,34.75,48.25,31.38,10.40,28.00,24.11,83.795,753.329,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
332,34.75,48.25,31.83,11.06,28.00,24.63,83.752,755.725,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
333,37.00,48.25,32.05,11.90,28.00,26.92,83.686,758.090,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
334,37.00,48.25,32.50,11.29,28.00,24.36,83.967,760.005,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
335,37.00,48.25,30.93,11.73,25.75,26.42,83.894,762.353,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
336,37.00,48.25,32.05,11.26,28.00,24.01,83.773,764.694,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
337,37.00,48.25,30.70,12.44,28.00,25.36,83.555,766.957,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
338,37.00,48.25,32.28,11.98,28.00,24.20,83.481,769.221,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
339,37.00,48.25,30.93,12.53,28.00,27.18,83.594,771.564,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
340,37.00,48.25,32.95,11.64,28.00,26.13,83.605,773.403,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
341,37.00,48.25,32.05,11.74,28.00,28.41,83.740,775.803,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
342,37.00,48.25,33.63,11.42,28.00,25.62,84.179,778.088,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
343,37.00,48.25,32.73,10.71,28.00,26.61,83.908,780.327,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
344,37.00,48.25,30.48,12.27,28.00,23.45,83.760,782.695,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
345,32.50,48.25,30.70,10.23,28.00,24.37,83.602,785.017,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
346,32.50,48.25,30.70,11.15,28.00,27.03,83.483,787.387,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
347,34.75,48.25,30.48,11.88,28.00,23.86,83.674,789.703,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
348,34.75,48.25,31.15,11.96,28.00,26.12,83.542,792.062,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
349,34.75,48.25,31.83,10.86,28.00,34.14,84.196,794.324,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
350,34.75,48.25,31.60,11.67,25.75,25.01,84.592,796.579,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
351,34.75,48.25,31.15,11.26,25.75,24.00,84.641,798.854,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
352,46.00,48.25,33.40,11.44,28.00,22.33,84.542,801.178,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
353,46.00,48.25,32.95,11.37,28.00,21.28,84.468,803.510,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
354,34.75,48.25,32.28,10.86,28.00,22.88,84.338,805.422,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
355,34.75,48.25,31.83,11.31,25.75,24.62,84.439,807.720,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
356,34.75,48.25,31.60,10.28,25.75,30.34,84.430,810.089,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
357,34.75,48.25,31.38,10.20,25.75,25.80,84.517,812.197,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
358,32.50,48.25,31.38,9.14,28.00,23.19,84.415,814.605,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
359,34.75,48.25,30.25,11.29,28.00,23.94,84.419,816.890,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
360,34.75,48.25,31.38,11.45,28.00,25.44,84.629,819.212,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
361,34.75,48.25,30.93,11.57,28.00,26.00,84.621,821.150,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
362,34.75,48.25,30.48,12.06,25.75,23.62,84.769,823.467,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
363,34.75,48.25,30.25,12.08,25.75,25.80,84.636,825.815,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
364,34.75,48.25,30.93,11.85,25.75,23.84,84.468,828.181,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
365,34.75,48.25,31.38,10.41,25.75,27.47,84.339,830.397,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
366,41.50,48.25,32.95,10.60,28.00,25.92,84.343,832.748,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
367,41.50,48.25,31.60,11.86,28.00,24.68,84.391,835.022,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
368,34.75,48.25,32.28,11.34,28.00,32.41,84.496,837.317,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
369,34.75,48.25,31.60,12.15,28.00,23.95,84.451,839.560,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
370,32.50,48.25,29.58,12.11,28.00,26.87,84.285,841.858,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
371,32.50,48.25,30.03,11.51,28.00,25.80,84.051,844.211,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
372,37.00,48.25,31.38,11.86,28.00,23.08,83.988,846.235,0,23,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
