Generación,Mejor Fitness Generación,Fitness Global,Fitness Promedio,Diversidad,Peor Fitness,CPU (%),Memoria (%),Tiempo (s),Goles Favor,Goles Contra,Chromosoma,OS,OS Version,Java Version,OS Arquitectura,CPUs (configurados),Population Size,Mutation Rate,Crossover Rate,Core0 (%),Core1 (%),Core2 (%),Core3 (%),Core4 (%),Core5 (%),Core6 (%),Core7 (%)
237,45309.20,45309.20,44118.20,256.34,39128.40,35.24,80.139,18307.470,3,11,"98.07",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.40,26.20,23.03,21.02,45.41,44.35,43.48,42.93
238,45309.20,45309.20,44344.57,256.85,39279.20,45.51,81.264,18383.961,3,11,"29.08",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,53.81,48.58,43.39,41.21,45.47,44.62,43.78,43.13
239,45309.20,45309.20,44235.29,255.99,1.00,47.20,81.024,18459.464,3,11,"42.31",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,56.56,51.91,47.76,45.12,45.27,44.71,43.36,42.94
240,45309.20,45309.20,44280.98,256.00,39128.40,45.05,80.755,18536.465,3,11,"75.59",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,52.84,46.50,41.54,39.88,46.74,45.24,44.30,43.56
241,45309.20,45309.20,20540.47,257.45,1.00,34.97,79.663,18611.565,3,11,"98.07",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.10,25.72,22.29,20.09,45.11,44.47,43.86,43.00
242,45309.20,45309.20,42797.75,257.37,1.00,36.20,79.932,18688.976,3,11,"98.07",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.00,27.73,24.72,22.26,45.67,45.00,43.87,43.24
243,45309.20,45309.20,44193.51,257.16,39279.20,36.36,79.784,18764.822,3,11,"50.36",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.97,26.95,23.71,21.76,46.79,45.67,44.34,43.60
244,45309.20,45309.20,44383.59,256.90,39430.00,46.56,80.387,18842.196,3,11,"89.25",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,54.42,50.53,46.67,42.16,45.73,45.23,44.28,43.32
245,45309.20,45309.20,44393.97,255.04,39430.00,48.03,80.632,18918.579,3,11,"60.68",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,57.76,54.06,49.36,45.14,45.98,44.97,43.84,43.17
246,45309.20,45309.20,44215.45,256.79,1.00,47.72,80.426,18994.811,3,11,"4.29",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,58.39,53.49,47.24,42.83,46.36,45.59,44.37,43.65
247,45309.20,45309.20,44277.00,257.71,39279.20,35.68,79.259,19070.662,3,11,"42.31",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.21,26.83,23.82,21.55,45.28,44.66,43.69,42.83
248,45309.20,45309.20,44201.73,256.92,1.00,37.02,79.973,19146.826,3,11,"93.01",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.08,28.94,25.70,23.85,45.39,44.71,43.66,43.23
249,45309.20,45309.20,44235.81,257.61,1.00,35.45,80.269,19222.704,3,11,"26.28",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.33,26.37,22.94,20.24,45.23,44.76,43.87,42.50
250,45309.20,45309.20,44206.92,256.88,1.00,47.68,80.623,19298.935,3,11,"14.24",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,58.35,53.38,49.59,43.57,45.67,44.66,43.66,42.68
251,45309.20,45309.20,44290.78,257.43,39580.80,48.88,80.841,19375.598,3,11,"14.26",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,60.87,55.58,50.79,46.85,45.33,44.78,43.68,43.23
252,45309.20,45309.20,44206.40,256.99,39580.80,47.55,82.241,19452.316,3,11,"41.86",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,58.73,52.11,48.44,43.63,45.83,45.26,43.55,42.81
253,45309.20,45309.20,44212.50,257.78,39279.20,38.74,79.103,19528.399,3,11,"10.51",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,43.91,34.10,29.48,26.59,44.81,44.40,43.86,42.93
254,45309.20,45309.20,44300.74,257.13,39430.00,36.40,80.219,19603.236,3,11,"24.92",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.39,28.59,24.63,21.88,45.52,44.97,43.80,43.29
255,45309.20,45309.20,44304.41,255.85,39580.80,37.79,84.321,19680.210,3,11,"24.92",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.71,31.43,27.70,24.89,46.35,45.11,43.93,43.07
256,45309.20,45309.20,44257.76,256.37,39279.20,34.19,78.955,19755.168,3,11,"48.91",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,32.86,23.99,20.62,18.97,45.54,44.81,43.69,42.91
257,45309.20,45309.20,44335.46,254.28,39128.40,34.98,78.831,19832.727,3,11,"26.28",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.00,25.78,22.13,19.67,45.41,44.22,43.73,42.77
258,45309.20,45309.20,44212.89,253.48,39430.00,35.43,79.458,19908.259,3,11,"2.42",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.46,26.78,22.66,21.36,45.22,44.39,43.54,42.91
259,45309.20,45309.20,44263.90,254.93,39430.00,35.79,79.394,19985.599,3,11,"91.52",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.56,27.92,24.39,21.79,44.79,44.35,43.50,42.89
260,45309.20,45309.20,44024.70,255.01,1.00,35.20,79.719,20061.497,3,11,"24.63",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.44,26.46,23.33,20.66,45.09,44.20,43.32,42.95
261,45309.20,45309.20,44297.66,255.26,39731.60,34.61,78.944,20137.364,3,11,"29.76",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.74,24.78,21.51,19.42,44.71,44.47,43.29,42.85
262,45309.20,45309.20,44222.09,254.89,39279.20,35.67,79.163,20213.226,3,11,"17.55",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.82,26.30,23.31,20.91,45.33,44.70,43.76,43.13
263,45309.20,45309.20,44255.88,255.25,39279.20,36.22,79.736,20290.641,3,11,"2.42",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.43,28.29,24.97,22.82,45.56,44.86,43.83,42.92
264,45309.20,45309.20,44273.15,255.62,39430.00,34.82,79.435,20366.926,3,11,"4.16",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.26,25.86,22.22,19.92,45.27,44.54,43.67,42.68
265,45309.20,45309.20,44355.63,253.59,38977.60,35.12,79.408,20442.000,3,11,"29.76",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.66,25.64,22.79,20.02,45.05,44.48,43.45,42.77
266,45309.20,45309.20,44137.20,253.45,39580.80,36.30,79.441,20518.568,3,11,"40.21",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.36,26.82,24.29,20.96,46.55,45.72,44.13,43.41
267,45309.20,45309.20,44267.99,252.33,39430.00,36.98,80.861,20595.266,3,11,"2.42",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.50,29.43,26.68,22.86,45.35,44.85,43.80,43.03
268,45309.20,45309.20,44350.85,252.60,39279.20,36.09,79.444,20670.003,3,11,"49.89",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.80,27.97,24.10,21.93,45.81,44.83,44.02,43.34
269,45309.20,45309.20,44254.59,253.29,39279.20,36.01,79.641,20746.618,3,11,"10.51",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.05,27.07,23.64,21.73,46.00,44.95,43.98,43.50
270,45309.20,45309.20,44253.35,252.77,39279.20,35.21,79.438,20821.345,3,11,"58.45",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.16,24.94,21.73,19.80,45.95,44.97,43.95,43.02
271,45309.20,45309.20,44191.04,250.19,39279.20,35.27,79.288,20897.180,3,11,"62.65",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.71,25.65,22.37,20.15,45.74,44.71,43.70,43.12
272,45309.20,45309.20,44334.66,249.72,39580.80,36.32,79.470,20973.425,3,11,"4.16",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.18,28.47,24.37,22.34,45.71,45.08,44.13,43.11
273,45309.20,45309.20,44205.54,250.77,1.00,35.54,79.564,21049.656,3,11,"56.63",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.16,26.38,22.78,20.86,45.83,44.81,44.01,43.21
274,45309.20,45309.20,44202.52,249.74,39279.20,35.44,79.857,21127.169,3,11,"66.91",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.38,25.59,22.42,21.02,45.88,44.93,44.03,43.14
275,45309.20,45309.20,44092.80,249.57,39430.00,35.36,79.697,21204.513,3,11,"21.43",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.37,26.22,22.47,19.89,45.13,44.57,43.85,43.40
276,45309.20,45309.20,44243.57,249.62,39430.00,35.52,79.922,21281.146,3,11,"48.46",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.49,26.61,23.50,20.09,45.44,44.59,43.96,43.41
277,45309.20,45309.20,44162.19,249.19,1.00,37.30,79.695,21359.249,3,11,"30.89",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.14,30.80,26.95,24.60,45.31,44.78,43.70,43.02
278,45309.20,45309.20,44239.44,248.63,39279.20,36.55,79.744,21435.557,3,11,"34.79",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.23,27.99,24.42,22.02,46.72,45.64,44.71,43.56
279,45309.20,45309.20,44179.69,249.18,39128.40,38.26,77.945,21512.562,3,11,"69.57",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.49,32.02,28.58,25.71,45.77,45.05,44.13,43.22
280,45309.20,45309.20,44186.79,247.82,39279.20,38.49,79.233,21589.253,3,11,"58.16",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.29,32.69,29.20,26.22,46.09,45.21,43.96,43.14
281,45309.20,45309.20,21018.75,250.61,1.00,37.25,79.662,21666.212,3,11,"21.43",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.15,29.78,26.87,24.38,45.61,45.07,43.91,43.04
282,45309.20,45309.20,42417.78,251.21,1.00,35.10,78.885,21740.929,3,11,"11.37",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.93,25.90,22.37,20.42,45.20,44.39,43.44,43.11
283,45309.20,45309.20,44014.22,244.45,39580.80,35.58,79.105,21817.595,3,11,"23.74",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.37,26.42,22.86,20.69,45.48,44.95,43.64,43.13
284,45309.20,45309.20,44154.71,242.76,39580.80,37.47,79.845,21894.701,3,11,"21.43",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.73,30.65,27.32,23.90,46.20,45.09,43.69,43.10
285,45309.20,45309.20,44319.99,240.73,39430.00,35.52,79.652,21972.622,3,11,"11.66",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.81,26.96,23.21,20.84,45.45,44.66,43.81,43.27
286,45309.20,45309.20,44230.62,239.86,39128.40,37.37,78.752,22049.458,3,11,"26.98",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.55,29.24,26.30,24.15,46.16,45.36,44.43,43.65
287,45309.20,45309.20,44345.08,240.50,39430.00,34.72,78.825,22126.070,3,11,"41.47",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.72,24.10,21.65,18.44,45.26,44.89,43.64,42.99
288,45309.20,45309.20,44172.75,242.21,1.00,35.09,79.510,22202.683,3,11,"11.37",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.91,25.98,22.41,20.17,44.71,44.24,43.31,42.82
289,45309.20,45309.20,44372.08,242.18,39580.80,34.66,79.134,22277.751,3,11,"13.76",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.55,25.49,22.17,18.88,45.25,44.45,43.59,42.76
290,45309.20,45309.20,44292.99,241.40,39580.80,35.70,79.457,22353.628,3,11,"1.13",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.17,26.11,23.79,21.59,45.83,44.64,43.90,43.42
291,45309.20,45309.20,44396.47,241.56,39430.00,36.54,80.340,22429.487,3,11,"11.66",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.50,27.56,23.97,22.33,46.36,45.40,44.52,43.45
292,45309.20,45309.20,44318.91,242.09,39430.00,35.54,80.332,22505.761,3,11,"27.62",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.05,25.66,23.18,19.84,45.51,45.10,43.92,42.99
293,45460.00,45460.00,44295.50,241.57,1.00,35.73,80.199,22582.517,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.82,27.13,23.57,20.68,45.53,44.86,43.72,43.27
294,45460.00,45460.00,44249.64,243.75,39580.80,35.04,79.814,22658.286,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.39,26.30,22.59,20.59,45.05,44.30,43.79,43.26
295,45460.00,45460.00,44261.40,244.40,39580.80,35.16,80.108,22735.273,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.29,26.01,22.82,19.80,45.48,44.71,43.79,43.23
296,45460.00,45460.00,44226.46,244.91,39430.00,35.08,80.473,22812.229,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.50,25.71,22.36,19.33,45.62,44.86,44.21,42.97
297,45460.00,45460.00,44283.08,238.04,39279.20,37.44,80.965,22888.269,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.27,30.36,26.55,24.15,46.18,45.13,44.27,43.49
298,45460.00,45460.00,44346.94,203.84,1.00,35.60,80.362,22964.465,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.98,27.10,23.32,21.08,45.36,44.90,43.81,43.15
299,45460.00,45460.00,44328.89,190.49,39430.00,35.18,80.206,23041.126,3,10,"35.16",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.25,25.38,22.35,20.53,45.69,44.86,43.92,43.38
300,45460.00,45460.00,44381.10,193.91,39430.00,35.18,80.486,23118.148,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.85,25.22,22.06,19.73,45.51,44.60,44.02,43.27
301,45460.00,45460.00,44399.81,203.11,39430.00,35.85,81.094,23194.774,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.47,26.94,23.13,21.30,46.05,45.19,44.20,43.29
302,45460.00,45460.00,44302.05,211.96,39279.20,36.71,81.196,23271.115,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.27,28.13,24.70,22.62,47.01,45.41,44.33,43.27
303,45460.00,45460.00,44369.19,214.35,1.00,37.20,80.073,23347.155,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.18,29.49,26.06,24.09,46.05,45.31,44.53,43.70
304,45460.00,45460.00,44105.91,219.31,1.00,39.85,80.917,23423.958,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,44.44,33.87,31.17,29.20,46.35,45.52,44.52,43.68
305,45460.00,45460.00,44388.42,226.10,39279.20,35.76,79.866,23500.080,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.58,26.96,22.99,20.90,45.60,44.52,43.99,43.41
306,45460.00,45460.00,44229.52,228.86,39279.20,36.53,80.315,23577.601,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.31,28.18,24.58,22.55,46.63,45.46,44.14,43.19
307,45460.00,45460.00,44366.79,233.24,39580.80,35.65,80.601,23654.552,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.86,26.21,23.52,20.95,45.78,45.15,44.04,43.60
308,45460.00,45460.00,44266.52,238.18,39430.00,35.24,80.515,23732.267,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.96,25.05,22.47,19.40,45.85,44.86,43.85,43.27
309,45460.00,45460.00,44211.80,237.79,1.00,36.29,80.477,23807.372,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.97,27.26,24.13,21.63,45.87,45.02,44.21,43.15
310,45460.00,45460.00,44313.45,240.89,39430.00,39.65,80.334,23885.187,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,43.32,34.96,31.73,28.96,45.92,45.02,44.00,43.13
311,45460.00,45460.00,44222.03,242.87,1.00,35.41,79.817,23960.290,3,10,"19.81",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.13,26.43,22.99,20.44,45.09,44.82,43.93,43.32
312,45460.00,45460.00,44430.10,244.84,39279.20,35.03,80.516,24035.798,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.11,25.33,22.04,20.08,45.15,44.53,43.68,43.21
313,45460.00,45460.00,44546.88,242.57,39580.80,36.14,77.505,24111.886,3,10,"37.99",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.63,26.73,22.88,21.41,46.25,45.53,44.14,43.42
314,45460.00,45460.00,44417.47,243.19,39430.00,36.14,80.060,24188.634,3,10,"47.28",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.37,27.91,24.31,22.12,45.38,44.66,44.03,43.21
315,45460.00,45460.00,44346.29,245.82,39279.20,35.30,80.303,24266.049,3,10,"83.29",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.23,26.53,22.66,20.09,45.71,44.90,44.12,43.08
316,45460.00,45460.00,44245.03,247.44,39580.80,34.93,80.318,24342.705,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.70,25.28,22.22,19.72,45.61,44.91,43.79,43.02
317,45460.00,45460.00,44485.94,247.82,39430.00,35.57,79.587,24418.514,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.85,26.74,23.69,20.63,45.07,44.59,43.67,43.12
318,45460.00,45460.00,44494.14,249.53,39580.80,38.46,79.566,24494.461,3,10,"71.14",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.42,32.47,28.77,25.67,46.37,45.23,44.28,43.37
319,45460.00,45460.00,44383.93,248.89,39430.00,49.28,80.564,24568.816,3,10,"2.92",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,59.94,54.56,51.65,48.38,46.60,45.36,44.32,43.48
320,45460.00,45460.00,44293.50,249.64,39128.40,36.35,80.750,24644.981,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.99,27.49,24.43,21.94,46.50,45.52,44.25,43.59
321,45460.00,45460.00,20544.85,252.25,1.00,35.43,79.961,24720.640,3,10,"73.48",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.57,25.77,22.79,19.90,45.91,45.05,44.09,43.20
322,45460.00,45460.00,42470.10,254.41,1.00,35.86,80.191,24797.142,3,10,"54.26",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.12,27.13,24.00,20.85,45.25,44.21,43.87,43.30
323,45460.00,45460.00,44299.84,248.72,39430.00,35.26,79.797,24871.468,3,10,"10.36",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.78,26.71,23.06,20.25,45.27,44.48,43.39,42.89
324,45460.00,45460.00,44424.60,246.40,39279.20,35.77,79.906,24948.519,3,10,"81.47",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.66,27.31,24.14,21.43,45.56,44.58,43.39,43.04
325,45460.00,45460.00,44429.61,246.08,39279.20,35.97,80.327,25023.507,3,10,"11.55",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.83,26.63,23.49,21.06,46.70,45.40,44.21,43.31
326,45460.00,45460.00,44501.38,247.41,39580.80,36.14,80.681,25099.862,3,10,"44.19",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.48,27.84,23.94,21.70,45.61,44.54,43.77,43.13
327,45460.00,45460.00,44356.40,247.29,39430.00,35.02,80.387,25176.047,3,10,"32.33",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.13,25.68,22.25,19.71,45.22,44.57,43.53,42.98
328,45460.00,45460.00,44456.05,247.46,39279.20,44.25,82.302,25253.481,3,10,"37.99",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,51.38,45.65,41.36,37.45,45.71,45.03,44.07,43.22
329,45460.00,45460.00,44517.76,244.86,39580.80,47.00,82.149,25330.487,3,10,"89.64",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,55.04,51.79,47.01,43.32,46.18,45.05,44.10,43.37
330,45460.00,45460.00,44411.84,246.37,1.00,49.81,83.832,25405.592,3,10,"10.91",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,62.79,57.39,52.34,48.50,45.58,44.69,43.98,43.45
331,45460.00,45460.00,44351.07,244.87,1.00,49.06,82.308,25480.685,3,10,"26.68",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,62.29,56.25,50.64,45.88,45.57,44.81,43.88,43.29
332,45460.00,45460.00,44412.35,246.41,39580.80,47.46,82.415,25556.645,3,10,"94.98",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,55.78,52.03,47.54,45.54,46.29,45.45,43.72,43.34
333,45460.00,45460.00,44471.90,247.45,39430.00,49.74,82.030,25633.306,3,10,"69.78",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,60.92,55.55,52.74,49.38,46.54,45.19,44.05,43.43
334,45460.00,45460.00,44460.65,247.39,39430.00,47.72,82.379,25709.867,3,10,"10.36",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,55.98,52.06,49.84,46.56,45.63,44.76,43.94,43.15
335,45460.00,45460.00,44370.58,249.78,39279.20,48.49,83.145,25786.534,3,10,"10.36",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,58.55,54.57,50.42,47.34,45.51,44.64,43.62,43.24
336,45460.00,45460.00,44439.22,250.20,39430.00,47.61,81.955,25863.521,3,10,"81.92",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,58.38,53.71,48.45,43.43,45.38,44.65,44.00,42.89
337,45460.00,45460.00,44428.58,250.48,39580.80,48.03,80.495,25940.927,3,10,"24.92",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,58.02,54.09,49.64,44.87,45.78,45.10,43.80,43.01
338,45460.00,45460.00,44387.47,250.47,39430.00,47.23,83.270,26017.430,3,10,"84.56",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,57.78,52.81,46.90,43.08,45.75,44.96,43.60,42.97
339,45460.00,45460.00,44378.14,251.49,39731.60,41.24,80.548,26092.353,3,10,"55.31",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,47.36,39.12,34.73,32.36,45.00,44.47,43.75,43.26
340,45460.00,45460.00,44407.58,250.12,39430.00,35.09,80.187,26167.351,3,10,"56.94",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.74,25.22,22.10,19.46,45.30,44.88,43.94,42.90
341,45460.00,45460.00,44277.80,250.19,39580.80,34.97,80.230,26244.759,3,10,"52.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.75,26.04,22.29,19.87,45.05,44.46,43.53,42.65
342,45460.00,45460.00,44450.78,251.08,39430.00,39.24,81.056,26321.392,3,10,"91.40",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,42.27,34.53,30.60,27.51,46.06,45.22,44.17,43.44
343,45460.00,45460.00,44259.81,249.83,39430.00,36.76,80.045,26396.863,3,10,"81.92",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.70,28.79,25.24,23.60,46.11,45.01,44.32,43.22
344,45460.00,45460.00,44357.15,248.52,39580.80,34.95,79.525,26472.767,3,10,"4.30",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.72,25.18,21.83,19.85,45.11,44.67,43.42,42.60
345,45460.00,45460.00,44227.61,250.30,39430.00,37.83,80.670,26549.505,3,10,"52.03",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.89,30.74,27.73,25.23,45.75,45.13,43.88,43.28
346,45460.00,45460.00,44305.52,247.50,39580.80,36.60,81.564,26627.303,3,10,"22.82",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.74,28.51,24.98,22.28,46.28,45.35,44.10,43.40
347,45460.00,45460.00,44578.81,247.88,39580.80,35.70,80.663,26703.025,3,10,"29.33",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.65,26.63,23.68,21.15,45.58,44.74,43.81,43.30
348,45460.00,45460.00,44531.01,246.76,39580.80,35.18,80.660,26778.233,3,10,"95.65",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.89,25.46,22.49,20.55,45.01,44.34,43.55,43.06
349,45460.00,45460.00,44461.32,247.98,39128.40,36.83,80.744,26856.585,3,10,"77.04",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.50,28.46,24.25,22.35,46.82,45.36,44.99,43.81
350,45460.00,45460.00,44358.14,247.51,39580.80,35.88,80.956,26934.129,3,10,"19.16",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.45,27.53,24.15,21.10,45.88,44.68,43.90,43.20
351,45460.00,45460.00,44313.42,247.28,38977.60,35.28,80.673,27010.718,3,10,"42.71",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.91,25.27,22.53,20.38,45.75,44.99,44.11,43.25
352,45460.00,45460.00,44302.49,246.10,39279.20,35.55,80.849,27087.195,3,10,"29.33",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.06,26.73,23.25,20.21,45.35,44.73,43.59,43.29
353,45460.00,45460.00,44488.13,245.38,39430.00,36.13,81.727,27163.672,3,10,"50.26",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.36,27.47,24.35,21.83,45.40,44.17,43.43,42.97
354,45460.00,45460.00,44284.43,244.27,39279.20,35.69,81.445,27239.133,3,10,"53.25",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.74,26.93,24.01,20.87,45.37,44.50,43.86,43.08
355,45460.00,45460.00,44332.38,245.06,39279.20,35.03,81.120,27313.954,3,10,"94.98",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.25,25.16,22.34,19.54,45.91,45.00,43.98,42.94
