Generacion,Aptitud Mejor Individuo,margin,range,teammateG,wallG,goalieG,forceLimit,side,forward_angle,goalie_x,offensive_pos1.x,offensive_pos1.y,offensive_pos2.x,offensive_pos2.y,tiempo,tiempo acumulado,uso de CPU
32,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.065083,7,0.70
33,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.054292,7,0.68
34,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.06075,7,0.66
35,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.891083,7,0.68
36,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.111,7,0.65
37,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.925625,7,0.65
38,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.180625,7,0.57
39,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.082833,7,0.53
40,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.056084,7,0.68
41,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.085833,7,0.69
42,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.941458,7,0.66
43,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.068292,7,0.66
44,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.864334,7,0.64
45,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.054917,7,0.67
46,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.054375,7,0.65
47,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.054833,7,0.67
48,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.061459,7,0.69
49,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,1.235875,8,0.69
50,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.057125,8,0.68
51,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.962291,8,0.67
52,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.06875,8,0.67
53,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.053375,8,0.64
54,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.0575,8,0.62
55,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.054292,8,0.68
56,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.936333,8,0.66
57,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.054333,8,0.67
58,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,1.348958,9,0.67
59,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.061458,9,0.66
60,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.072583,9,0.68
61,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.0995,9,0.69
62,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.059125,9,0.65
63,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,1.229375,10,0.70
64,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.057875,10,0.66
65,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.864625,10,0.68
66,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.075125,10,0.68
67,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.069708,10,0.66
68,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.0705,10,0.65
69,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.074,10,0.71
70,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,1.141875,11,0.68
71,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.05275,11,0.68
72,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.915,11,0.66
73,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.105458,11,0.65
74,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.072917,11,0.68
75,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.6904876407744893,-0.05257883319088208,0.366407466720315,-0.43870435618727655,0.073416,11,0.63
76,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.6904876407744893,-0.05257883319088208,0.366407466720315,-0.43870435618727655,0.061875,11,0.67
77,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.881708,11,0.66
78,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.056375,11,0.68
79,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,1.253666,12,0.64
80,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.07925,12,0.64
81,1076.0,0.973551319193252,0.01551824586059225,7.176159742388143,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.6904876407744893,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.127417,12,0.69
82,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.061458,12,0.66
83,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.063,12,0.67
84,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,1.301958,13,0.66
85,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.05675,13,0.67
86,1076.0,0.973551319193252,0.01551824586059225,1.340435174777166,1.6987324879594456,6.630777548336423,7.585014775730322,-0.3131065990571835,2.131467554588878,0.30054362080338115,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.88825,13,0.67
87,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.3925286368739125,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.056292,13,0.67
88,1076.0,0.973551319193252,0.01551824586059225,1.340435174777166,1.6987324879594456,6.630777548336423,7.585014775730322,-0.3131065990571835,2.131467554588878,0.30054362080338115,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,1.293333,14,0.68
89,1076.0,0.973551319193252,0.01551824586059225,7.079574589709407,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.056208,14,0.65
90,1076.0,0.973551319193252,0.01551824586059225,1.340435174777166,1.6987324879594456,6.630777548336423,7.585014775730322,-0.3131065990571835,2.131467554588878,0.30054362080338115,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.05975,14,0.68
91,1076.0,0.973551319193252,0.01551824586059225,1.340435174777166,1.6987324879594456,6.630777548336423,7.585014775730322,-0.3131065990571835,2.131467554588878,0.30054362080338115,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,1.180834,15,0.65
92,1076.0,0.973551319193252,0.01551824586059225,7.079574589709407,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.056791,15,0.65
93,1076.0,0.973551319193252,0.01551824586059225,1.340435174777166,1.6987324879594456,6.630777548336423,7.585014775730322,-0.3131065990571835,2.131467554588878,0.30054362080338115,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.950084,15,0.64
94,1076.0,0.973551319193252,0.01551824586059225,1.340435174777166,1.6987324879594456,6.630777548336423,7.585014775730322,-0.3131065990571835,2.131467554588878,0.30054362080338115,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.056833,15,0.69
95,1076.0,0.973551319193252,0.01551824586059225,1.340435174777166,1.6987324879594456,6.630777548336423,7.585014775730322,-0.3131065990571835,2.131467554588878,0.30054362080338115,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.946417,15,0.67
96,1076.0,0.973551319193252,0.01551824586059225,7.079574589709407,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.059959,15,0.66
97,1076.0,0.973551319193252,0.01551824586059225,1.340435174777166,1.6987324879594456,6.630777548336423,7.585014775730322,-0.3131065990571835,2.131467554588878,0.30054362080338115,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.057417,15,0.69
98,1076.0,0.973551319193252,0.01551824586059225,7.079574589709407,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.994708,15,0.70
99,1076.0,0.973551319193252,0.01551824586059225,9.758035982956349,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.084708,15,0.69
100,1076.0,0.973551319193252,0.01551824586059225,1.340435174777166,1.6987324879594456,6.630777548336423,7.585014775730322,-0.3131065990571835,2.131467554588878,0.30054362080338115,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.658042,15,0.67
101,1076.0,0.973551319193252,0.01551824586059225,7.079574589709407,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.41904377703625184,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,0.059833,15,0.67
102,1076.0,0.973551319193252,0.01551824586059225,1.340435174777166,1.6987324879594456,0.5246692656636232,7.585014775730322,-0.3131065990571835,2.131467554588878,0.30054362080338115,-0.5654034124196692,-0.03837454746280944,0.366407466720315,-0.43870435618727655,1.094666,16,0.69
